col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Representative In The General Assembly 186th District - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,All
,Jordan A Harris,Rhea Powell,Micah Mahjoubian,Amanda Mcillmurray,Marylouise Isaacson,Andi Perez,Tom Young,Mariel J K Martin,Darrell L Clarke,Noam Kugelmass,Judi Golding Baker,Joe Celentano,Matthew D Myers,Jon Geeting,All
Jordan A Harris,16,83,51,48,44,41,41,40,37,37,34,32,17,10,All
Rhea Powell,,0,44,46,41,39,32,38,30,32,34,28,13,11,All
Micah Mahjoubian,,,1,30,26,27,29,25,24,32,19,25,12,6,All
Amanda Mcillmurray,,,,0,38,29,20,35,23,20,30,12,13,8,All
Marylouise Isaacson,,,,,0,29,20,28,19,17,25,12,11,8,All
Andi Perez,,,,,,0,17,23,22,22,22,14,9,8,All
Tom Young,,,,,,,1,15,15,21,12,24,7,7,All
Mariel J K Martin,,,,,,,,0,19,16,26,10,9,9,All
Darrell L Clarke,,,,,,,,,0,16,17,10,12,6,All
Noam Kugelmass,,,,,,,,,,0,13,19,7,5,All
Judi Golding Baker,,,,,,,,,,,0,9,7,8,All
Joe Celentano,,,,,,,,,,,,0,5,3,All
Matthew D Myers,,,,,,,,,,,,,0,1,All
Jon Geeting,,,,,,,,,,,,,,2,All
Total,122,85,53,50,46,44,42,41,38,37,36,32,18,14,All
,Representative In The General Assembly 186th District - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,5
,Jordan A Harris,Rhea Powell,Micah Mahjoubian,Tom Young,Joe Celentano,Amanda Mcillmurray,Darrell L Clarke,Mariel J K Martin,Marylouise Isaacson,Andi Perez,Judi Golding Baker,Noam Kugelmass,Matthew D Myers,Jon Geeting,5
Jordan A Harris,4,39,23,24,22,20,18,18,17,14,14,14,10,2,5
Rhea Powell,,0,19,18,18,17,12,16,14,12,13,11,7,2,5
Micah Mahjoubian,,,1,17,17,12,10,10,9,9,7,14,8,1,5
Tom Young,,,,1,17,10,9,9,9,7,5,11,6,2,5
Joe Celentano,,,,,0,8,7,6,5,8,6,12,5,2,5
Amanda Mcillmurray,,,,,,0,11,15,16,9,12,5,8,0,5
Darrell L Clarke,,,,,,,0,8,9,7,7,2,8,0,5
Mariel J K Martin,,,,,,,,0,13,9,10,4,5,1,5
Marylouise Isaacson,,,,,,,,,0,6,10,3,7,1,5
Andi Perez,,,,,,,,,,0,7,5,4,2,5
Judi Golding Baker,,,,,,,,,,,0,2,4,0,5
Noam Kugelmass,,,,,,,,,,,,0,2,1,5
Matthew D Myers,,,,,,,,,,,,,0,0,5
Jon Geeting,,,,,,,,,,,,,,0,5
Total,55,39,25,25,22,20,18,18,17,15,14,14,11,2,5
,Representative In The General Assembly 186th District - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,18
,Jordan A Harris,Rhea Powell,Amanda Mcillmurray,Andi Perez,Marylouise Isaacson,Micah Mahjoubian,Mariel J K Martin,Noam Kugelmass,Judi Golding Baker,Darrell L Clarke,Tom Young,Jon Geeting,Joe Celentano,Matthew D Myers,18
Jordan A Harris,12,44,28,27,27,28,22,23,20,19,17,8,10,7,18
Rhea Powell,,0,29,27,27,25,22,21,21,18,14,9,10,6,18
Amanda Mcillmurray,,,0,20,22,18,20,15,18,12,10,8,4,5,18
Andi Perez,,,,0,23,18,14,17,15,15,10,6,6,5,18
Marylouise Isaacson,,,,,0,17,15,14,15,10,11,7,7,4,18
Micah Mahjoubian,,,,,,0,15,18,12,14,12,5,8,4,18
Mariel J K Martin,,,,,,,0,12,16,11,6,8,4,4,18
Noam Kugelmass,,,,,,,,0,11,14,10,4,7,5,18
Judi Golding Baker,,,,,,,,,0,10,7,8,3,3,18
Darrell L Clarke,,,,,,,,,,0,6,6,3,4,18
Tom Young,,,,,,,,,,,0,5,7,1,18
Jon Geeting,,,,,,,,,,,,2,1,1,18
Joe Celentano,,,,,,,,,,,,,0,0,18
Matthew D Myers,,,,,,,,,,,,,,0,18
Total,67,46,30,29,29,28,23,23,22,20,17,12,10,7,18
