col_1,col_2,division
,Representative In Congress 3rd District - Republican,1
,Bryan E Leib,1
Bryan E Leib,10,1
Total,10,1
,Representative In Congress 3rd District - Republican,2
,Bryan E Leib,2
Bryan E Leib,10,2
Total,10,2
,Representative In Congress 3rd District - Republican,3
,Bryan E Leib,3
Bryan E Leib,12,3
Total,12,3
,Representative In Congress 3rd District - Republican,4
,Bryan E Leib,4
Bryan E Leib,6,4
Total,6,4
,Representative In Congress 3rd District - Republican,5
,Bryan E Leib,5
Bryan E Leib,25,5
Total,25,5
,Representative In Congress 3rd District - Republican,6
,Bryan E Leib,6
Bryan E Leib,12,6
Total,12,6
,Representative In Congress 3rd District - Republican,7
,Bryan E Leib,7
Bryan E Leib,18,7
Total,18,7
,Representative In Congress 3rd District - Republican,8
,Bryan E Leib,8
Bryan E Leib,16,8
Total,16,8
,Representative In Congress 3rd District - Republican,9
,Bryan E Leib,9
Bryan E Leib,15,9
Total,15,9
,Representative In Congress 3rd District - Republican,10
,Bryan E Leib,10
Bryan E Leib,21,10
Total,21,10
,Representative In Congress 3rd District - Republican,11
,Bryan E Leib,11
Bryan E Leib,9,11
Total,9,11
,Representative In Congress 3rd District - Republican,12
,Bryan E Leib,12
Bryan E Leib,10,12
Total,10,12
,Representative In Congress 3rd District - Republican,13
,Bryan E Leib,13
Bryan E Leib,15,13
Total,15,13
,Representative In Congress 3rd District - Republican,14
,Bryan E Leib,14
Bryan E Leib,8,14
Total,8,14
,Representative In Congress 3rd District - Republican,15
,Bryan E Leib,15
Bryan E Leib,20,15
Total,20,15
,Representative In Congress 3rd District - Republican,16
,Bryan E Leib,16
Bryan E Leib,15,16
Total,15,16
,Representative In Congress 3rd District - Republican,17
,Bryan E Leib,17
Bryan E Leib,14,17
Total,14,17
,Representative In Congress 3rd District - Republican,18
,Bryan E Leib,18
Bryan E Leib,19,18
Total,19,18
,Representative In Congress 3rd District - Republican,19
,Bryan E Leib,19
Bryan E Leib,14,19
Total,14,19
,Representative In Congress 3rd District - Republican,20
,Bryan E Leib,20
Bryan E Leib,12,20
Total,12,20
,Representative In Congress 3rd District - Republican,21
,Bryan E Leib,21
Bryan E Leib,26,21
Total,26,21
,Representative In Congress 3rd District - Republican,22
,Bryan E Leib,22
Bryan E Leib,5,22
Total,5,22
,Representative In Congress 3rd District - Republican,23
,Bryan E Leib,23
Bryan E Leib,14,23
Total,14,23
,Representative In Congress 3rd District - Republican,24
,Bryan E Leib,24
Bryan E Leib,31,24
Total,31,24
,Representative In Congress 3rd District - Republican,25
,Bryan E Leib,25
Bryan E Leib,20,25
Total,20,25
,Representative In Congress 3rd District - Republican,26
,Bryan E Leib,26
Bryan E Leib,8,26
Total,8,26
,Representative In Congress 3rd District - Republican,27
,Bryan E Leib,27
Bryan E Leib,5,27
Total,5,27
,Representative In Congress 3rd District - Republican,28
,Bryan E Leib,28
Bryan E Leib,9,28
Total,9,28
,Representative In Congress 3rd District - Republican,29
,Bryan E Leib,29
Bryan E Leib,35,29
Total,35,29
,Representative In Congress 3rd District - Republican,30
,Bryan E Leib,30
Bryan E Leib,14,30
Total,14,30
,Representative In Congress 3rd District - Republican,All
,Bryan E Leib,All
Bryan E Leib,448,All
Total,448,All
