col_1,col_2,division
,Representative In The General Assembly 181st District - Republican,All
,Milton Street,All
Milton Street,23,All
Total,23,All
,Representative In The General Assembly 181st District - Republican,1
,Milton Street,1
Milton Street,12,1
Total,12,1
,Representative In The General Assembly 181st District - Republican,9
,Milton Street,9
Milton Street,1,9
Total,1,9
,Representative In The General Assembly 181st District - Republican,13
,Milton Street,13
Milton Street,1,13
Total,1,13
,Representative In The General Assembly 181st District - Republican,14
,Milton Street,14
Milton Street,1,14
Total,1,14
,Representative In The General Assembly 181st District - Republican,15
,Milton Street,15
Milton Street,3,15
Total,3,15
,Representative In The General Assembly 181st District - Republican,16
,Milton Street,16
Milton Street,5,16
Total,5,16
