col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Member Of The Democratic State Committee 5th Senatorial District,,,,,Representative In The General Assembly 177th District - Democrat,,,,All
,Kathy Enggasser,Mary Ann Quartullo,James G Donnelly Sr,John Dellricci,Patrick Parkinson,Maggie Borski,Joe Hohenstein,Sean Kilkenny,Dan Martino,All
Kathy Enggasser,10,422,388,380,366,218,218,88,85,All
Mary Ann Quartullo,,3,379,375,364,172,172,66,72,All
James G Donnelly Sr,,,2,370,373,148,173,82,75,All
John Dellricci,,,,2,360,148,161,69,68,All
Patrick Parkinson,,,,,0,132,154,58,60,All
Maggie Borski,,,,,,81,0,0,0,All
Joe Hohenstein,,,,,,,55,0,0,All
Sean Kilkenny,,,,,,,,37,0,All
Dan Martino,,,,,,,,,24,All
Total,623,487,484,452,406,352,346,159,149,All
