col_1,col_2,division
,Representative In The General Assembly 177th District - Republican,All
,Patty Pat Kozlowski,All
Patty Pat Kozlowski,286,All
Total,286,All
,Representative In The General Assembly 177th District - Republican,1
,Patty Pat Kozlowski,1
Patty Pat Kozlowski,22,1
Total,22,1
,Representative In The General Assembly 177th District - Republican,2
,Patty Pat Kozlowski,2
Patty Pat Kozlowski,14,2
Total,14,2
,Representative In The General Assembly 177th District - Republican,3
,Patty Pat Kozlowski,3
Patty Pat Kozlowski,11,3
Total,11,3
,Representative In The General Assembly 177th District - Republican,6
,Patty Pat Kozlowski,6
Patty Pat Kozlowski,24,6
Total,24,6
,Representative In The General Assembly 177th District - Republican,8
,Patty Pat Kozlowski,8
Patty Pat Kozlowski,23,8
Total,23,8
,Representative In The General Assembly 177th District - Republican,11
,Patty Pat Kozlowski,11
Patty Pat Kozlowski,21,11
Total,21,11
,Representative In The General Assembly 177th District - Republican,12
,Patty Pat Kozlowski,12
Patty Pat Kozlowski,15,12
Total,15,12
,Representative In The General Assembly 177th District - Republican,18
,Patty Pat Kozlowski,18
Patty Pat Kozlowski,18,18
Total,18,18
,Representative In The General Assembly 177th District - Republican,19
,Patty Pat Kozlowski,19
Patty Pat Kozlowski,17,19
Total,17,19
,Representative In The General Assembly 177th District - Republican,20
,Patty Pat Kozlowski,20
Patty Pat Kozlowski,14,20
Total,14,20
,Representative In The General Assembly 177th District - Republican,21
,Patty Pat Kozlowski,21
Patty Pat Kozlowski,21,21
Total,21,21
,Representative In The General Assembly 177th District - Republican,22
,Patty Pat Kozlowski,22
Patty Pat Kozlowski,20,22
Total,20,22
,Representative In The General Assembly 177th District - Republican,23
,Patty Pat Kozlowski,23
Patty Pat Kozlowski,6,23
Total,6,23
,Representative In The General Assembly 177th District - Republican,24
,Patty Pat Kozlowski,24
Patty Pat Kozlowski,30,24
Total,30,24
,Representative In The General Assembly 177th District - Republican,25
,Patty Pat Kozlowski,25
Patty Pat Kozlowski,9,25
Total,9,25
,Representative In The General Assembly 177th District - Republican,27
,Patty Pat Kozlowski,27
Patty Pat Kozlowski,7,27
Total,7,27
,Representative In The General Assembly 177th District - Republican,29
,Patty Pat Kozlowski,29
Patty Pat Kozlowski,14,29
Total,14,29
