col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Representative In The General Assembly 179th District - Democrat,,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,All
,Jason T Dawkins,Abu Vicente Edwards,James Harrity,Mona Getzes Cohen,Meagan Ingerson,Richard Lombardo,Erica Vanstone,Catherine Bartch,Frank T Brzozowski,Billy Cortes,Marnie Aument Loughrey,All
Jason T Dawkins,22,0,93,79,69,72,64,53,55,50,47,All
Abu Vicente Edwards,,8,18,25,18,9,14,8,7,7,6,All
James Harrity,,,1,71,63,69,64,49,56,47,44,All
Mona Getzes Cohen,,,,2,72,58,55,37,40,37,32,All
Meagan Ingerson,,,,,1,48,49,32,34,29,25,All
Richard Lombardo,,,,,,0,71,54,58,55,49,All
Erica Vanstone,,,,,,,0,53,55,51,50,All
Catherine Bartch,,,,,,,,0,39,39,46,All
Frank T Brzozowski,,,,,,,,,0,45,37,All
Billy Cortes,,,,,,,,,,0,35,All
Marnie Aument Loughrey,,,,,,,,,,,0,All
Total,163,38,115,110,90,84,82,64,64,59,55,All
,Representative In The General Assembly 179th District - Democrat,,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,15
,Jason T Dawkins,Abu Vicente Edwards,Mona Getzes Cohen,Meagan Ingerson,Erica Vanstone,James Harrity,Frank T Brzozowski,Richard Lombardo,Catherine Bartch,Marnie Aument Loughrey,Billy Cortes,15
Jason T Dawkins,3,0,9,9,9,9,8,8,7,8,6,15
Abu Vicente Edwards,,2,5,3,2,2,1,1,1,0,0,15
Mona Getzes Cohen,,,0,8,5,5,4,4,3,3,1,15
Meagan Ingerson,,,,0,4,5,3,3,2,3,1,15
Erica Vanstone,,,,,0,7,8,7,8,8,6,15
James Harrity,,,,,,0,7,6,6,6,5,15
Frank T Brzozowski,,,,,,,0,7,6,7,6,15
Richard Lombardo,,,,,,,,0,5,6,6,15
Catherine Bartch,,,,,,,,,0,7,5,15
Marnie Aument Loughrey,,,,,,,,,,0,6,15
Billy Cortes,,,,,,,,,,,0,15
Total,22,8,14,12,11,11,9,9,8,8,6,15
