col_1,col_2,col_3,col_4,col_5,col_6,division
,United States Senator - Democrat,Member Of The - Democratic State Committee 8th Senatorial District,,,,All
,Bob Casey Jr,Torri Douglas,Marisa Piccarreto,Kyle J Sampson,Kyle Shenandoah,All
Bob Casey Jr,931,"2,168","2,096","1,861","1,842",All
Torri Douglas,,22,"1,895","1,756","1,737",All
Marisa Piccarreto,,,13,"1,718","1,716",All
Kyle J Sampson,,,,12,"1,718",All
Kyle Shenandoah,,,,,3,All
Total,"3,520","2,227","2,141","1,903","1,871",All
,United States Senator - Democrat,Member Of The - Democratic State Committee 8th Senatorial District,,,,1
,Bob Casey Jr,Marisa Piccarreto,Torri Douglas,Kyle J Sampson,Kyle Shenandoah,1
Bob Casey Jr,80,158,155,147,148,1
Marisa Piccarreto,,1,150,145,143,1
Torri Douglas,,,0,145,142,1
Kyle J Sampson,,,,0,143,1
Kyle Shenandoah,,,,,0,1
Total,254,162,159,151,151,1
,United States Senator - Democrat,Member Of The - Democratic State Committee 8th Senatorial District,,,,2
,Bob Casey Jr,Marisa Piccarreto,Torri Douglas,Kyle Shenandoah,Kyle J Sampson,2
Bob Casey Jr,43,107,106,94,87,2
Marisa Piccarreto,,1,97,89,85,2
Torri Douglas,,,1,86,82,2
Kyle Shenandoah,,,,0,84,2
Kyle J Sampson,,,,,0,2
Total,174,113,112,97,90,2
,United States Senator - Democrat,Member Of The - Democratic State Committee 8th Senatorial District,,,,3
,Bob Casey Jr,Torri Douglas,Marisa Piccarreto,Kyle J Sampson,Kyle Shenandoah,3
Bob Casey Jr,38,112,105,93,93,3
Torri Douglas,,0,94,85,82,3
Marisa Piccarreto,,,1,82,81,3
Kyle J Sampson,,,,3,84,3
Kyle Shenandoah,,,,,0,3
Total,175,113,107,97,94,3
,United States Senator - Democrat,Member Of The - Democratic State Committee 8th Senatorial District,,,,4
,Bob Casey Jr,Torri Douglas,Kyle J Sampson,Marisa Piccarreto,Kyle Shenandoah,4
Bob Casey Jr,22,30,29,25,22,4
Torri Douglas,,0,19,19,19,4
Kyle J Sampson,,,0,20,19,4
Marisa Piccarreto,,,,1,19,4
Kyle Shenandoah,,,,,0,4
Total,68,30,29,26,22,4
,United States Senator - Democrat,Member Of The - Democratic State Committee 8th Senatorial District,,,,5
,Bob Casey Jr,Torri Douglas,Kyle J Sampson,Kyle Shenandoah,Marisa Piccarreto,5
Bob Casey Jr,27,45,37,37,35,5
Torri Douglas,,0,31,31,32,5
Kyle J Sampson,,,2,32,31,5
Kyle Shenandoah,,,,0,31,5
Marisa Piccarreto,,,,,0,5
Total,86,45,39,37,35,5
,United States Senator - Democrat,Member Of The - Democratic State Committee 8th Senatorial District,,,,6
,Bob Casey Jr,Torri Douglas,Kyle J Sampson,Kyle Shenandoah,Marisa Piccarreto,6
Bob Casey Jr,26,48,43,41,40,6
Torri Douglas,,1,42,39,39,6
Kyle J Sampson,,,2,38,38,6
Kyle Shenandoah,,,,0,38,6
Marisa Piccarreto,,,,,0,6
Total,81,50,46,42,41,6
