col_1,col_2,col_3,col_4,col_5,col_6,col_7,order,division
Peg Luksik,,,,0,0,0,6,17
Jim Christiana,,,,,0,0,7,17
Lou Barletta,,,,,,0,8,17
Total,3,0,0,0,2,1,9,17
,Lieutenant Governor - Republican,,,,United States Senator - Republican,,1,18
,Kathy Coder,Diana Irey Vaughan,Jeff Bartos,Peg Luksik,Lou Barletta,Jim Christiana,2,18
Kathy Coder,0,0,0,0,1,1,3,18
Diana Irey Vaughan,,0,0,0,0,0,4,18
Jeff Bartos,,,0,0,0,0,5,18
Peg Luksik,,,,0,0,0,6,18
Lou Barletta,,,,,1,0,7,18
Jim Christiana,,,,,,0,8,18
Total,2,0,0,0,2,1,9,18
,United States Senator - Republican,,Lieutenant Governor - Republican,,,,1,20
,Jim Christiana,Lou Barletta,Kathy Coder,Diana Irey Vaughan,Jeff Bartos,Peg Luksik,2,20
Jim Christiana,0,0,1,0,0,0,3,20
Lou Barletta,,0,0,0,0,0,4,20
Kathy Coder,,,0,0,0,0,5,20
Diana Irey Vaughan,,,,0,0,0,6,20
Jeff Bartos,,,,,0,0,7,20
Peg Luksik,,,,,,0,8,20
Total,1,0,1,0,0,0,9,20
,United States Senator - Republican,,Lieutenant Governor - Republican,,,,1,22
,Jim Christiana,Lou Barletta,Diana Irey Vaughan,Kathy Coder,Jeff Bartos,Peg Luksik,2,22
Jim Christiana,0,0,1,1,0,0,3,22
Lou Barletta,,0,0,0,0,0,4,22
Diana Irey Vaughan,,,0,0,0,0,5,22
Kathy Coder,,,,0,0,0,6,22
Jeff Bartos,,,,,0,0,7,22
Peg Luksik,,,,,,0,8,22
Total,2,0,1,1,0,0,9,22
,United States Senator - Republican,,Lieutenant Governor - Republican,,,,1,24
,Lou Barletta,Jim Christiana,Jeff Bartos,Kathy Coder,Peg Luksik,Diana Irey Vaughan,2,24
Lou Barletta,0,0,2,1,0,0,3,24
Jim Christiana,,0,0,1,1,0,4,24
Jeff Bartos,,,0,0,0,0,5,24
Kathy Coder,,,,0,0,0,6,24
Peg Luksik,,,,,0,0,7,24
Diana Irey Vaughan,,,,,,0,8,24
Total,3,2,2,2,1,0,9,24
,United States Senator - Republican,,Lieutenant Governor - Republican,,,,1,25
,Jim Christiana,Lou Barletta,Kathy Coder,Diana Irey Vaughan,Jeff Bartos,Peg Luksik,2,25
Jim Christiana,0,0,2,1,0,0,3,25
Lou Barletta,,0,0,0,0,0,4,25
Kathy Coder,,,0,0,0,0,5,25
Diana Irey Vaughan,,,,0,0,0,6,25
Jeff Bartos,,,,,0,0,7,25
Peg Luksik,,,,,,0,8,25
Total,3,0,2,1,0,0,9,25
