col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Representative In The General Assembly 201st District - Democrat,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,All
,Stephen Kinsey,Jaime Bouldin,David Rodriguez,Humberto Perez,Barbara Carroll,Sharon Vaughn,Latrice Y Bryant,Jonathan M Gary,Robert Taylor,Dustin Morris,All
Stephen Kinsey,327,"1,158","1,012",966,852,826,765,704,685,666,All
Jaime Bouldin,,29,856,831,716,719,688,646,642,643,All
David Rodriguez,,,12,855,702,705,679,626,639,633,All
Humberto Perez,,,,9,690,702,664,617,633,629,All
Barbara Carroll,,,,,5,752,706,652,641,638,All
Sharon Vaughn,,,,,,8,718,653,652,644,All
Latrice Y Bryant,,,,,,,5,651,646,619,All
Jonathan M Gary,,,,,,,,5,618,594,All
Robert Taylor,,,,,,,,,0,604,All
Dustin Morris,,,,,,,,,,2,All
Total,"1,948","1,225","1,060","1,007",892,869,795,727,700,689,All
,Representative In The General Assembly 201st District - Democrat,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,2
,Stephen Kinsey,Jaime Bouldin,David Rodriguez,Barbara Carroll,Humberto Perez,Sharon Vaughn,Latrice Y Bryant,Jonathan M Gary,Dustin Morris,Robert Taylor,2
Stephen Kinsey,9,56,52,39,41,38,33,28,26,27,2
Jaime Bouldin,,2,37,31,34,31,28,25,26,25,2
David Rodriguez,,,2,31,36,32,26,25,25,25,2
Barbara Carroll,,,,1,29,35,30,27,27,26,2
Humberto Perez,,,,,1,30,26,26,25,24,2
Sharon Vaughn,,,,,,2,30,26,25,25,2
Latrice Y Bryant,,,,,,,0,27,22,25,2
Jonathan M Gary,,,,,,,,0,22,24,2
Dustin Morris,,,,,,,,,0,23,2
Robert Taylor,,,,,,,,,,0,2
Total,96,59,55,43,42,42,33,28,27,27,2
,Representative In The General Assembly 201st District - Democrat,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,3
,Stephen Kinsey,Jaime Bouldin,David Rodriguez,Humberto Perez,Barbara Carroll,Sharon Vaughn,Latrice Y Bryant,Robert Taylor,Dustin Morris,Jonathan M Gary,3
Stephen Kinsey,20,72,59,56,50,46,40,40,39,30,3
Jaime Bouldin,,2,51,50,41,38,37,37,38,31,3
David Rodriguez,,,0,52,41,39,38,40,39,28,3
Humberto Perez,,,,0,42,39,37,39,39,28,3
Barbara Carroll,,,,,0,42,39,38,37,29,3
Sharon Vaughn,,,,,,0,36,35,37,28,3
Latrice Y Bryant,,,,,,,0,36,35,27,3
Robert Taylor,,,,,,,,0,36,28,3
Dustin Morris,,,,,,,,,0,27,3
Jonathan M Gary,,,,,,,,,,0,3
Total,120,76,61,57,52,50,41,41,40,32,3
,Representative In The General Assembly 201st District - Democrat,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,4
,Stephen Kinsey,David Rodriguez,Jaime Bouldin,Barbara Carroll,Sharon Vaughn,Jonathan M Gary,Dustin Morris,Humberto Perez,Latrice Y Bryant,Robert Taylor,4
Stephen Kinsey,15,37,35,35,34,32,28,28,28,26,4
David Rodriguez,,0,28,28,26,26,24,25,25,23,4
Jaime Bouldin,,,2,28,28,27,26,24,26,22,4
Barbara Carroll,,,,0,30,29,28,22,26,24,4
Sharon Vaughn,,,,,0,28,27,23,28,24,4
Jonathan M Gary,,,,,,0,27,22,26,23,4
Dustin Morris,,,,,,,0,22,24,23,4
Humberto Perez,,,,,,,,0,21,20,4
Latrice Y Bryant,,,,,,,,,0,23,4
Robert Taylor,,,,,,,,,,0,4
