col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,order,division
Robert Taylor,,,,,,,,,0,11,7
Total,14,14,13,13,12,10,10,9,8,12,7
,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,8
,Barbara Carroll,David Rodriguez,Humberto Perez,Jaime Bouldin,Dustin Morris,Latrice Y Bryant,Robert Taylor,Sharon Vaughn,Jonathan M Gary,2,8
Barbara Carroll,6,6,4,5,5,5,4,4,4,3,8
David Rodriguez,,1,6,7,5,5,4,4,4,4,8
Humberto Perez,,,1,6,5,4,5,4,4,5,8
Jaime Bouldin,,,,1,5,5,4,4,4,6,8
Dustin Morris,,,,,1,5,5,4,4,7,8
Latrice Y Bryant,,,,,,0,4,4,4,8,8
Robert Taylor,,,,,,,0,4,4,9,8
Sharon Vaughn,,,,,,,,1,4,10,8
Jonathan M Gary,,,,,,,,,0,11,8
Total,12,9,8,8,7,5,5,5,4,12,8
,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,9
,Humberto Perez,Sharon Vaughn,David Rodriguez,Barbara Carroll,Dustin Morris,Jaime Bouldin,Robert Taylor,Jonathan M Gary,Latrice Y Bryant,2,9
Humberto Perez,5,17,21,17,16,13,15,14,10,3,9
Sharon Vaughn,,4,19,21,16,11,14,13,12,4,9
David Rodriguez,,,1,19,17,12,16,15,12,5,9
Barbara Carroll,,,,1,17,12,15,14,13,6,9
Dustin Morris,,,,,1,11,16,14,11,7,9
Jaime Bouldin,,,,,,3,10,9,10,8,9
Robert Taylor,,,,,,,1,14,11,9,9
Jonathan M Gary,,,,,,,,0,11,10,9
Latrice Y Bryant,,,,,,,,,1,11,9
Total,27,26,25,24,19,17,17,16,14,12,9
,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,10
,David Rodriguez,Humberto Perez,Jaime Bouldin,Barbara Carroll,Sharon Vaughn,Robert Taylor,Dustin Morris,Jonathan M Gary,Latrice Y Bryant,2,10
David Rodriguez,3,20,18,15,13,14,14,13,12,3,10
Humberto Perez,,3,18,15,15,14,12,12,12,4,10
Jaime Bouldin,,,6,13,12,12,12,12,10,5,10
Barbara Carroll,,,,1,15,14,13,14,14,6,10
Sharon Vaughn,,,,,1,14,12,13,13,7,10
Robert Taylor,,,,,,1,13,13,12,8,10
Dustin Morris,,,,,,,0,13,12,9,10
Jonathan M Gary,,,,,,,,0,12,10,10
Latrice Y Bryant,,,,,,,,,1,11,10
Total,25,25,25,18,17,16,15,15,15,12,10
,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,11
,Jaime Bouldin,Barbara Carroll,Sharon Vaughn,David Rodriguez,Latrice Y Bryant,Dustin Morris,Humberto Perez,Jonathan M Gary,Robert Taylor,2,11
Jaime Bouldin,6,19,20,21,19,18,19,17,18,3,11
Barbara Carroll,,6,21,19,21,18,19,17,18,4,11
Sharon Vaughn,,,1,20,23,20,19,17,18,5,11
David Rodriguez,,,,1,19,20,19,18,18,6,11
Latrice Y Bryant,,,,,0,18,19,17,18,7,11
Dustin Morris,,,,,,0,17,17,17,8,11
Humberto Perez,,,,,,,1,16,17,9,11
Jonathan M Gary,,,,,,,,0,17,10,11
Robert Taylor,,,,,,,,,0,11,11
Total,28,27,27,24,23,21,21,18,18,12,11
,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,12
,Barbara Carroll,Jaime Bouldin,Sharon Vaughn,Dustin Morris,David Rodriguez,Humberto Perez,Jonathan M Gary,Latrice Y Bryant,Robert Taylor,2,12
Barbara Carroll,4,13,14,13,11,11,11,11,11,3,12
Jaime Bouldin,,3,14,13,13,13,12,12,12,4,12
Sharon Vaughn,,,3,14,12,12,12,12,12,5,12
Dustin Morris,,,,3,12,11,12,12,12,6,12
David Rodriguez,,,,,1,13,12,12,12,7,12
Humberto Perez,,,,,,1,11,11,11,8,12
Jonathan M Gary,,,,,,,0,12,12,9,12
Latrice Y Bryant,,,,,,,,0,12,10,12
Robert Taylor,,,,,,,,,0,11,12
Total,18,18,18,17,15,15,12,12,12,12,12
,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,13
,Jaime Bouldin,David Rodriguez,Humberto Perez,Sharon Vaughn,Barbara Carroll,Dustin Morris,Latrice Y Bryant,Jonathan M Gary,Robert Taylor,2,13
Jaime Bouldin,6,8,8,6,6,5,5,5,4,3,13
David Rodriguez,,4,8,7,6,5,6,5,4,4,13
Humberto Perez,,,3,6,6,5,5,5,4,5,13
Sharon Vaughn,,,,0,6,6,6,5,4,6,13
Barbara Carroll,,,,,0,5,5,5,4,7,13
Dustin Morris,,,,,,0,4,4,4,8,13
Latrice Y Bryant,,,,,,,0,5,4,9,13
Jonathan M Gary,,,,,,,,0,4,10,13
Robert Taylor,,,,,,,,,0,11,13
Total,14,13,11,8,6,6,6,5,4,12,13
,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,14
,Jaime Bouldin,David Rodriguez,Barbara Carroll,Humberto Perez,Latrice Y Bryant,Dustin Morris,Robert Taylor,Jonathan M Gary,Sharon Vaughn,2,14
Jaime Bouldin,5,4,4,4,3,3,2,3,2,3,14
David Rodriguez,,2,5,5,4,2,2,3,3,4,14
Barbara Carroll,,,0,5,5,3,3,3,3,5,14
Humberto Perez,,,,0,3,2,3,3,2,6,14
Latrice Y Bryant,,,,,0,3,2,2,3,7,14
Dustin Morris,,,,,,1,2,2,2,8,14
Robert Taylor,,,,,,,1,2,2,9,14
Jonathan M Gary,,,,,,,,0,2,10,14
Sharon Vaughn,,,,,,,,,0,11,14
Total,10,8,7,6,5,4,4,3,3,12,14
,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,15
,Jaime Bouldin,David Rodriguez,Humberto Perez,Barbara Carroll,Dustin Morris,Sharon Vaughn,Latrice Y Bryant,Jonathan M Gary,Robert Taylor,2,15
Jaime Bouldin,7,15,15,14,12,13,12,11,10,3,15
David Rodriguez,,3,14,13,12,12,12,11,10,4,15
Humberto Perez,,,3,13,12,12,11,11,10,5,15
Barbara Carroll,,,,0,12,13,12,11,10,6,15
Dustin Morris,,,,,2,11,11,11,10,7,15
Sharon Vaughn,,,,,,1,12,11,10,8,15
Latrice Y Bryant,,,,,,,1,11,10,9,15
Jonathan M Gary,,,,,,,,1,10,10,15
Robert Taylor,,,,,,,,,1,11,15
Total,23,18,18,14,14,14,13,12,11,12,15
,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,16
,Jaime Bouldin,Humberto Perez,David Rodriguez,Sharon Vaughn,Barbara Carroll,Dustin Morris,Jonathan M Gary,Latrice Y Bryant,Robert Taylor,2,16
Jaime Bouldin,7,17,17,9,8,8,8,7,7,3,16
Humberto Perez,,4,15,7,6,5,7,7,7,4,16
David Rodriguez,,,1,7,7,7,8,8,7,5,16
Sharon Vaughn,,,,0,8,7,7,6,6,6,16
Barbara Carroll,,,,,0,7,7,6,6,7,16
Dustin Morris,,,,,,0,6,5,5,8,16
Jonathan M Gary,,,,,,,0,7,7,9,16
Latrice Y Bryant,,,,,,,,0,7,10,16
Robert Taylor,,,,,,,,,0,11,16
Total,27,21,19,9,8,8,8,8,7,12,16
,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,17
,Jaime Bouldin,David Rodriguez,Humberto Perez,Barbara Carroll,Sharon Vaughn,Robert Taylor,Latrice Y Bryant,Dustin Morris,Jonathan M Gary,2,17
Jaime Bouldin,11,7,7,4,3,4,2,3,3,3,17
David Rodriguez,,3,7,3,3,4,2,3,3,4,17
Humberto Perez,,,1,3,4,4,2,3,3,5,17
Barbara Carroll,,,,2,5,3,3,2,2,6,17
Sharon Vaughn,,,,,0,4,4,2,2,7,17
Robert Taylor,,,,,,0,2,3,3,8,17
Latrice Y Bryant,,,,,,,0,2,2,9,17
Dustin Morris,,,,,,,,0,3,10,17
Jonathan M Gary,,,,,,,,,0,11,17
Total,20,11,11,8,7,5,4,3,3,12,17
,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,18
,Jaime Bouldin,David Rodriguez,Humberto Perez,Sharon Vaughn,Barbara Carroll,Dustin Morris,Latrice Y Bryant,Jonathan M Gary,Robert Taylor,2,18
Jaime Bouldin,9,14,11,11,10,8,8,7,7,3,18
David Rodriguez,,6,11,9,9,8,8,8,8,4,18
Humberto Perez,,,2,7,7,7,7,7,7,5,18
Sharon Vaughn,,,,1,9,7,9,8,8,6,18
Barbara Carroll,,,,,1,7,7,7,7,7,18
Dustin Morris,,,,,,1,7,7,7,8,18
Latrice Y Bryant,,,,,,,0,8,8,9,18
Jonathan M Gary,,,,,,,,0,8,10,18
Robert Taylor,,,,,,,,,0,11,18
Total,27,22,13,13,12,9,9,8,8,12,18
,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,19
,David Rodriguez,Jaime Bouldin,Humberto Perez,Barbara Carroll,Sharon Vaughn,Latrice Y Bryant,Dustin Morris,Robert Taylor,Jonathan M Gary,2,19
David Rodriguez,6,19,18,12,12,13,11,10,11,3,19
Jaime Bouldin,,8,18,11,12,12,12,11,9,4,19
Humberto Perez,,,6,12,11,11,11,12,9,5,19
Barbara Carroll,,,,1,13,14,11,11,11,6,19
Sharon Vaughn,,,,,1,13,11,10,10,7,19
Latrice Y Bryant,,,,,,0,12,11,11,8,19
Dustin Morris,,,,,,,1,11,9,9,19
Robert Taylor,,,,,,,,0,8,10,19
Jonathan M Gary,,,,,,,,,0,11,19
Total,28,28,27,17,16,15,13,13,11,12,19
,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,20
,Jaime Bouldin,David Rodriguez,Humberto Perez,Barbara Carroll,Sharon Vaughn,Jonathan M Gary,Latrice Y Bryant,Robert Taylor,Dustin Morris,2,20
Jaime Bouldin,10,10,9,10,10,9,9,8,5,3,20
David Rodriguez,,2,10,12,11,8,9,9,6,4,20
Humberto Perez,,,4,10,9,7,7,8,5,5,20
Barbara Carroll,,,,1,12,9,10,10,6,6,20
Sharon Vaughn,,,,,0,9,10,9,5,7,20
Jonathan M Gary,,,,,,1,9,8,4,8,20
Latrice Y Bryant,,,,,,,0,9,4,9,20
Robert Taylor,,,,,,,,0,5,10,20
Dustin Morris,,,,,,,,,0,11,20
Total,21,15,15,14,12,10,10,10,6,12,20
,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,21
,Jaime Bouldin,Humberto Perez,David Rodriguez,Sharon Vaughn,Barbara Carroll,Latrice Y Bryant,Robert Taylor,Jonathan M Gary,Dustin Morris,2,21
Jaime Bouldin,10,23,25,10,8,8,7,6,5,3,21
Humberto Perez,,5,23,8,8,5,6,6,3,4,21
David Rodriguez,,,1,9,9,6,5,6,4,5,21
Sharon Vaughn,,,,0,9,8,6,6,3,6,21
Barbara Carroll,,,,,0,7,5,5,3,7,21
Latrice Y Bryant,,,,,,0,5,5,4,8,21
Robert Taylor,,,,,,,0,5,3,9,21
Jonathan M Gary,,,,,,,,0,3,10,21
Dustin Morris,,,,,,,,,0,11,21
Total,39,29,27,12,10,9,7,6,5,12,21
,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,22
,Jaime Bouldin,David Rodriguez,Humberto Perez,Latrice Y Bryant,Barbara Carroll,Robert Taylor,Sharon Vaughn,Dustin Morris,Jonathan M Gary,2,22
Jaime Bouldin,10,16,16,12,11,10,8,7,6,3,22
David Rodriguez,,3,15,11,8,9,7,6,6,4,22
Humberto Perez,,,1,9,8,8,7,6,6,5,22
Latrice Y Bryant,,,,1,10,10,8,6,6,6,22
Barbara Carroll,,,,,1,8,8,6,6,7,22
Robert Taylor,,,,,,0,5,6,6,8,22
Sharon Vaughn,,,,,,,0,5,5,9,22
Dustin Morris,,,,,,,,0,6,10,22
Jonathan M Gary,,,,,,,,,0,11,22
Total,30,20,17,14,12,10,9,7,6,12,22
,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,23
,Jaime Bouldin,Humberto Perez,David Rodriguez,Barbara Carroll,Sharon Vaughn,Latrice Y Bryant,Jonathan M Gary,Dustin Morris,Robert Taylor,2,23
Jaime Bouldin,8,19,18,14,14,14,15,13,12,3,23
Humberto Perez,,2,19,16,16,15,15,13,12,4,23
David Rodriguez,,,0,18,17,16,16,15,13,5,23
Barbara Carroll,,,,2,17,15,15,15,13,6,23
Sharon Vaughn,,,,,1,16,14,15,13,7,23
Latrice Y Bryant,,,,,,0,13,13,13,8,23
Jonathan M Gary,,,,,,,1,14,13,9,23
Dustin Morris,,,,,,,,0,13,10,23
Robert Taylor,,,,,,,,,0,11,23
Total,29,23,22,20,20,18,17,15,13,12,23
,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,24
,Jaime Bouldin,Humberto Perez,David Rodriguez,Barbara Carroll,Jonathan M Gary,Sharon Vaughn,Latrice Y Bryant,Robert Taylor,Dustin Morris,2,24
Jaime Bouldin,23,20,22,12,11,11,12,11,10,3,24
Humberto Perez,,3,20,10,12,11,10,10,9,4,24
David Rodriguez,,,2,11,10,11,11,10,10,5,24
Barbara Carroll,,,,0,10,12,11,10,10,6,24
Jonathan M Gary,,,,,0,11,11,11,9,7,24
Sharon Vaughn,,,,,,0,11,10,10,8,24
Latrice Y Bryant,,,,,,,0,11,10,9,24
Robert Taylor,,,,,,,,0,9,10,24
Dustin Morris,,,,,,,,,0,11,24
Total,47,25,24,13,13,13,12,11,10,12,24
,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,25
,Jaime Bouldin,David Rodriguez,Humberto Perez,Barbara Carroll,Latrice Y Bryant,Sharon Vaughn,Jonathan M Gary,Dustin Morris,Robert Taylor,2,25
Jaime Bouldin,7,20,20,16,16,15,13,14,13,3,25
David Rodriguez,,5,20,15,15,15,14,14,14,4,25
Humberto Perez,,,3,14,14,14,13,14,13,5,25
Barbara Carroll,,,,1,18,17,14,14,14,6,25
Latrice Y Bryant,,,,,0,17,14,14,14,7,25
Sharon Vaughn,,,,,,0,14,14,14,8,25
Jonathan M Gary,,,,,,,1,13,13,9,25
Dustin Morris,,,,,,,,0,13,10,25
Robert Taylor,,,,,,,,,0,11,25
Total,29,26,23,19,18,17,15,14,14,12,25
,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,26
,Jaime Bouldin,David Rodriguez,Humberto Perez,Barbara Carroll,Sharon Vaughn,Latrice Y Bryant,Dustin Morris,Jonathan M Gary,Robert Taylor,2,26
Jaime Bouldin,8,17,14,10,10,9,9,8,8,3,26
David Rodriguez,,5,14,10,9,8,9,8,8,4,26
Humberto Perez,,,5,8,8,7,8,7,7,5,26
Barbara Carroll,,,,3,11,10,9,9,9,6,26
Sharon Vaughn,,,,,1,11,9,9,9,7,26
Latrice Y Bryant,,,,,,0,8,9,9,8,26
Dustin Morris,,,,,,,0,8,8,9,26
Jonathan M Gary,,,,,,,,0,9,10,26
Robert Taylor,,,,,,,,,0,11,26
Total,26,23,19,15,13,11,9,9,9,12,26
,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,27
,Jaime Bouldin,Humberto Perez,David Rodriguez,Latrice Y Bryant,Barbara Carroll,Jonathan M Gary,Sharon Vaughn,Dustin Morris,Robert Taylor,2,27
Jaime Bouldin,9,14,14,10,9,10,9,9,10,3,27
Humberto Perez,,1,15,11,10,10,10,9,10,4,27
David Rodriguez,,,1,10,9,10,9,9,10,5,27
Latrice Y Bryant,,,,0,12,11,11,9,10,6,27
Barbara Carroll,,,,,0,10,11,9,9,7,27
Jonathan M Gary,,,,,,0,9,9,10,8,27
Sharon Vaughn,,,,,,,0,9,9,9,27
Dustin Morris,,,,,,,,1,9,10,27
Robert Taylor,,,,,,,,,0,11,27
Total,23,17,16,13,12,11,11,10,10,12,27
,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,28
,Jaime Bouldin,David Rodriguez,Humberto Perez,Sharon Vaughn,Barbara Carroll,Dustin Morris,Robert Taylor,Latrice Y Bryant,Jonathan M Gary,2,28
Jaime Bouldin,18,20,18,8,7,7,7,6,5,3,28
David Rodriguez,,4,18,7,7,7,6,6,5,4,28
Humberto Perez,,,5,7,7,7,6,6,5,5,28
Sharon Vaughn,,,,4,8,7,7,7,5,6,28
Barbara Carroll,,,,,1,7,6,7,5,7,28
Dustin Morris,,,,,,0,7,6,5,8,28
Robert Taylor,,,,,,,0,6,5,9,28
Latrice Y Bryant,,,,,,,,0,5,10,28
Jonathan M Gary,,,,,,,,,0,11,28
Total,40,25,24,13,9,8,8,7,5,12,28
,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,29
,Jaime Bouldin,David Rodriguez,Barbara Carroll,Humberto Perez,Dustin Morris,Jonathan M Gary,Latrice Y Bryant,Robert Taylor,Sharon Vaughn,2,29
Jaime Bouldin,13,5,3,4,3,3,3,3,3,3,29
David Rodriguez,,3,3,3,3,3,3,3,3,4,29
Barbara Carroll,,,3,3,3,3,3,3,3,5,29
Humberto Perez,,,,1,3,3,3,3,3,6,29
Dustin Morris,,,,,0,3,3,3,3,7,29
Jonathan M Gary,,,,,,0,3,3,3,8,29
Latrice Y Bryant,,,,,,,0,3,3,9,29
Robert Taylor,,,,,,,,0,3,10,29
Sharon Vaughn,,,,,,,,,0,11,29
Total,19,8,6,5,3,3,3,3,3,12,29
,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,30
,Jaime Bouldin,David Rodriguez,Humberto Perez,Barbara Carroll,Sharon Vaughn,Dustin Morris,Latrice Y Bryant,Robert Taylor,Jonathan M Gary,2,30
Jaime Bouldin,11,16,16,13,11,11,11,9,9,3,30
David Rodriguez,,2,17,13,13,10,10,10,9,4,30
Humberto Perez,,,0,13,12,10,10,9,9,5,30
Barbara Carroll,,,,1,13,12,11,9,9,6,30
Sharon Vaughn,,,,,0,10,10,10,9,7,30
Dustin Morris,,,,,,1,10,9,9,8,30
Latrice Y Bryant,,,,,,,0,9,9,9,30
Robert Taylor,,,,,,,,1,9,10,30
Jonathan M Gary,,,,,,,,,0,11,30
Total,30,22,18,17,14,13,11,11,9,12,30
,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,31
,Jaime Bouldin,David Rodriguez,Humberto Perez,Sharon Vaughn,Barbara Carroll,Latrice Y Bryant,Dustin Morris,Jonathan M Gary,Robert Taylor,2,31
Jaime Bouldin,11,29,29,29,28,25,24,23,22,3,31
David Rodriguez,,4,30,26,26,25,24,23,23,4,31
Humberto Perez,,,3,25,24,25,23,23,23,5,31
Sharon Vaughn,,,,1,29,25,25,24,22,6,31
Barbara Carroll,,,,,2,24,24,23,22,7,31
Latrice Y Bryant,,,,,,0,23,22,23,8,31
Dustin Morris,,,,,,,0,21,21,9,31
Jonathan M Gary,,,,,,,,0,22,10,31
Robert Taylor,,,,,,,,,0,11,31
Total,46,36,34,33,32,26,25,24,23,12,31
