col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Representative In The General Assembly 191st District - Democrat,Representative In Congress 5th District - Democrat,,,,,,,,,,,All
,Joanna E Mcclinton,Rich Lazer,Theresa M Wright,Molly Sheehan,Lindy Li,Ashley Lunkenheimer,Thaddeus Kirkland,Margo Davidson,Mary Gay Scanlon,Greg Vitali,Dan Muroff,Larry Arata,All
Joanna E Mcclinton,161,303,320,185,174,111,76,74,64,63,5,4,All
Rich Lazer,,55,0,0,0,0,0,0,0,0,0,0,All
Theresa M Wright,,,34,0,0,0,0,0,0,0,0,0,All
Molly Sheehan,,,,18,0,0,0,0,0,0,0,0,All
Lindy Li,,,,,22,0,0,0,0,0,0,0,All
Ashley Lunkenheimer,,,,,,11,0,0,0,0,0,0,All
Thaddeus Kirkland,,,,,,,39,0,0,0,0,0,All
Margo Davidson,,,,,,,,21,0,0,0,0,All
Mary Gay Scanlon,,,,,,,,,16,0,0,0,All
Greg Vitali,,,,,,,,,,7,0,0,All
Dan Muroff,,,,,,,,,,,0,0,All
Larry Arata,,,,,,,,,,,,1,All
Total,"1,540",358,354,203,196,122,115,95,80,70,5,5,All
