col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Representative In The General Assembly 181st District - Democrat,,,,,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,All
,Malcolm Kenyatta,Lewis Nash Sr,Lewis Thomas Iii,Alex Deering,Gilberto Gonzalez,Rhea Powell,Darrell L Clarke,Tom Young,Micah Mahjoubian,Joe Celentano,Noam Kugelmass,Andi Perez,Amanda Mcillmurray,Marylouise Isaacson,Mariel J K Martin,Jon Geeting,Judi Golding Baker,Matthew D Myers,All
Malcolm Kenyatta,166,0,0,0,0,139,176,97,96,75,76,92,98,95,95,69,70,48,All
Lewis Nash Sr,,46,0,0,0,128,36,83,75,68,66,22,21,28,21,22,13,17,All
Lewis Thomas Iii,,,54,0,0,96,53,66,53,53,42,50,40,38,41,29,29,18,All
Alex Deering,,,,5,0,41,21,26,24,23,19,22,27,23,16,18,21,9,All
Gilberto Gonzalez,,,,,7,19,12,10,12,7,11,19,15,13,17,8,11,5,All
Rhea Powell,,,,,,5,142,204,200,177,175,157,164,165,148,96,124,71,All
Darrell L Clarke,,,,,,,8,98,95,74,63,106,98,89,99,60,72,61,All
Tom Young,,,,,,,,0,148,151,151,109,100,107,99,79,64,53,All
Micah Mahjoubian,,,,,,,,,1,147,136,107,108,107,99,67,68,40,All
Joe Celentano,,,,,,,,,,3,129,83,87,85,80,66,44,39,All
Noam Kugelmass,,,,,,,,,,,2,82,82,93,80,57,50,34,All
Andi Perez,,,,,,,,,,,,0,115,113,117,79,82,51,All
Amanda Mcillmurray,,,,,,,,,,,,,0,134,124,67,102,51,All
Marylouise Isaacson,,,,,,,,,,,,,,0,112,61,101,50,All
Mariel J K Martin,,,,,,,,,,,,,,,0,57,86,52,All
Jon Geeting,,,,,,,,,,,,,,,,1,36,33,All
Judi Golding Baker,,,,,,,,,,,,,,,,,0,41,All
Matthew D Myers,,,,,,,,,,,,,,,,,,0,All
Total,497,226,213,63,37,437,310,284,265,232,218,209,208,202,195,148,148,97,All
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Representative In The General Assembly 181st District - Democrat,,,,,1
,Rhea Powell,Marylouise Isaacson,Andi Perez,Tom Young,Amanda Mcillmurray,Mariel J K Martin,Darrell L Clarke,Micah Mahjoubian,Noam Kugelmass,Judi Golding Baker,Joe Celentano,Jon Geeting,Matthew D Myers,Lewis Thomas Iii,Malcolm Kenyatta,Alex Deering,Gilberto Gonzalez,Lewis Nash Sr,1
Rhea Powell,1,60,54,48,49,48,40,48,44,45,35,33,19,34,30,14,11,11,1
Marylouise Isaacson,,0,47,40,44,42,29,40,40,40,29,22,14,18,22,13,9,8,1
Andi Perez,,,0,38,34,41,27,32,33,29,27,30,13,19,21,12,8,3,1
Tom Young,,,,0,29,33,21,31,36,24,30,28,15,22,16,9,7,6,1
Amanda Mcillmurray,,,,,0,40,22,31,32,32,25,17,12,13,23,11,8,4,1
Mariel J K Martin,,,,,,0,23,29,36,29,29,21,17,16,21,5,10,6,1
Darrell L Clarke,,,,,,,0,22,19,23,15,16,11,18,25,6,3,5,1
Micah Mahjoubian,,,,,,,,0,32,25,29,21,5,15,19,8,7,7,1
Noam Kugelmass,,,,,,,,,0,23,27,19,10,13,23,9,6,5,1
Judi Golding Baker,,,,,,,,,,0,12,14,12,13,17,11,6,3,1
Joe Celentano,,,,,,,,,,,1,22,10,19,12,8,5,4,1
Jon Geeting,,,,,,,,,,,,0,11,11,12,9,4,4,1
Matthew D Myers,,,,,,,,,,,,,0,7,10,3,0,3,1
Lewis Thomas Iii,,,,,,,,,,,,,,17,0,0,0,0,1
Malcolm Kenyatta,,,,,,,,,,,,,,,10,0,0,0,1
Alex Deering,,,,,,,,,,,,,,,,1,0,0,1
Gilberto Gonzalez,,,,,,,,,,,,,,,,,4,0,1
Lewis Nash Sr,,,,,,,,,,,,,,,,,,0,1
Total,102,72,64,61,60,59,57,56,56,51,49,40,23,63,59,23,17,15,1
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Representative In The General Assembly 181st District - Democrat,,,,,2
,Rhea Powell,Darrell L Clarke,Micah Mahjoubian,Tom Young,Joe Celentano,Noam Kugelmass,Mariel J K Martin,Amanda Mcillmurray,Andi Perez,Jon Geeting,Marylouise Isaacson,Judi Golding Baker,Matthew D Myers,Malcolm Kenyatta,Lewis Thomas Iii,Lewis Nash Sr,Alex Deering,Gilberto Gonzalez,2
Rhea Powell,0,14,18,17,18,16,15,14,12,5,10,11,4,15,15,12,1,0,2
Darrell L Clarke,,0,9,6,5,4,9,8,11,4,4,5,6,12,9,6,0,0,2
Micah Mahjoubian,,,1,12,15,10,10,9,9,3,5,7,3,7,9,6,1,0,2
Tom Young,,,,0,16,15,11,9,6,5,7,4,2,10,6,7,1,0,2
Joe Celentano,,,,,0,14,10,8,8,5,7,5,2,9,6,4,1,0,2
Noam Kugelmass,,,,,,1,7,6,5,4,5,1,1,7,4,6,1,0,2
Mariel J K Martin,,,,,,,0,12,8,5,10,9,4,9,6,3,0,0,2
Amanda Mcillmurray,,,,,,,,0,8,7,10,10,3,9,5,2,0,0,2
Andi Perez,,,,,,,,,0,4,5,6,4,9,4,3,0,0,2
Jon Geeting,,,,,,,,,,0,5,2,1,5,3,3,0,0,2
Marylouise Isaacson,,,,,,,,,,,0,6,1,8,1,2,0,0,2
Judi Golding Baker,,,,,,,,,,,,0,3,7,3,1,0,0,2
Matthew D Myers,,,,,,,,,,,,,0,4,3,0,0,0,2
Malcolm Kenyatta,,,,,,,,,,,,,,13,0,0,0,0,2
Lewis Thomas Iii,,,,,,,,,,,,,,,10,0,0,0,2
Lewis Nash Sr,,,,,,,,,,,,,,,,9,0,0,2
Alex Deering,,,,,,,,,,,,,,,,,0,0,2
Gilberto Gonzalez,,,,,,,,,,,,,,,,,,0,2
Total,44,27,25,24,21,20,18,17,17,12,12,11,7,40,34,29,1,0,2
,Representative In The General Assembly 181st District - Democrat,,,,,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,3
,Malcolm Kenyatta,Lewis Nash Sr,Lewis Thomas Iii,Gilberto Gonzalez,Alex Deering,Rhea Powell,Darrell L Clarke,Micah Mahjoubian,Tom Young,Andi Perez,Joe Celentano,Noam Kugelmass,Amanda Mcillmurray,Jon Geeting,Mariel J K Martin,Matthew D Myers,Marylouise Isaacson,Judi Golding Baker,3
Malcolm Kenyatta,18,0,0,0,0,15,22,13,9,11,6,5,8,8,11,7,6,6,3
Lewis Nash Sr,,7,0,0,0,16,10,12,8,4,8,7,3,5,3,5,4,1,3
Lewis Thomas Iii,,,1,0,0,8,6,4,8,3,5,7,4,4,3,2,3,1,3
Gilberto Gonzalez,,,,0,0,1,2,1,1,2,1,0,2,1,1,2,0,0,3
Alex Deering,,,,,0,1,1,1,0,1,0,0,1,0,0,0,0,1,3
Rhea Powell,,,,,,1,20,25,20,17,15,17,15,9,13,11,11,8,3
Darrell L Clarke,,,,,,,0,17,14,14,10,8,13,11,14,13,5,7,3
Micah Mahjoubian,,,,,,,,0,18,14,16,15,13,11,11,10,6,6,3
Tom Young,,,,,,,,,0,11,14,14,8,8,9,7,5,5,3
