col_1,col_2,division
,Representative In The General Assembly 173rd District - Democrat,All
,Mike Driscoll,All
Mike Driscoll,"1,354",All
Total,"1,354",All
,Representative In The General Assembly 173rd District - Democrat,1
,Mike Driscoll,1
Mike Driscoll,86,1
Total,86,1
,Representative In The General Assembly 173rd District - Democrat,2
,Mike Driscoll,2
Mike Driscoll,77,2
Total,77,2
,Representative In The General Assembly 173rd District - Democrat,3
,Mike Driscoll,3
Mike Driscoll,20,3
Total,20,3
,Representative In The General Assembly 173rd District - Democrat,4
,Mike Driscoll,4
Mike Driscoll,172,4
Total,172,4
,Representative In The General Assembly 173rd District - Democrat,5
,Mike Driscoll,5
Mike Driscoll,31,5
Total,31,5
,Representative In The General Assembly 173rd District - Democrat,6
,Mike Driscoll,6
Mike Driscoll,15,6
Total,15,6
,Representative In The General Assembly 173rd District - Democrat,7
,Mike Driscoll,7
Mike Driscoll,113,7
Total,113,7
,Representative In The General Assembly 173rd District - Democrat,8
,Mike Driscoll,8
Mike Driscoll,31,8
Total,31,8
,Representative In The General Assembly 173rd District - Democrat,9
,Mike Driscoll,9
Mike Driscoll,63,9
Total,63,9
,Representative In The General Assembly 173rd District - Democrat,10
,Mike Driscoll,10
Mike Driscoll,45,10
Total,45,10
,Representative In The General Assembly 173rd District - Democrat,11
,Mike Driscoll,11
Mike Driscoll,51,11
Total,51,11
,Representative In The General Assembly 173rd District - Democrat,12
,Mike Driscoll,12
Mike Driscoll,29,12
Total,29,12
,Representative In The General Assembly 173rd District - Democrat,13
,Mike Driscoll,13
Mike Driscoll,40,13
Total,40,13
,Representative In The General Assembly 173rd District - Democrat,14
,Mike Driscoll,14
Mike Driscoll,21,14
Total,21,14
,Representative In The General Assembly 173rd District - Democrat,15
,Mike Driscoll,15
Mike Driscoll,37,15
Total,37,15
,Representative In The General Assembly 173rd District - Democrat,16
,Mike Driscoll,16
Mike Driscoll,25,16
Total,25,16
,Representative In The General Assembly 173rd District - Democrat,17
,Mike Driscoll,17
Mike Driscoll,63,17
Total,63,17
,Representative In The General Assembly 173rd District - Democrat,18
,Mike Driscoll,18
Mike Driscoll,48,18
Total,48,18
,Representative In The General Assembly 173rd District - Democrat,19
,Mike Driscoll,19
Mike Driscoll,33,19
Total,33,19
,Representative In The General Assembly 173rd District - Democrat,20
,Mike Driscoll,20
Mike Driscoll,226,20
Total,226,20
,Representative In The General Assembly 173rd District - Democrat,21
,Mike Driscoll,21
Mike Driscoll,35,21
Total,35,21
,Representative In The General Assembly 173rd District - Democrat,22
,Mike Driscoll,22
Mike Driscoll,36,22
Total,36,22
,Representative In The General Assembly 173rd District - Democrat,23
,Mike Driscoll,23
Mike Driscoll,57,23
Total,57,23
