col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,All
,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Kevin Bundy,Liam G Boyle,Lisa Rhodes,Monica Maria Djerassi,Rebecca Poyourow,Linda Norris,Joe Khan,John Brady,Nat Lownes,Jacque Whaumbush,Vanessa L Brown,Wanda Logan,Ray Bailey,All
Kathryn S Huggins,5,122,114,92,87,82,76,64,66,38,34,32,29,132,46,61,All
Dewayne Drummond,,8,102,87,83,49,58,46,43,30,26,24,19,109,38,41,All
Ken Washington,,,3,77,75,47,46,36,38,31,26,24,20,85,26,39,All
Kevin Bundy,,,,1,65,29,28,26,24,22,28,20,7,57,24,36,All
Liam G Boyle,,,,,0,30,29,27,27,14,19,17,10,58,18,34,All
Lisa Rhodes,,,,,,0,54,45,60,26,21,18,26,55,27,8,All
Monica Maria Djerassi,,,,,,,0,52,45,29,17,21,20,50,21,12,All
Rebecca Poyourow,,,,,,,,0,43,26,15,17,24,43,26,11,All
Linda Norris,,,,,,,,,0,22,15,16,21,50,18,9,All
Joe Khan,,,,,,,,,,0,14,13,11,30,12,7,All
John Brady,,,,,,,,,,,1,13,9,31,9,7,All
Nat Lownes,,,,,,,,,,,,0,9,25,9,7,All
Jacque Whaumbush,,,,,,,,,,,,,0,21,14,5,All
Vanessa L Brown,,,,,,,,,,,,,,40,0,0,All
Wanda Logan,,,,,,,,,,,,,,,26,0,All
Ray Bailey,,,,,,,,,,,,,,,,16,All
Total,246,199,156,120,112,91,86,80,78,50,49,42,40,237,100,98,All
,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,6
,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Liam G Boyle,Kevin Bundy,Lisa Rhodes,Linda Norris,Monica Maria Djerassi,Rebecca Poyourow,Nat Lownes,Joe Khan,Jacque Whaumbush,John Brady,Vanessa L Brown,Ray Bailey,Wanda Logan,6
Kathryn S Huggins,3,51,49,41,30,33,30,30,20,14,13,9,5,60,31,14,6
Dewayne Drummond,,2,45,39,30,23,19,23,11,11,11,6,4,46,15,11,6
Ken Washington,,,2,38,28,18,19,18,11,10,11,7,2,35,19,9,6
Liam G Boyle,,,,0,26,17,16,15,8,9,6,5,3,30,14,7,6
Kevin Bundy,,,,,1,8,7,7,5,7,8,2,2,20,13,7,6
Lisa Rhodes,,,,,,0,27,22,13,11,8,10,3,26,2,7,6
Linda Norris,,,,,,,0,17,14,10,7,11,3,23,4,6,6
Monica Maria Djerassi,,,,,,,,0,15,11,10,6,2,21,4,6,6
Rebecca Poyourow,,,,,,,,,0,9,6,7,2,14,4,4,6
Nat Lownes,,,,,,,,,,0,5,5,4,12,3,4,6
Joe Khan,,,,,,,,,,,0,2,2,11,3,2,6
Jacque Whaumbush,,,,,,,,,,,,0,2,7,3,4,6
John Brady,,,,,,,,,,,,,1,6,1,1,6
Vanessa L Brown,,,,,,,,,,,,,,19,0,0,6
Ray Bailey,,,,,,,,,,,,,,,9,0,6
Wanda Logan,,,,,,,,,,,,,,,,13,6
Total,110,75,66,53,42,36,34,33,22,19,16,14,9,102,48,40,6
,Representative In The General Assembly 190th District - Democrat,,,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,7
,Vanessa L Brown,Wanda Logan,Ray Bailey,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Kevin Bundy,Liam G Boyle,Monica Maria Djerassi,Rebecca Poyourow,John Brady,Lisa Rhodes,Jacque Whaumbush,Linda Norris,Nat Lownes,Joe Khan,7
Vanessa L Brown,9,0,0,22,13,15,11,8,4,4,6,5,2,5,4,3,7
Wanda Logan,,2,0,6,7,5,5,1,4,4,1,2,2,0,1,1,7
Ray Bailey,,,2,6,4,5,4,4,0,0,0,0,1,0,0,0,7
Kathryn S Huggins,,,,2,17,20,18,13,8,7,7,7,4,5,5,4,7
Dewayne Drummond,,,,,3,17,16,11,5,6,2,3,2,1,3,1,7
Ken Washington,,,,,,0,17,11,6,4,6,6,4,3,5,3,7
Kevin Bundy,,,,,,,0,11,4,3,5,2,0,2,4,3,7
Liam G Boyle,,,,,,,,0,0,1,2,1,1,0,3,0,7
Monica Maria Djerassi,,,,,,,,,0,5,3,5,3,3,2,3,7
Rebecca Poyourow,,,,,,,,,,0,1,3,3,2,2,1,7
John Brady,,,,,,,,,,,0,3,1,2,3,4,7
Lisa Rhodes,,,,,,,,,,,,0,4,4,1,2,7
Jacque Whaumbush,,,,,,,,,,,,,0,1,1,0,7
Linda Norris,,,,,,,,,,,,,,0,0,2,7
Nat Lownes,,,,,,,,,,,,,,,0,1,7
Joe Khan,,,,,,,,,,,,,,,,0,7
Total,38,11,10,36,28,26,20,13,8,8,7,7,5,5,5,4,7
,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,8
,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Rebecca Poyourow,Lisa Rhodes,Monica Maria Djerassi,Kevin Bundy,Linda Norris,Joe Khan,Liam G Boyle,John Brady,Jacque Whaumbush,Nat Lownes,Vanessa L Brown,Wanda Logan,Ray Bailey,8
Kathryn S Huggins,0,29,30,26,31,28,21,22,19,18,15,12,7,30,17,15,8
Dewayne Drummond,,0,25,20,17,21,18,16,16,17,12,8,5,24,8,15,8
Ken Washington,,,1,17,19,17,17,14,15,14,10,7,4,22,9,11,8
Rebecca Poyourow,,,,0,23,24,9,18,18,14,10,12,3,19,13,6,8
Lisa Rhodes,,,,,0,21,13,21,15,9,11,9,3,17,14,5,8
Monica Maria Djerassi,,,,,,0,9,19,14,10,9,9,5,19,7,7,8
Kevin Bundy,,,,,,,0,8,8,14,13,3,2,11,6,12,8
Linda Norris,,,,,,,,0,12,8,7,7,4,15,8,5,8
Joe Khan,,,,,,,,,0,7,6,9,6,15,8,4,8
Liam G Boyle,,,,,,,,,,0,12,4,2,9,5,12,8
John Brady,,,,,,,,,,,0,4,3,10,6,6,8
Jacque Whaumbush,,,,,,,,,,,,0,2,11,4,1,8
Nat Lownes,,,,,,,,,,,,,0,5,3,3,8
Vanessa L Brown,,,,,,,,,,,,,,7,0,0,8
Wanda Logan,,,,,,,,,,,,,,,9,0,8
Ray Bailey,,,,,,,,,,,,,,,,2,8
Total,62,47,43,38,36,33,29,28,27,26,22,16,11,52,33,26,8
,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,16
,Dewayne Drummond,Kathryn S Huggins,Kevin Bundy,Ken Washington,Liam G Boyle,Rebecca Poyourow,Lisa Rhodes,Monica Maria Djerassi,Jacque Whaumbush,John Brady,Linda Norris,Nat Lownes,Joe Khan,Vanessa L Brown,Ray Bailey,Wanda Logan,16
Dewayne Drummond,2,16,15,12,12,6,4,6,3,3,4,2,1,13,5,7,16
Kathryn S Huggins,,0,13,12,10,6,6,6,4,4,4,3,1,10,4,6,16
Kevin Bundy,,,0,11,9,5,2,4,2,4,3,3,1,9,4,4,16
Ken Washington,,,,0,10,3,2,2,2,5,1,3,1,10,3,3,16
Liam G Boyle,,,,,0,2,1,2,0,2,1,1,1,8,2,3,16
Rebecca Poyourow,,,,,,0,3,5,2,1,5,2,0,3,1,3,16
Lisa Rhodes,,,,,,,0,3,3,2,3,1,0,3,1,2,16
Monica Maria Djerassi,,,,,,,,0,2,1,4,1,0,3,1,2,16
Jacque Whaumbush,,,,,,,,,0,2,2,1,0,1,0,4,16
