col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,All
,Jaime Bouldin,Barbara Carroll,Sharon Vaughn,David Rodriguez,Humberto Perez,Dustin Morris,Latrice Y Bryant,Robert Taylor,Jonathan M Gary,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,All
Jaime Bouldin,10,871,871,913,900,802,803,764,773,389,265,281,138,10,All
Barbara Carroll,,0,988,863,860,818,886,782,785,313,276,342,102,12,All
Sharon Vaughn,,,0,873,864,826,889,783,786,313,271,345,104,9,All
David Rodriguez,,,,7,933,800,815,768,767,349,273,282,120,7,All
Humberto Perez,,,,,2,786,810,756,762,339,258,285,114,9,All
Dustin Morris,,,,,,4,772,749,755,315,252,270,80,8,All
Latrice Y Bryant,,,,,,,0,761,768,279,242,301,85,6,All
Robert Taylor,,,,,,,,2,749,265,218,244,69,6,All
Jonathan M Gary,,,,,,,,,0,264,220,235,68,8,All
Mike Stack,,,,,,,,,,84,0,0,0,0,All
John Fetterman,,,,,,,,,,,136,0,0,0,All
Nina Ahmad,,,,,,,,,,,,89,0,0,All
Kathi Cozzone,,,,,,,,,,,,,18,0,All
Ray Sosa,,,,,,,,,,,,,,4,All
Total,"1,105","1,061","1,058","1,051","1,020",942,922,814,805,610,516,508,214,17,All
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,3
,David Rodriguez,Humberto Perez,Jaime Bouldin,Barbara Carroll,Latrice Y Bryant,Sharon Vaughn,Dustin Morris,Jonathan M Gary,Robert Taylor,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,3
David Rodriguez,0,53,51,46,44,45,42,41,41,25,20,10,4,1,3
Humberto Perez,,0,52,48,44,45,41,41,41,24,19,11,4,1,3
Jaime Bouldin,,,0,42,41,43,40,40,40,25,16,11,4,1,3
Barbara Carroll,,,,0,47,49,42,41,43,19,24,8,4,1,3
Latrice Y Bryant,,,,,0,46,42,41,42,18,20,7,3,1,3
Sharon Vaughn,,,,,,0,41,41,42,17,20,8,3,1,3
Dustin Morris,,,,,,,0,41,42,17,16,5,3,1,3
Jonathan M Gary,,,,,,,,0,40,16,17,5,3,1,3
Robert Taylor,,,,,,,,,0,17,16,5,3,1,3
Mike Stack,,,,,,,,,,0,0,0,0,0,3
Nina Ahmad,,,,,,,,,,,2,0,0,0,3
Kathi Cozzone,,,,,,,,,,,,0,0,0,3
John Fetterman,,,,,,,,,,,,,5,0,3
Ray Sosa,,,,,,,,,,,,,,0,3
Total,61,60,58,57,50,50,43,43,43,33,31,14,10,1,3
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,23
,Jaime Bouldin,Sharon Vaughn,Barbara Carroll,Latrice Y Bryant,Humberto Perez,David Rodriguez,Dustin Morris,Robert Taylor,Jonathan M Gary,Nina Ahmad,John Fetterman,Mike Stack,Kathi Cozzone,Ray Sosa,23
Jaime Bouldin,2,70,71,67,73,71,62,62,64,23,20,32,11,1,23
Sharon Vaughn,,0,80,74,68,67,64,66,65,30,23,29,6,1,23
Barbara Carroll,,,0,74,68,68,62,63,65,28,23,27,5,1,23
Latrice Y Bryant,,,,0,65,66,61,61,63,27,19,27,4,1,23
Humberto Perez,,,,,0,71,61,61,64,20,20,28,8,1,23
David Rodriguez,,,,,,0,62,62,62,23,19,28,6,0,23
Dustin Morris,,,,,,,1,60,59,21,21,24,4,0,23
Robert Taylor,,,,,,,,0,61,23,18,23,4,0,23
Jonathan M Gary,,,,,,,,,0,20,17,23,4,1,23
Nina Ahmad,,,,,,,,,,16,0,0,0,0,23
John Fetterman,,,,,,,,,,,10,0,0,0,23
Mike Stack,,,,,,,,,,,,4,0,0,23
Kathi Cozzone,,,,,,,,,,,,,1,0,23
Ray Sosa,,,,,,,,,,,,,,0,23
Total,89,89,84,78,77,76,71,68,65,50,41,41,17,1,23
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,24
,Sharon Vaughn,Barbara Carroll,David Rodriguez,Jaime Bouldin,Humberto Perez,Latrice Y Bryant,Dustin Morris,Jonathan M Gary,Robert Taylor,John Fetterman,Nina Ahmad,Mike Stack,Kathi Cozzone,Ray Sosa,24
Sharon Vaughn,0,177,158,152,155,164,142,142,138,68,66,29,22,0,24
Barbara Carroll,,0,156,151,156,165,143,140,140,65,63,34,22,0,24
David Rodriguez,,,0,156,163,150,139,139,137,64,54,36,21,0,24
Jaime Bouldin,,,,2,155,146,138,139,136,62,57,36,18,0,24
Humberto Perez,,,,,0,149,138,138,137,63,56,35,18,1,24
Latrice Y Bryant,,,,,,0,137,140,136,63,57,30,20,0,24
Dustin Morris,,,,,,,0,132,133,54,52,26,16,0,24
