col_1,col_2,col_3,division
,Governor - Democrat,Representative In The General Assembly 170th District - Democrat,All
,Tom Wolf,Mike Doyle,All
Tom Wolf,138,"1,030",All
Mike Doyle,,119,All
Total,"1,168","1,149",All
,Governor - Democrat,Representative In The General Assembly 170th District - Democrat,1
,Tom Wolf,Mike Doyle,1
Tom Wolf,5,36,1
Mike Doyle,,1,1
Total,41,37,1
,Representative In The General Assembly 170th District - Democrat,Governor - Democrat,3
,Mike Doyle,Tom Wolf,3
Mike Doyle,7,41,3
Tom Wolf,,6,3
Total,48,47,3
,Governor - Democrat,Representative In The General Assembly 170th District - Democrat,4
,Tom Wolf,Mike Doyle,4
Tom Wolf,8,45,4
Mike Doyle,,3,4
Total,53,48,4
,Governor - Democrat,Representative In The General Assembly 170th District - Democrat,5
,Tom Wolf,Mike Doyle,5
Tom Wolf,8,37,5
Mike Doyle,,5,5
Total,45,42,5
,Governor - Democrat,Representative In The General Assembly 170th District - Democrat,6
,Tom Wolf,Mike Doyle,6
Tom Wolf,11,58,6
Mike Doyle,,7,6
Total,69,65,6
,Representative In The General Assembly 170th District - Democrat,Governor - Democrat,8
,Mike Doyle,Tom Wolf,8
Mike Doyle,8,58,8
Tom Wolf,,5,8
Total,66,63,8
,Governor - Democrat,Representative In The General Assembly 170th District - Democrat,9
,Tom Wolf,Mike Doyle,9
Tom Wolf,6,49,9
Mike Doyle,,2,9
Total,55,51,9
,Governor - Democrat,Representative In The General Assembly 170th District - Democrat,10
,Tom Wolf,Mike Doyle,10
Tom Wolf,9,51,10
Mike Doyle,,0,10
Total,60,51,10
,Representative In The General Assembly 170th District - Democrat,Governor - Democrat,12
,Mike Doyle,Tom Wolf,12
Mike Doyle,5,42,12
Tom Wolf,,1,12
Total,47,43,12
,Representative In The General Assembly 170th District - Democrat,Governor - Democrat,13
,Mike Doyle,Tom Wolf,13
Mike Doyle,8,37,13
Tom Wolf,,1,13
Total,45,38,13
,Governor - Democrat,Representative In The General Assembly 170th District - Democrat,14
,Tom Wolf,Mike Doyle,14
Tom Wolf,7,47,14
Mike Doyle,,4,14
Total,54,51,14
,Governor - Democrat,Representative In The General Assembly 170th District - Democrat,15
,Tom Wolf,Mike Doyle,15
Tom Wolf,8,56,15
Mike Doyle,,6,15
Total,64,62,15
,Representative In The General Assembly 170th District - Democrat,Governor - Democrat,16
,Mike Doyle,Tom Wolf,16
Mike Doyle,5,21,16
Tom Wolf,,1,16
Total,26,22,16
,Representative In The General Assembly 170th District - Democrat,Governor - Democrat,18
,Mike Doyle,Tom Wolf,18
Mike Doyle,6,44,18
Tom Wolf,,4,18
Total,50,48,18
,Governor - Democrat,Representative In The General Assembly 170th District - Democrat,20
,Tom Wolf,Mike Doyle,20
Tom Wolf,6,46,20
Mike Doyle,,3,20
Total,52,49,20
,Representative In The General Assembly 170th District - Democrat,Governor - Democrat,22
,Mike Doyle,Tom Wolf,22
Mike Doyle,6,47,22
Tom Wolf,,4,22
Total,53,51,22
,Representative In The General Assembly 170th District - Democrat,Governor - Democrat,23
,Mike Doyle,Tom Wolf,23
Mike Doyle,10,39,23
Tom Wolf,,2,23
Total,49,41,23
,Governor - Democrat,Representative In The General Assembly 170th District - Democrat,31
,Tom Wolf,Mike Doyle,31
Tom Wolf,8,40,31
Mike Doyle,,4,31
Total,48,44,31
,Governor - Democrat,Representative In The General Assembly 170th District - Democrat,33
,Tom Wolf,Mike Doyle,33
Tom Wolf,9,50,33
Mike Doyle,,4,33
Total,59,54,33
,Governor - Democrat,Representative In The General Assembly 170th District - Democrat,34
,Tom Wolf,Mike Doyle,34
Tom Wolf,4,25,34
Mike Doyle,,3,34
Total,29,28,34
,Representative In The General Assembly 170th District - Democrat,Governor - Democrat,38
,Mike Doyle,Tom Wolf,38
Mike Doyle,8,37,38
Tom Wolf,,4,38
Total,45,41,38
,Representative In The General Assembly 170th District - Democrat,Governor - Democrat,39
,Mike Doyle,Tom Wolf,39
Mike Doyle,5,47,39
Tom Wolf,,1,39
Total,52,48,39
,Governor - Democrat,Representative In The General Assembly 170th District - Democrat,40
,Tom Wolf,Mike Doyle,40
Tom Wolf,8,22,40
Mike Doyle,,5,40
Total,30,27,40
,Governor - Democrat,Representative In The General Assembly 170th District - Democrat,41
,Tom Wolf,Mike Doyle,41
Tom Wolf,12,55,41
Mike Doyle,,4,41
Total,67,59,41
