col_1,col_2,division
,Representative In The General Assembly 181st District - Republican,All
,Milton Street,All
Milton Street,15,All
Total,15,All
,Representative In The General Assembly 181st District - Republican,15
,Milton Street,15
Milton Street,5,15
Total,5,15
,Representative In The General Assembly 181st District - Republican,20
,Milton Street,20
Milton Street,3,20
Total,3,20
,Representative In The General Assembly 181st District - Republican,23
,Milton Street,23
Milton Street,7,23
Total,7,23
