col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Representative In The General Assembly 179th District - Democrat,,Member Of The Democratic State Committee 5th Senatorial District,,,,,All
,Jason T Dawkins,Abu Vicente Edwards,John Dellricci,Kathy Enggasser,Mary Ann Quartullo,James G Donnelly Sr,Patrick Parkinson,All
Jason T Dawkins,21,0,32,36,32,30,30,All
Abu Vicente Edwards,,3,14,9,7,6,5,All
John Dellricci,,,0,30,26,28,29,All
Kathy Enggasser,,,,1,29,28,27,All
Mary Ann Quartullo,,,,,0,25,26,All
James G Donnelly Sr,,,,,,0,28,All
Patrick Parkinson,,,,,,,0,All
Total,77,24,46,46,40,37,35,All
