col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In The General Assembly 198th District - Democrat,,All
,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Monica Maria Djerassi,Linda Norris,Lisa Rhodes,Kevin Bundy,Rebecca Poyourow,Nat Lownes,Joe Khan,Jacque Whaumbush,John Brady,Rosita C Youngblood,Bernard A Williams,All
Kathryn S Huggins,5,381,381,375,325,317,299,204,141,88,76,78,74,414,210,All
Ken Washington,,4,353,337,223,224,212,179,68,63,49,41,45,320,132,All
Dewayne Drummond,,,1,330,230,221,215,171,58,60,52,42,44,304,126,All
Liam G Boyle,,,,1,227,220,203,157,75,51,41,44,44,285,127,All
Monica Maria Djerassi,,,,,5,296,268,108,120,66,81,66,46,295,102,All
Linda Norris,,,,,,0,281,105,96,69,55,76,45,262,100,All
Lisa Rhodes,,,,,,,0,89,96,50,53,75,44,259,75,All
Kevin Bundy,,,,,,,,5,67,83,53,41,50,143,132,All
Rebecca Poyourow,,,,,,,,,1,48,40,59,30,101,62,All
Nat Lownes,,,,,,,,,,0,31,20,28,56,63,All
Joe Khan,,,,,,,,,,,3,34,27,67,47,All
Jacque Whaumbush,,,,,,,,,,,,0,13,57,45,All
John Brady,,,,,,,,,,,,,3,54,38,All
Rosita C Youngblood,,,,,,,,,,,,,,62,0,All
Bernard A Williams,,,,,,,,,,,,,,,36,All
Total,649,470,443,429,418,375,350,290,168,124,123,106,100,615,321,All
,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In The General Assembly 198th District - Democrat,,2
,Kathryn S Huggins,Ken Washington,Liam G Boyle,Dewayne Drummond,Lisa Rhodes,Monica Maria Djerassi,Linda Norris,Kevin Bundy,Nat Lownes,Joe Khan,Rebecca Poyourow,Jacque Whaumbush,John Brady,Rosita C Youngblood,Bernard A Williams,2
Kathryn S Huggins,3,49,51,48,41,35,36,17,6,4,7,5,4,47,28,2
Ken Washington,,1,50,50,37,36,32,20,7,6,5,2,2,43,21,2
Liam G Boyle,,,0,51,38,38,34,19,6,5,4,2,2,42,16,2
Dewayne Drummond,,,,0,37,35,33,17,7,5,1,3,2,37,19,2
Lisa Rhodes,,,,,0,44,42,12,7,5,7,4,3,35,13,2
Monica Maria Djerassi,,,,,,0,40,8,5,5,5,2,1,33,11,2
Linda Norris,,,,,,,0,7,5,3,4,2,1,28,12,2
Kevin Bundy,,,,,,,,0,5,6,4,0,3,16,13,2
Nat Lownes,,,,,,,,,0,3,2,2,3,3,8,2
Joe Khan,,,,,,,,,,0,1,1,2,4,5,2
Rebecca Poyourow,,,,,,,,,,,0,2,1,6,2,2
Jacque Whaumbush,,,,,,,,,,,,0,2,4,1,2
John Brady,,,,,,,,,,,,,1,2,2,2
Rosita C Youngblood,,,,,,,,,,,,,,9,0,2
Bernard A Williams,,,,,,,,,,,,,,,1,2
Total,81,68,61,60,53,48,44,30,11,10,8,6,6,80,38,2
,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In The General Assembly 198th District - Democrat,,3
,Kathryn S Huggins,Ken Washington,Liam G Boyle,Dewayne Drummond,Kevin Bundy,Lisa Rhodes,Linda Norris,Monica Maria Djerassi,Jacque Whaumbush,Nat Lownes,Rebecca Poyourow,John Brady,Joe Khan,Rosita C Youngblood,Bernard A Williams,3
Kathryn S Huggins,0,40,42,43,28,21,23,20,6,7,7,4,1,29,33,3
Ken Washington,,2,41,40,27,19,18,15,8,6,6,3,2,25,24,3
Liam G Boyle,,,0,40,27,18,18,16,5,6,5,4,1,26,24,3
Dewayne Drummond,,,,0,28,19,19,18,7,6,6,5,2,24,25,3
Kevin Bundy,,,,,3,13,10,8,6,9,6,5,3,13,24,3
Lisa Rhodes,,,,,,0,21,18,5,4,3,3,3,21,5,3
Linda Norris,,,,,,,0,16,6,3,2,2,0,18,7,3
Monica Maria Djerassi,,,,,,,,0,1,3,2,3,1,18,4,3
Jacque Whaumbush,,,,,,,,,0,1,3,2,2,2,7,3
Nat Lownes,,,,,,,,,,0,6,1,1,4,5,3
Rebecca Poyourow,,,,,,,,,,,0,1,1,2,6,3
John Brady,,,,,,,,,,,,0,1,2,4,3
Joe Khan,,,,,,,,,,,,,0,3,1,3
Rosita C Youngblood,,,,,,,,,,,,,,2,0,3
Bernard A Williams,,,,,,,,,,,,,,,2,3
Total,62,51,50,49,41,27,25,22,9,9,8,6,4,48,40,3
,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In The General Assembly 198th District - Democrat,,4
,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Kevin Bundy,Liam G Boyle,Linda Norris,Monica Maria Djerassi,Lisa Rhodes,Nat Lownes,Joe Khan,John Brady,Rebecca Poyourow,Jacque Whaumbush,Rosita C Youngblood,Bernard A Williams,4
Kathryn S Huggins,0,25,24,17,23,18,17,15,6,3,3,5,1,24,14,4
Ken Washington,,0,22,17,22,15,12,14,3,2,3,2,1,23,8,4
Dewayne Drummond,,,0,17,19,15,15,14,6,4,1,3,2,22,8,4
Kevin Bundy,,,,0,12,12,11,10,7,3,3,3,3,15,8,4
Liam G Boyle,,,,,0,12,10,11,3,2,2,2,2,16,7,4
Linda Norris,,,,,,0,18,17,7,5,3,3,2,20,2,4
Monica Maria Djerassi,,,,,,,0,15,6,4,2,4,2,18,2,4
Lisa Rhodes,,,,,,,,0,3,2,1,2,2,17,1,4
Nat Lownes,,,,,,,,,0,2,1,2,1,7,1,4
Joe Khan,,,,,,,,,,0,2,1,1,5,1,4
John Brady,,,,,,,,,,,0,0,0,4,1,4
Rebecca Poyourow,,,,,,,,,,,,0,1,5,0,4
Jacque Whaumbush,,,,,,,,,,,,,0,3,0,4
Rosita C Youngblood,,,,,,,,,,,,,,5,0,4
Bernard A Williams,,,,,,,,,,,,,,,0,4
Total,39,32,31,25,24,22,21,20,8,6,5,5,3,38,18,4
,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In The General Assembly 198th District - Democrat,,5
,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Liam G Boyle,Linda Norris,Monica Maria Djerassi,Lisa Rhodes,Kevin Bundy,Joe Khan,Rebecca Poyourow,John Brady,Jacque Whaumbush,Nat Lownes,Rosita C Youngblood,Bernard A Williams,5
Kathryn S Huggins,0,31,31,29,23,21,18,6,5,4,3,2,2,33,10,5
Dewayne Drummond,,0,30,30,22,22,18,8,5,2,3,1,2,29,7,5
Ken Washington,,,0,30,20,19,16,6,4,3,2,1,1,32,4,5
Liam G Boyle,,,,0,23,20,18,5,3,3,2,2,1,27,6,5
Linda Norris,,,,,0,21,19,3,3,3,2,3,2,20,6,5
Monica Maria Djerassi,,,,,,0,18,4,3,1,1,1,2,21,5,5
Lisa Rhodes,,,,,,,0,0,2,1,0,1,0,19,1,5
Kevin Bundy,,,,,,,,0,3,2,1,0,3,4,5,5
Joe Khan,,,,,,,,,1,0,1,0,1,3,2,5
Rebecca Poyourow,,,,,,,,,,0,1,2,1,1,4,5
John Brady,,,,,,,,,,,0,2,0,1,3,5
Jacque Whaumbush,,,,,,,,,,,,0,0,1,2,5
Nat Lownes,,,,,,,,,,,,,0,0,3,5
Rosita C Youngblood,,,,,,,,,,,,,,3,0,5
Bernard A Williams,,,,,,,,,,,,,,,0,5
Total,44,37,37,33,26,26,20,10,6,5,4,3,3,44,14,5
,Representative In The General Assembly 198th District - Democrat,,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,6
,Rosita C Youngblood,Bernard A Williams,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Linda Norris,Lisa Rhodes,Kevin Bundy,Monica Maria Djerassi,John Brady,Nat Lownes,Rebecca Poyourow,Jacque Whaumbush,Joe Khan,6
Rosita C Youngblood,4,0,59,49,49,39,28,25,19,23,8,3,4,3,2,6
Bernard A Williams,,0,6,5,6,4,2,2,5,2,1,1,0,0,0,6
Kathryn S Huggins,,,1,52,53,42,29,26,21,24,8,3,4,3,2,6
Ken Washington,,,,0,49,41,26,23,18,21,4,4,3,2,1,6
Dewayne Drummond,,,,,0,42,27,24,17,23,5,2,2,2,1,6
Liam G Boyle,,,,,,0,17,17,11,16,2,0,0,1,0,6
Linda Norris,,,,,,,0,26,9,23,3,4,4,2,2,6
Lisa Rhodes,,,,,,,,0,5,19,3,2,2,1,0,6
Kevin Bundy,,,,,,,,,0,7,5,4,4,3,3,6
Monica Maria Djerassi,,,,,,,,,,0,2,4,4,1,3,6
John Brady,,,,,,,,,,,0,1,2,1,1,6
Nat Lownes,,,,,,,,,,,,0,2,1,2,6
Rebecca Poyourow,,,,,,,,,,,,,0,0,2,6
Jacque Whaumbush,,,,,,,,,,,,,,0,1,6
Joe Khan,,,,,,,,,,,,,,,0,6
Total,73,8,68,57,56,44,31,27,26,26,9,5,5,3,3,6
,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In The General Assembly 198th District - Democrat,,10
,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Liam G Boyle,Kevin Bundy,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Nat Lownes,John Brady,Rebecca Poyourow,Joe Khan,Jacque Whaumbush,Rosita C Youngblood,Bernard A Williams,10
Kathryn S Huggins,0,43,41,36,34,31,27,20,23,14,14,11,3,41,26,10
Dewayne Drummond,,1,35,33,30,20,18,18,14,7,11,9,2,31,16,10
Ken Washington,,,1,31,29,22,17,14,13,10,7,8,1,30,16,10
Liam G Boyle,,,,0,25,16,12,13,11,6,6,4,0,21,14,10
Kevin Bundy,,,,,1,12,10,10,16,9,8,9,2,19,17,10
Linda Norris,,,,,,0,27,17,12,10,8,5,2,24,8,10
Lisa Rhodes,,,,,,,0,17,12,9,10,5,2,23,5,10
Monica Maria Djerassi,,,,,,,,0,7,4,9,6,1,19,4,10
Nat Lownes,,,,,,,,,0,7,8,5,2,14,6,10
John Brady,,,,,,,,,,1,4,7,1,6,6,10
Rebecca Poyourow,,,,,,,,,,,1,3,1,13,2,10
Joe Khan,,,,,,,,,,,,0,1,6,6,10
Jacque Whaumbush,,,,,,,,,,,,,0,3,0,10
Rosita C Youngblood,,,,,,,,,,,,,,7,0,10
Bernard A Williams,,,,,,,,,,,,,,,3,10
Total,72,52,52,41,40,35,31,25,24,16,16,13,3,54,36,10
,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In The General Assembly 198th District - Democrat,,11
,Monica Maria Djerassi,Kathryn S Huggins,Linda Norris,Liam G Boyle,Lisa Rhodes,Ken Washington,Dewayne Drummond,Rebecca Poyourow,Joe Khan,Kevin Bundy,Jacque Whaumbush,Nat Lownes,John Brady,Rosita C Youngblood,Bernard A Williams,11
Monica Maria Djerassi,4,62,54,42,44,33,32,36,25,19,21,12,9,62,28,11
Kathryn S Huggins,,0,49,48,46,38,37,35,19,19,21,11,6,58,26,11
Linda Norris,,,0,37,42,26,27,25,18,15,21,11,8,41,20,11
Liam G Boyle,,,,0,27,38,36,20,11,16,13,6,10,39,16,11
Lisa Rhodes,,,,,0,21,23,25,15,11,26,7,3,37,16,11
Ken Washington,,,,,,0,35,11,8,15,5,6,3,33,11,11
Dewayne Drummond,,,,,,,0,10,8,13,9,4,4,33,10,11
Rebecca Poyourow,,,,,,,,0,12,11,20,4,5,24,16,11
Joe Khan,,,,,,,,,0,10,12,7,5,19,11,11
Kevin Bundy,,,,,,,,,,1,10,13,5,12,18,11
Jacque Whaumbush,,,,,,,,,,,0,4,3,16,13,11
Nat Lownes,,,,,,,,,,,,0,3,5,12,11
John Brady,,,,,,,,,,,,,1,7,6,11
Rosita C Youngblood,,,,,,,,,,,,,,6,0,11
