col_1,col_2,col_3,col_4,col_5,col_6,col_7,order,division
Total,50,27,14,9,7,1,9,8
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,9
,Bob Casey Jr,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,9
Bob Casey Jr,0,26,9,10,3,2,3,9
Mike Stack,,2,0,0,0,0,4,9
John Fetterman,,,6,0,0,0,5,9
Kathi Cozzone,,,,1,0,0,6,9
Nina Ahmad,,,,,1,0,7,9
Ray Sosa,,,,,,1,8,9
Total,50,28,15,11,4,3,9,9
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,10
,Bob Casey Jr,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,10
Bob Casey Jr,2,19,13,10,6,4,3,10
Mike Stack,,6,0,0,0,0,4,10
Nina Ahmad,,,0,0,0,0,5,10
John Fetterman,,,,2,0,0,6,10
Kathi Cozzone,,,,,1,0,7,10
Ray Sosa,,,,,,1,8,10
Total,54,25,13,12,7,5,9,10
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,11
,Bob Casey Jr,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,11
Bob Casey Jr,0,17,9,7,4,1,3,11
Mike Stack,,3,0,0,0,0,4,11
John Fetterman,,,0,0,0,0,5,11
Kathi Cozzone,,,,0,0,0,6,11
Nina Ahmad,,,,,1,0,7,11
Ray Sosa,,,,,,0,8,11
Total,38,20,9,7,5,1,9,11
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,12
,Bob Casey Jr,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,12
Bob Casey Jr,2,23,9,9,3,0,3,12
Mike Stack,,8,0,0,0,0,4,12
John Fetterman,,,1,0,0,0,5,12
Nina Ahmad,,,,1,0,0,6,12
Kathi Cozzone,,,,,1,0,7,12
Ray Sosa,,,,,,0,8,12
Total,46,31,10,10,4,0,9,12
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,13
,Bob Casey Jr,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,13
Bob Casey Jr,3,19,12,10,5,0,3,13
Mike Stack,,5,0,0,0,0,4,13
John Fetterman,,,0,0,0,0,5,13
Nina Ahmad,,,,0,0,0,6,13
Kathi Cozzone,,,,,1,0,7,13
Ray Sosa,,,,,,0,8,13
Total,49,24,12,10,6,0,9,13
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,14
,Bob Casey Jr,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,14
Bob Casey Jr,0,17,6,5,4,1,3,14
Mike Stack,,1,0,0,0,0,4,14
Nina Ahmad,,,0,0,0,0,5,14
John Fetterman,,,,0,0,0,6,14
Kathi Cozzone,,,,,0,0,7,14
Ray Sosa,,,,,,0,8,14
Total,33,18,6,5,4,1,9,14
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,15
,Bob Casey Jr,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,15
Bob Casey Jr,0,7,5,2,0,0,3,15
Mike Stack,,1,0,0,0,0,4,15
John Fetterman,,,0,0,0,0,5,15
Nina Ahmad,,,,0,0,0,6,15
Kathi Cozzone,,,,,1,0,7,15
Ray Sosa,,,,,,0,8,15
Total,14,8,5,2,1,0,9,15
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,16
,Bob Casey Jr,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,16
Bob Casey Jr,6,27,14,8,6,2,3,16
Mike Stack,,10,0,0,0,0,4,16
John Fetterman,,,5,0,0,0,5,16
Nina Ahmad,,,,3,0,0,6,16
Kathi Cozzone,,,,,2,0,7,16
Ray Sosa,,,,,,1,8,16
Total,63,37,19,11,8,3,9,16
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,17
,Bob Casey Jr,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,17
Bob Casey Jr,2,34,12,10,10,0,3,17
Mike Stack,,10,0,0,0,0,4,17
John Fetterman,,,2,0,0,0,5,17
Kathi Cozzone,,,,1,0,0,6,17
Nina Ahmad,,,,,1,0,7,17
Ray Sosa,,,,,,0,8,17
Total,68,44,14,11,11,0,9,17
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,18
,Bob Casey Jr,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,18
Bob Casey Jr,0,18,7,3,2,0,3,18
Mike Stack,,2,0,0,0,0,4,18
Nina Ahmad,,,1,0,0,0,5,18
John Fetterman,,,,1,0,0,6,18
Kathi Cozzone,,,,,0,0,7,18
Ray Sosa,,,,,,0,8,18
Total,30,20,8,4,2,0,9,18
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,19
,Bob Casey Jr,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,19
Bob Casey Jr,4,35,14,11,9,3,3,19
Mike Stack,,6,0,0,0,0,4,19
John Fetterman,,,3,0,0,0,5,19
Nina Ahmad,,,,0,0,0,6,19
Kathi Cozzone,,,,,1,0,7,19
Ray Sosa,,,,,,1,8,19
Total,76,41,17,11,10,4,9,19
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,20
,Bob Casey Jr,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,20
Bob Casey Jr,0,34,17,8,6,0,3,20
Mike Stack,,3,0,0,0,0,4,20
Nina Ahmad,,,0,0,0,0,5,20
John Fetterman,,,,1,0,0,6,20
Kathi Cozzone,,,,,0,0,7,20
Ray Sosa,,,,,,1,8,20
Total,65,37,17,9,6,1,9,20
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,21
,Bob Casey Jr,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,21
Bob Casey Jr,5,28,11,10,2,0,3,21
Mike Stack,,3,0,0,0,0,4,21
Nina Ahmad,,,1,0,0,0,5,21
John Fetterman,,,,1,0,0,6,21
Kathi Cozzone,,,,,2,0,7,21
Ray Sosa,,,,,,0,8,21
Total,56,31,12,11,4,0,9,21
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,22
,Bob Casey Jr,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,22
Bob Casey Jr,0,29,7,6,2,1,3,22
Mike Stack,,4,0,0,0,0,4,22
Nina Ahmad,,,0,0,0,0,5,22
John Fetterman,,,,0,0,0,6,22
Kathi Cozzone,,,,,2,0,7,22
Ray Sosa,,,,,,0,8,22
Total,45,33,7,6,4,1,9,22
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,23
,Bob Casey Jr,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,23
Bob Casey Jr,1,32,8,9,7,0,3,23
Mike Stack,,5,0,0,0,0,4,23
John Fetterman,,,3,0,0,0,5,23
Nina Ahmad,,,,1,0,0,6,23
Kathi Cozzone,,,,,1,0,7,23
Ray Sosa,,,,,,0,8,23
Total,57,37,11,10,8,0,9,23
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,24
,Bob Casey Jr,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,24
Bob Casey Jr,4,51,22,15,14,2,3,24
Mike Stack,,17,0,0,0,0,4,24
John Fetterman,,,2,0,0,0,5,24
Kathi Cozzone,,,,6,0,0,6,24
Nina Ahmad,,,,,3,0,7,24
Ray Sosa,,,,,,1,8,24
Total,108,68,24,21,17,3,9,24
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,25
,Bob Casey Jr,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,25
Bob Casey Jr,2,38,15,9,7,2,3,25
Mike Stack,,5,0,0,0,0,4,25
Kathi Cozzone,,,0,0,0,0,5,25
Nina Ahmad,,,,0,0,0,6,25
John Fetterman,,,,,1,0,7,25
Ray Sosa,,,,,,0,8,25
Total,73,43,15,9,8,2,9,25
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,26
,Bob Casey Jr,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,26
Bob Casey Jr,3,28,12,5,6,0,3,26
Mike Stack,,0,0,0,0,0,4,26
John Fetterman,,,0,0,0,0,5,26
Kathi Cozzone,,,,4,0,0,6,26
Nina Ahmad,,,,,0,0,7,26
Ray Sosa,,,,,,0,8,26
Total,54,28,12,9,6,0,9,26
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,27
,Bob Casey Jr,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,27
Bob Casey Jr,1,17,7,4,3,0,3,27
Mike Stack,,5,0,0,0,0,4,27
Nina Ahmad,,,0,0,0,0,5,27
John Fetterman,,,,2,0,0,6,27
Kathi Cozzone,,,,,0,0,7,27
Ray Sosa,,,,,,0,8,27
Total,32,22,7,6,3,0,9,27
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,28
,Bob Casey Jr,Mike Stack,Kathi Cozzone,John Fetterman,Nina Ahmad,Ray Sosa,2,28
Bob Casey Jr,2,22,9,6,5,1,3,28
Mike Stack,,6,0,0,0,0,4,28
Kathi Cozzone,,,1,0,0,0,5,28
John Fetterman,,,,2,0,0,6,28
Nina Ahmad,,,,,0,0,7,28
Ray Sosa,,,,,,0,8,28
Total,45,28,10,8,5,1,9,28
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,29
,Bob Casey Jr,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,29
Bob Casey Jr,1,51,9,9,10,1,3,29
Mike Stack,,10,0,0,0,0,4,29
John Fetterman,,,5,0,0,0,5,29
Kathi Cozzone,,,,2,0,0,6,29
Nina Ahmad,,,,,1,0,7,29
Ray Sosa,,,,,,0,8,29
Total,81,61,14,11,11,1,9,29
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,30
,Bob Casey Jr,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,30
Bob Casey Jr,0,27,10,5,1,1,3,30
Mike Stack,,4,0,0,0,0,4,30
Kathi Cozzone,,,1,0,0,0,5,30
Nina Ahmad,,,,0,0,0,6,30
John Fetterman,,,,,0,0,7,30
Ray Sosa,,,,,,0,8,30
Total,44,31,11,5,1,1,9,30
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,31
,Bob Casey Jr,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,31
Bob Casey Jr,2,28,8,4,2,0,3,31
Mike Stack,,5,0,0,0,0,4,31
Nina Ahmad,,,2,0,0,0,5,31
Kathi Cozzone,,,,1,0,0,6,31
John Fetterman,,,,,1,0,7,31
Ray Sosa,,,,,,0,8,31
Total,44,33,10,5,3,0,9,31
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,32
,Bob Casey Jr,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,32
Bob Casey Jr,1,16,5,4,2,0,3,32
Mike Stack,,0,0,0,0,0,4,32
John Fetterman,,,1,0,0,0,5,32
Kathi Cozzone,,,,0,0,0,6,32
Nina Ahmad,,,,,0,0,7,32
Ray Sosa,,,,,,0,8,32
Total,28,16,6,4,2,0,9,32
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,33
,Bob Casey Jr,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,33
Bob Casey Jr,1,16,2,1,1,0,3,33
Mike Stack,,3,0,0,0,0,4,33
Kathi Cozzone,,,0,0,0,0,5,33
Nina Ahmad,,,,1,0,0,6,33
John Fetterman,,,,,0,0,7,33
Ray Sosa,,,,,,1,8,33
Total,21,19,2,2,1,1,9,33
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,34
,Bob Casey Jr,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,34
Bob Casey Jr,6,33,19,16,6,1,3,34
Mike Stack,,5,0,0,0,0,4,34
John Fetterman,,,0,0,0,0,5,34
Nina Ahmad,,,,1,0,0,6,34
Kathi Cozzone,,,,,4,0,7,34
Ray Sosa,,,,,,0,8,34
Total,81,38,19,17,10,1,9,34
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,35
,Bob Casey Jr,Mike Stack,Kathi Cozzone,John Fetterman,Nina Ahmad,Ray Sosa,2,35
Bob Casey Jr,5,32,15,11,12,0,3,35
Mike Stack,,11,0,0,0,0,4,35
Kathi Cozzone,,,3,0,0,0,5,35
John Fetterman,,,,3,0,0,6,35
Nina Ahmad,,,,,1,0,7,35
Ray Sosa,,,,,,0,8,35
Total,75,43,18,14,13,0,9,35
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,36
,Bob Casey Jr,Mike Stack,Nina Ahmad,Kathi Cozzone,Ray Sosa,John Fetterman,2,36
Bob Casey Jr,0,12,3,2,1,0,3,36
Mike Stack,,1,0,0,0,0,4,36
Nina Ahmad,,,0,0,0,0,5,36
Kathi Cozzone,,,,0,0,0,6,36
Ray Sosa,,,,,0,0,7,36
John Fetterman,,,,,,0,8,36
Total,18,13,3,2,1,0,9,36
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,37
,Bob Casey Jr,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,37
Bob Casey Jr,1,31,13,6,7,1,3,37
Mike Stack,,1,0,0,0,0,4,37
John Fetterman,,,1,0,0,0,5,37
Nina Ahmad,,,,3,0,0,6,37
Kathi Cozzone,,,,,1,0,7,37
Ray Sosa,,,,,,0,8,37
Total,59,32,14,9,8,1,9,37
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,38
,Bob Casey Jr,John Fetterman,Mike Stack,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,38
Bob Casey Jr,0,10,7,4,5,0,3,38
John Fetterman,,0,0,0,0,0,4,38
Mike Stack,,,1,0,0,0,5,38
Kathi Cozzone,,,,1,0,0,6,38
Nina Ahmad,,,,,0,0,7,38
Ray Sosa,,,,,,0,8,38
Total,26,10,8,5,5,0,9,38
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,39
,Bob Casey Jr,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,39
Bob Casey Jr,3,44,7,6,4,2,3,39
Mike Stack,,11,0,0,0,0,4,39
John Fetterman,,,2,0,0,0,5,39
Nina Ahmad,,,,1,0,0,6,39
Kathi Cozzone,,,,,0,0,7,39
Ray Sosa,,,,,,0,8,39
Total,66,55,9,7,4,2,9,39
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,40
,Bob Casey Jr,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,40
Bob Casey Jr,1,25,9,4,4,0,3,40
Mike Stack,,1,0,0,0,0,4,40
John Fetterman,,,0,0,0,0,5,40
Kathi Cozzone,,,,0,0,0,6,40
Nina Ahmad,,,,,0,0,7,40
Ray Sosa,,,,,,0,8,40
Total,43,26,9,4,4,0,9,40
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,41
,Bob Casey Jr,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,41
Bob Casey Jr,5,73,15,9,7,1,3,41
Mike Stack,,8,0,0,0,0,4,41
John Fetterman,,,6,0,0,0,5,41
Nina Ahmad,,,,2,0,0,6,41
Kathi Cozzone,,,,,2,0,7,41
Ray Sosa,,,,,,0,8,41
Total,110,81,21,11,9,1,9,41
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,42
,Bob Casey Jr,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,42
Bob Casey Jr,1,15,9,5,4,0,3,42
Mike Stack,,5,0,0,0,0,4,42
John Fetterman,,,1,0,0,0,5,42
Nina Ahmad,,,,2,0,0,6,42
Kathi Cozzone,,,,,0,0,7,42
Ray Sosa,,,,,,0,8,42
Total,34,20,10,7,4,0,9,42
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,43
,Bob Casey Jr,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,43
Bob Casey Jr,0,22,6,4,6,0,3,43
Mike Stack,,3,0,0,0,0,4,43
John Fetterman,,,0,0,0,0,5,43
Kathi Cozzone,,,,2,0,0,6,43
Nina Ahmad,,,,,0,0,7,43
Ray Sosa,,,,,,0,8,43
Total,38,25,6,6,6,0,9,43
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,44
,Bob Casey Jr,Mike Stack,Kathi Cozzone,John Fetterman,Nina Ahmad,Ray Sosa,2,44
Bob Casey Jr,4,55,17,12,9,0,3,44
Mike Stack,,7,0,0,0,0,4,44
Kathi Cozzone,,,3,0,0,0,5,44
John Fetterman,,,,2,0,0,6,44
Nina Ahmad,,,,,1,0,7,44
Ray Sosa,,,,,,1,8,44
Total,97,62,20,14,10,1,9,44
