col_1,col_2,col_3,col_4,col_5,division
,United States Senator - Republican,,Representative In Congress 5th District - Republican,,All
,Jim Christiana,Lou Barletta,Paul D Addis,Pearl Kim,All
Jim Christiana,1,0,2,0,All
Lou Barletta,,0,0,0,All
Paul D Addis,,,0,0,All
Pearl Kim,,,,0,All
Total,3,0,2,0,All
,United States Senator - Republican,,Representative In Congress 5th District - Republican,,21
,Jim Christiana,Lou Barletta,Paul D Addis,Pearl Kim,21
Jim Christiana,1,0,1,0,21
Lou Barletta,,0,0,0,21
Paul D Addis,,,0,0,21
Pearl Kim,,,,0,21
Total,2,0,1,0,21
,United States Senator - Republican,,Representative In Congress 5th District - Republican,,22
,Jim Christiana,Lou Barletta,Paul D Addis,Pearl Kim,22
Jim Christiana,0,0,1,0,22
Lou Barletta,,0,0,0,22
Paul D Addis,,,0,0,22
Pearl Kim,,,,0,22
Total,1,0,1,0,22
