col_1,col_2,col_3,division
,Representative In Congress 2nd District - Republican,Representative In The General Assembly 181st District - Republican,All
,David Torres,Milton Street,All
David Torres,2,8,All
Milton Street,,1,All
Total,10,9,All
,Representative In Congress 2nd District - Republican,Representative In The General Assembly 181st District - Republican,2
,David Torres,Milton Street,2
David Torres,0,2,2
Milton Street,,0,2
Total,2,2,2
,Representative In The General Assembly 181st District - Republican,Representative In Congress 2nd District - Republican,4
,Milton Street,David Torres,4
Milton Street,1,3,4
David Torres,,0,4
Total,4,3,4
,Representative In Congress 2nd District - Republican,Representative In The General Assembly 181st District - Republican,8
,David Torres,Milton Street,8
David Torres,1,1,8
Milton Street,,0,8
Total,2,1,8
,Representative In Congress 2nd District - Republican,Representative In The General Assembly 181st District - Republican,17
,David Torres,Milton Street,17
David Torres,1,1,17
Milton Street,,0,17
Total,2,1,17
,Representative In Congress 2nd District - Republican,Representative In The General Assembly 181st District - Republican,21
,David Torres,Milton Street,21
David Torres,0,1,21
Milton Street,,0,21
Total,1,1,21
