col_1,col_2,division
,Representative In The General Assembly 181st District - Republican,All
,Milton Street,All
Milton Street,9,All
Total,9,All
,Representative In The General Assembly 181st District - Republican,2
,Milton Street,2
Milton Street,2,2
Total,2,2
,Representative In The General Assembly 181st District - Republican,4
,Milton Street,4
Milton Street,4,4
Total,4,4
,Representative In The General Assembly 181st District - Republican,8
,Milton Street,8
Milton Street,1,8
Total,1,8
,Representative In The General Assembly 181st District - Republican,17
,Milton Street,17
Milton Street,1,17
Total,1,17
,Representative In The General Assembly 181st District - Republican,21
,Milton Street,21
Milton Street,1,21
Total,1,21
