col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,order,division
Noam Kugelmass,,,,,,,,,,0,1,1,0,2,12,19
Jon Geeting,,,,,,,,,,,0,1,1,1,13,19
Mariel J K Martin,,,,,,,,,,,,0,1,0,14,19
Matthew D Myers,,,,,,,,,,,,,0,0,15,19
Micah Mahjoubian,,,,,,,,,,,,,,0,16,19
Total,13,9,8,6,5,5,5,4,4,4,3,3,3,3,17,19
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,20
,Tom Wolf,Micah Mahjoubian,Tom Young,Darrell L Clarke,Joe Celentano,Rhea Powell,Judi Golding Baker,Mariel J K Martin,Marylouise Isaacson,Andi Perez,Matthew D Myers,Noam Kugelmass,Amanda Mcillmurray,Jon Geeting,2,20
Tom Wolf,2,9,7,5,5,5,4,4,4,3,3,3,1,1,3,20
Micah Mahjoubian,,0,5,4,5,4,3,3,3,2,3,3,1,1,4,20
Tom Young,,,0,2,3,2,2,1,2,1,1,3,0,1,5,20
Darrell L Clarke,,,,0,3,2,3,2,3,2,3,1,1,1,6,20
Joe Celentano,,,,,0,4,2,2,2,2,2,2,1,0,7,20
Rhea Powell,,,,,,0,2,2,2,2,2,2,1,0,8,20
Judi Golding Baker,,,,,,,0,3,3,3,2,1,0,1,9,20
Mariel J K Martin,,,,,,,,0,2,3,1,0,0,0,10,20
Marylouise Isaacson,,,,,,,,,0,2,2,1,1,1,11,20
Andi Perez,,,,,,,,,,0,1,0,0,0,12,20
Matthew D Myers,,,,,,,,,,,0,1,1,1,13,20
Noam Kugelmass,,,,,,,,,,,,0,0,1,14,20
Amanda Mcillmurray,,,,,,,,,,,,,0,0,15,20
Jon Geeting,,,,,,,,,,,,,,0,16,20
Total,15,9,7,5,5,5,4,4,4,3,3,3,1,1,17,20
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,21
,Tom Wolf,Rhea Powell,Joe Celentano,Tom Young,Andi Perez,Amanda Mcillmurray,Jon Geeting,Mariel J K Martin,Matthew D Myers,Noam Kugelmass,Darrell L Clarke,Marylouise Isaacson,Micah Mahjoubian,Judi Golding Baker,2,21
Tom Wolf,1,11,7,6,4,3,3,3,3,3,2,2,1,1,3,21
Rhea Powell,,0,4,4,3,1,3,1,2,3,1,1,1,1,4,21
Joe Celentano,,,0,5,4,1,3,2,2,3,2,2,1,1,5,21
Tom Young,,,,0,4,1,3,2,2,3,2,2,1,1,6,21
Andi Perez,,,,,0,1,3,2,2,2,2,2,1,1,7,21
Amanda Mcillmurray,,,,,,0,1,1,0,1,1,0,0,0,8,21
Jon Geeting,,,,,,,0,1,1,2,1,1,1,1,9,21
Mariel J K Martin,,,,,,,,0,2,0,1,1,0,1,10,21
Matthew D Myers,,,,,,,,,0,0,1,1,0,1,11,21
Noam Kugelmass,,,,,,,,,,0,1,1,1,0,12,21
Darrell L Clarke,,,,,,,,,,,0,1,0,0,13,21
Marylouise Isaacson,,,,,,,,,,,,0,1,0,14,21
Micah Mahjoubian,,,,,,,,,,,,,1,0,15,21
Judi Golding Baker,,,,,,,,,,,,,,0,16,21
Total,18,11,7,6,4,3,3,3,3,3,2,2,2,1,17,21
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,22
,Tom Wolf,Marylouise Isaacson,Rhea Powell,Amanda Mcillmurray,Andi Perez,Mariel J K Martin,Joe Celentano,Judi Golding Baker,Matthew D Myers,Tom Young,Darrell L Clarke,Jon Geeting,Micah Mahjoubian,Noam Kugelmass,2,22
Tom Wolf,3,19,18,17,14,14,13,14,14,13,13,9,8,7,3,22
Marylouise Isaacson,,0,11,13,12,12,11,11,10,10,10,7,8,6,4,22
Rhea Powell,,,0,9,9,10,8,9,7,8,7,6,4,6,5,22
Amanda Mcillmurray,,,,0,7,8,8,10,6,5,8,6,4,4,6,22
Andi Perez,,,,,0,11,6,9,6,10,10,7,5,6,7,22
Mariel J K Martin,,,,,,0,7,8,9,9,8,5,5,6,8,22
Joe Celentano,,,,,,,1,8,6,8,5,5,3,4,9,22
Judi Golding Baker,,,,,,,,0,8,6,7,6,3,5,10,22
Matthew D Myers,,,,,,,,,0,7,7,3,5,3,11,22
Tom Young,,,,,,,,,,0,8,4,4,3,12,22
Darrell L Clarke,,,,,,,,,,,0,7,4,2,13,22
Jon Geeting,,,,,,,,,,,,0,3,4,14,22
Micah Mahjoubian,,,,,,,,,,,,,0,4,15,22
Noam Kugelmass,,,,,,,,,,,,,,0,16,22
Total,36,19,19,17,15,15,14,14,14,14,13,9,8,8,17,22
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,23
,Tom Wolf,Rhea Powell,Tom Young,Amanda Mcillmurray,Joe Celentano,Micah Mahjoubian,Marylouise Isaacson,Mariel J K Martin,Andi Perez,Jon Geeting,Matthew D Myers,Noam Kugelmass,Darrell L Clarke,Judi Golding Baker,2,23
Tom Wolf,1,23,19,19,17,17,16,13,12,13,13,11,11,9,3,23
Rhea Powell,,0,11,11,10,10,13,9,10,8,6,7,6,6,4,23
Tom Young,,,0,11,10,9,10,9,10,10,10,7,6,4,5,23
Amanda Mcillmurray,,,,0,8,8,11,9,9,7,7,7,7,9,6,23
Joe Celentano,,,,,1,10,9,6,6,7,6,6,3,4,7,23
Micah Mahjoubian,,,,,,0,9,7,9,6,3,8,7,5,8,23
Marylouise Isaacson,,,,,,,0,10,8,5,7,7,7,6,9,23
Mariel J K Martin,,,,,,,,0,7,4,8,6,6,7,10,23
Andi Perez,,,,,,,,,0,7,4,7,4,6,11,23
Jon Geeting,,,,,,,,,,0,7,5,4,2,12,23
Matthew D Myers,,,,,,,,,,,0,4,6,2,13,23
Noam Kugelmass,,,,,,,,,,,,0,4,5,14,23
Darrell L Clarke,,,,,,,,,,,,,0,4,15,23
Judi Golding Baker,,,,,,,,,,,,,,0,16,23
Total,43,24,20,19,19,18,17,14,13,13,13,12,11,9,17,23
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,24
,Tom Wolf,Rhea Powell,Marylouise Isaacson,Micah Mahjoubian,Amanda Mcillmurray,Darrell L Clarke,Joe Celentano,Mariel J K Martin,Judi Golding Baker,Tom Young,Matthew D Myers,Andi Perez,Jon Geeting,Noam Kugelmass,2,24
Tom Wolf,6,15,13,13,10,11,11,10,9,9,8,6,6,7,3,24
Rhea Powell,,0,11,8,7,7,8,8,8,6,5,5,3,4,4,24
Marylouise Isaacson,,,0,8,8,8,7,10,7,5,4,5,4,3,5,24
Micah Mahjoubian,,,,0,7,7,7,6,5,6,6,4,5,7,6,24
Amanda Mcillmurray,,,,,0,6,4,6,5,3,6,4,5,3,7,24
Darrell L Clarke,,,,,,0,6,7,3,6,5,3,4,4,8,24
Joe Celentano,,,,,,,0,6,4,6,5,3,3,5,9,24
Mariel J K Martin,,,,,,,,0,5,5,2,5,4,2,10,24
Judi Golding Baker,,,,,,,,,0,2,3,4,1,3,11,24
Tom Young,,,,,,,,,,0,4,3,4,4,12,24
Matthew D Myers,,,,,,,,,,,0,2,4,5,13,24
Andi Perez,,,,,,,,,,,,0,3,3,14,24
Jon Geeting,,,,,,,,,,,,,0,3,15,24
Noam Kugelmass,,,,,,,,,,,,,,0,16,24
Total,28,15,14,13,11,11,11,11,9,9,8,7,7,7,17,24
