col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Judge Of The Court Of Common Pleas,,,,,,,,,District Attorney,,All
,Vincent Furlong,Stella Tsai,Lucretia C Clemons,Deborah Canty,Vikki Kristiansson,Zac Shaffer,Deborah Cianfrani,Shanese Johnson,Mark B Cohen,Lawrence S Krasner,Beth Grossman,All
Vincent Furlong,329,"128,627","128,556","128,375","128,602","128,217","121,185","119,618","120,378","116,497","37,842",All
Stella Tsai,,367,"138,123","136,519","137,331","135,182","126,210","126,171","123,894","128,376","16,132",All
Lucretia C Clemons,,,159,"136,993","136,758","135,435","125,669","127,301","124,010","126,953","15,347",All
Deborah Canty,,,,293,"135,465","133,948","126,537","126,302","124,468","125,837","15,599",All
Vikki Kristiansson,,,,,160,"134,769","125,527","124,726","123,361","124,155","16,501",All
Zac Shaffer,,,,,,137,"124,067","124,168","123,604","123,251","15,424",All
Deborah Cianfrani,,,,,,,256,"124,414","123,560","115,758","15,349",All
Shanese Johnson,,,,,,,,341,"123,066","117,820","12,867",All
Mark B Cohen,,,,,,,,,324,"115,353","14,416",All
Lawrence S Krasner,,,,,,,,,,"6,662",0,All
Beth Grossman,,,,,,,,,,,"7,592",All
Total,"156,177","146,762","144,428","143,622","142,567","140,529","132,980","132,678","131,650","148,197","50,298",All
