col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,City Controller,,Judge Of The Superior Court,,,,,,,,,All
,Rebecca Rhynhart,Michael Tomlinson,Carolyn H Nichols,Maria Mclaughlin,Debbie Kunselman,Geoff Moulton,Jules Mermelstein,Emil Giordano,Craig Stedman,Mary Murray,Wade A Kagarise,All
Rebecca Rhynhart,56,0,"2,202","2,131","2,044","1,941",134,26,22,24,7,All
Michael Tomlinson,,4,48,43,40,32,16,32,32,27,25,All
Carolyn H Nichols,,,55,"2,051","2,021","1,931",134,9,15,21,7,All
Maria Mclaughlin,,,,17,"2,004","1,924",110,23,12,19,8,All
Debbie Kunselman,,,,,10,"1,910",124,27,21,18,3,All
Geoff Moulton,,,,,,7,42,20,16,6,4,All
Jules Mermelstein,,,,,,,3,6,1,4,3,All
Emil Giordano,,,,,,,,0,41,29,28,All
Craig Stedman,,,,,,,,,1,28,27,All
Mary Murray,,,,,,,,,,1,27,All
Wade A Kagarise,,,,,,,,,,,1,All
Total,"2,475",93,"2,360","2,242","2,142","2,020",160,62,59,57,38,All
,City Controller,,Judge Of The Superior Court,,,,,,,,,1
,Rebecca Rhynhart,Michael Tomlinson,Carolyn H Nichols,Debbie Kunselman,Maria Mclaughlin,Geoff Moulton,Jules Mermelstein,Emil Giordano,Craig Stedman,Mary Murray,Wade A Kagarise,1
Rebecca Rhynhart,2,0,95,92,93,85,4,1,1,0,0,1
Michael Tomlinson,,0,0,2,0,1,0,2,1,1,0,1
Carolyn H Nichols,,,0,90,91,86,4,0,0,0,0,1
Debbie Kunselman,,,,0,88,87,4,3,2,1,0,1
Maria Mclaughlin,,,,,0,84,3,0,0,0,0,1
Geoff Moulton,,,,,,0,1,2,2,0,0,1
Jules Mermelstein,,,,,,,0,0,0,0,0,1
Emil Giordano,,,,,,,,0,2,1,0,1
Craig Stedman,,,,,,,,,0,0,0,1
Mary Murray,,,,,,,,,,0,0,1
Wade A Kagarise,,,,,,,,,,,0,1
Total,104,2,97,96,94,88,4,3,2,1,0,1
,City Controller,,Judge Of The Superior Court,,,,,,,,,2
