col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Judge Of The Municipal Court,,Judge Of The Superior Court,,,,,,,,,All
,Marissa Brumbach,Matt Wolf,Carolyn H Nichols,Maria Mclaughlin,Debbie Kunselman,Geoff Moulton,Emil Giordano,Craig Stedman,Mary Murray,Jules Mermelstein,Wade A Kagarise,All
Marissa Brumbach,13,"3,061","3,092","3,106","3,092","2,974",173,148,94,185,68,All
Matt Wolf,,6,"2,943","2,945","2,939","2,868",161,143,85,165,68,All
Carolyn H Nichols,,,28,"3,116","3,083","2,972",48,33,36,171,12,All
Maria Mclaughlin,,,,16,"3,065","2,957",61,51,49,136,13,All
Debbie Kunselman,,,,,2,"3,029",125,96,32,158,10,All
Geoff Moulton,,,,,,9,103,90,9,67,19,All
Emil Giordano,,,,,,,4,233,171,18,163,All
Craig Stedman,,,,,,,,3,164,13,170,All
Mary Murray,,,,,,,,,3,18,158,All
Jules Mermelstein,,,,,,,,,,3,12,All
Wade A Kagarise,,,,,,,,,,,0,All
Total,"3,393","3,197","3,311","3,308","3,264","3,149",324,295,226,215,193,All
,Judge Of The Municipal Court,,Judge Of The Superior Court,,,,,,,,,1
,Marissa Brumbach,Matt Wolf,Carolyn H Nichols,Maria Mclaughlin,Debbie Kunselman,Geoff Moulton,Craig Stedman,Emil Giordano,Mary Murray,Wade A Kagarise,Jules Mermelstein,1
Marissa Brumbach,0,241,238,232,232,227,12,10,7,7,11,1
Matt Wolf,,0,232,227,228,227,13,11,9,8,10,1
Carolyn H Nichols,,,6,230,230,226,5,6,2,2,10,1
Maria Mclaughlin,,,,1,226,223,5,2,2,1,4,1
Debbie Kunselman,,,,,0,233,4,3,2,1,5,1
Geoff Moulton,,,,,,3,3,3,1,1,4,1
Craig Stedman,,,,,,,1,19,14,17,4,1
Emil Giordano,,,,,,,,0,13,14,5,1
Mary Murray,,,,,,,,,0,14,3,1
Wade A Kagarise,,,,,,,,,,0,3,1
Jules Mermelstein,,,,,,,,,,,0,1
Total,255,250,254,242,241,241,25,22,18,18,13,1
