col_1,col_2,col_3,division
,Judge Of The Municipal Court,,All
,Marissa Brumbach,Matt Wolf,All
Marissa Brumbach,155,"1,122",All
Matt Wolf,,111,All
Total,"1,277","1,233",All
,Judge Of The Municipal Court,,1
,Marissa Brumbach,Matt Wolf,1
Marissa Brumbach,8,47,1
Matt Wolf,,4,1
Total,55,51,1
,Judge Of The Municipal Court,,2
,Matt Wolf,Marissa Brumbach,2
Matt Wolf,9,55,2
Marissa Brumbach,,7,2
Total,64,62,2
,Judge Of The Municipal Court,,3
,Marissa Brumbach,Matt Wolf,3
Marissa Brumbach,5,43,3
Matt Wolf,,3,3
Total,48,46,3
,Judge Of The Municipal Court,,4
,Matt Wolf,Marissa Brumbach,4
Matt Wolf,5,77,4
Marissa Brumbach,,4,4
Total,82,81,4
,Judge Of The Municipal Court,,5
,Matt Wolf,Marissa Brumbach,5
Matt Wolf,8,49,5
Marissa Brumbach,,5,5
Total,57,54,5
,Judge Of The Municipal Court,,6
,Marissa Brumbach,Matt Wolf,6
Marissa Brumbach,7,40,6
Matt Wolf,,1,6
Total,47,41,6
,Judge Of The Municipal Court,,7
,Marissa Brumbach,Matt Wolf,7
Marissa Brumbach,6,38,7
Matt Wolf,,4,7
Total,44,42,7
,Judge Of The Municipal Court,,8
,Matt Wolf,Marissa Brumbach,8
Matt Wolf,5,26,8
Marissa Brumbach,,4,8
Total,31,30,8
,Judge Of The Municipal Court,,9
,Marissa Brumbach,Matt Wolf,9
Marissa Brumbach,5,34,9
Matt Wolf,,1,9
Total,39,35,9
,Judge Of The Municipal Court,,10
,Marissa Brumbach,Matt Wolf,10
Marissa Brumbach,10,28,10
Matt Wolf,,5,10
Total,38,33,10
,Judge Of The Municipal Court,,11
,Marissa Brumbach,Matt Wolf,11
Marissa Brumbach,4,43,11
Matt Wolf,,2,11
Total,47,45,11
,Judge Of The Municipal Court,,12
,Matt Wolf,Marissa Brumbach,12
Matt Wolf,13,68,12
Marissa Brumbach,,5,12
Total,81,73,12
,Judge Of The Municipal Court,,13
,Matt Wolf,Marissa Brumbach,13
Matt Wolf,5,60,13
Marissa Brumbach,,4,13
Total,65,64,13
,Judge Of The Municipal Court,,14
,Matt Wolf,Marissa Brumbach,14
Matt Wolf,6,48,14
Marissa Brumbach,,4,14
Total,54,52,14
,Judge Of The Municipal Court,,15
,Marissa Brumbach,Matt Wolf,15
Marissa Brumbach,5,76,15
Matt Wolf,,5,15
Total,81,81,15
,Judge Of The Municipal Court,,16
,Marissa Brumbach,Matt Wolf,16
Marissa Brumbach,12,50,16
Matt Wolf,,1,16
Total,62,51,16
,Judge Of The Municipal Court,,17
,Marissa Brumbach,Matt Wolf,17
Marissa Brumbach,13,38,17
Matt Wolf,,5,17
Total,51,43,17
,Judge Of The Municipal Court,,18
,Matt Wolf,Marissa Brumbach,18
Matt Wolf,4,48,18
Marissa Brumbach,,3,18
Total,52,51,18
,Judge Of The Municipal Court,,19
,Matt Wolf,Marissa Brumbach,19
Matt Wolf,7,67,19
Marissa Brumbach,,6,19
Total,74,73,19
,Judge Of The Municipal Court,,20
,Marissa Brumbach,Matt Wolf,20
Marissa Brumbach,14,48,20
Matt Wolf,,5,20
Total,62,53,20
,Judge Of The Municipal Court,,21
,Marissa Brumbach,Matt Wolf,21
Marissa Brumbach,12,46,21
Matt Wolf,,7,21
Total,58,53,21
,Judge Of The Municipal Court,,22
,Marissa Brumbach,Matt Wolf,22
Marissa Brumbach,11,46,22
Matt Wolf,,5,22
Total,57,51,22
,Judge Of The Municipal Court,,23
,Marissa Brumbach,Matt Wolf,23
Marissa Brumbach,1,47,23
Matt Wolf,,1,23
Total,48,48,23
