col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Judge Of The Superior Court,,,,,,,,,District Attorney,,All
,Maria Mclaughlin,Carolyn H Nichols,Debbie Kunselman,Geoff Moulton,Emil Giordano,Mary Murray,Craig Stedman,Wade A Kagarise,Jules Mermelstein,Lawrence S Krasner,Beth Grossman,All
Maria Mclaughlin,"1,288","135,465","133,585","128,557","4,315","4,669","1,970","1,832","4,993","131,043","17,231",All
Carolyn H Nichols,,"1,174","133,424","128,591","1,631","3,405","1,599",907,"6,118","132,008","12,739",All
Debbie Kunselman,,,269,"128,904","3,755","3,352","2,778",547,"5,983","126,457","13,251",All
Geoff Moulton,,,,151,"3,520",766,"2,589","1,175","2,827","122,390","11,336",All
Emil Giordano,,,,,88,"23,473","23,895","22,792",905,"2,468","27,056",All
Mary Murray,,,,,,68,"22,338","22,049",942,"1,968","26,340",All
Craig Stedman,,,,,,,51,"21,945",604,"2,113","24,667",All
Wade A Kagarise,,,,,,,,29,536,936,"23,222",All
Jules Mermelstein,,,,,,,,,80,"6,778","1,832",All
Lawrence S Krasner,,,,,,,,,,"3,789",0,All
Beth Grossman,,,,,,,,,,,"4,971",All
Total,"151,906","148,220","142,070","135,847","30,115","28,822","27,245","24,577","8,818","148,197","50,298",All
