col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Judge Of The Superior Court,,,,,,,,,All
,Maria Mclaughlin,Carolyn H Nichols,Debbie Kunselman,Geoff Moulton,Emil Giordano,Mary Murray,Craig Stedman,Wade A Kagarise,Jules Mermelstein,All
Maria Mclaughlin,115,"1,491","1,461","1,405",28,27,11,4,60,All
Carolyn H Nichols,,105,"1,463","1,416",23,20,12,5,80,All
Debbie Kunselman,,,19,"1,385",30,24,15,7,79,All
Geoff Moulton,,,,16,15,2,13,6,27,All
Emil Giordano,,,,,10,161,160,150,6,All
Mary Murray,,,,,,7,148,144,5,All
Craig Stedman,,,,,,,7,147,4,All
Wade A Kagarise,,,,,,,,1,2,All
Jules Mermelstein,,,,,,,,,12,All
Total,"1,667","1,657","1,537","1,470",212,189,180,158,105,All
,Judge Of The Superior Court,,,,,,,,,1
,Carolyn H Nichols,Maria Mclaughlin,Debbie Kunselman,Geoff Moulton,Craig Stedman,Jules Mermelstein,Mary Murray,Emil Giordano,Wade A Kagarise,1
Carolyn H Nichols,5,57,59,55,0,3,1,0,0,1
Maria Mclaughlin,,5,58,55,0,1,1,0,0,1
Debbie Kunselman,,,0,56,0,3,1,0,0,1
Geoff Moulton,,,,0,0,1,0,0,0,1
Craig Stedman,,,,,1,0,2,2,2,1
Jules Mermelstein,,,,,,0,0,0,0,1
Mary Murray,,,,,,,0,2,2,1
Emil Giordano,,,,,,,,0,2,1
Wade A Kagarise,,,,,,,,,0,1
Total,64,63,60,56,3,3,3,2,2,1
,Judge Of The Superior Court,,,,,,,,,2
,Carolyn H Nichols,Maria Mclaughlin,Debbie Kunselman,Geoff Moulton,Jules Mermelstein,Emil Giordano,Mary Murray,Craig Stedman,Wade A Kagarise,2
Carolyn H Nichols,10,89,89,86,7,3,4,0,0,2
Maria Mclaughlin,,6,87,84,3,2,3,1,0,2
Debbie Kunselman,,,1,81,6,1,3,0,0,2
Geoff Moulton,,,,4,4,2,0,1,0,2
Jules Mermelstein,,,,,0,0,0,0,0,2
Emil Giordano,,,,,,0,4,3,2,2
Mary Murray,,,,,,,0,2,2,2
Craig Stedman,,,,,,,,0,2,2
Wade A Kagarise,,,,,,,,,0,2
Total,105,100,93,92,7,6,6,3,2,2
,Judge Of The Superior Court,,,,,,,,,3
,Carolyn H Nichols,Maria Mclaughlin,Debbie Kunselman,Geoff Moulton,Jules Mermelstein,Craig Stedman,Mary Murray,Emil Giordano,Wade A Kagarise,3
Carolyn H Nichols,9,99,100,99,5,1,1,0,0,3
Maria Mclaughlin,,7,101,99,1,1,1,0,0,3
Debbie Kunselman,,,3,99,4,2,1,0,0,3
Geoff Moulton,,,,1,2,1,0,0,0,3
Jules Mermelstein,,,,,0,1,0,0,0,3
Craig Stedman,,,,,,0,1,1,1,3
Mary Murray,,,,,,,0,1,1,3
Emil Giordano,,,,,,,,0,1,3
Wade A Kagarise,,,,,,,,,0,3
Total,114,111,107,104,5,3,2,1,1,3
,Judge Of The Superior Court,,,,,,,,,4
,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Debbie Kunselman,Emil Giordano,Craig Stedman,Mary Murray,Wade A Kagarise,Jules Mermelstein,4
Maria Mclaughlin,3,74,72,70,1,0,0,0,0,4
Carolyn H Nichols,,3,72,70,0,0,0,0,0,4
Geoff Moulton,,,1,70,0,0,0,0,0,4
Debbie Kunselman,,,,2,0,0,0,0,0,4
Emil Giordano,,,,,0,6,6,5,0,4
Craig Stedman,,,,,,0,6,5,0,4
Mary Murray,,,,,,,0,5,0,4
Wade A Kagarise,,,,,,,,0,0,4
Jules Mermelstein,,,,,,,,,1,4
Total,78,77,73,72,7,6,6,5,1,4
,Judge Of The Superior Court,,,,,,,,,5
,Maria Mclaughlin,Carolyn H Nichols,Debbie Kunselman,Geoff Moulton,Emil Giordano,Jules Mermelstein,Wade A Kagarise,Craig Stedman,Mary Murray,5
Maria Mclaughlin,4,59,57,52,1,5,0,0,1,5
Carolyn H Nichols,,2,56,53,0,7,0,0,0,5
Debbie Kunselman,,,0,52,3,5,2,2,1,5
Geoff Moulton,,,,1,0,1,0,0,0,5
Emil Giordano,,,,,2,0,5,5,4,5
Jules Mermelstein,,,,,,1,0,0,0,5
Wade A Kagarise,,,,,,,1,5,3,5
Craig Stedman,,,,,,,,0,3,5
Mary Murray,,,,,,,,,0,5
Total,65,63,60,54,8,8,6,5,4,5
,Judge Of The Superior Court,,,,,,,,,6
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Craig Stedman,Emil Giordano,Jules Mermelstein,Mary Murray,Wade A Kagarise,6
Carolyn H Nichols,7,78,70,65,1,1,3,0,0,6
Maria Mclaughlin,,6,71,65,1,2,3,1,0,6
Geoff Moulton,,,1,60,0,0,0,0,0,6
Debbie Kunselman,,,,1,0,1,3,1,0,6
Craig Stedman,,,,,2,3,0,2,2,6
Emil Giordano,,,,,,0,0,3,2,6
Jules Mermelstein,,,,,,,0,0,0,6
Mary Murray,,,,,,,,0,2,6
Wade A Kagarise,,,,,,,,,0,6
Total,86,86,72,67,5,4,3,3,2,6
,Judge Of The Superior Court,,,,,,,,,7
,Maria Mclaughlin,Carolyn H Nichols,Debbie Kunselman,Geoff Moulton,Emil Giordano,Mary Murray,Craig Stedman,Wade A Kagarise,Jules Mermelstein,7
Maria Mclaughlin,5,58,54,55,2,4,1,0,1,7
Carolyn H Nichols,,3,53,54,2,2,0,0,1,7
Debbie Kunselman,,,2,51,2,2,1,0,1,7
Geoff Moulton,,,,1,0,0,0,0,0,7
Emil Giordano,,,,,3,17,15,15,0,7
Mary Murray,,,,,,1,17,15,0,7
Craig Stedman,,,,,,,2,15,0,7
Wade A Kagarise,,,,,,,,0,0,7
Jules Mermelstein,,,,,,,,,0,7
Total,67,62,59,57,22,21,19,15,1,7
,Judge Of The Superior Court,,,,,,,,,8
,Carolyn H Nichols,Maria Mclaughlin,Debbie Kunselman,Geoff Moulton,Jules Mermelstein,Emil Giordano,Craig Stedman,Mary Murray,Wade A Kagarise,8
Carolyn H Nichols,10,86,85,83,2,4,1,1,0,8
Maria Mclaughlin,,7,84,79,2,4,1,1,0,8
Debbie Kunselman,,,0,82,3,1,0,1,1,8
Geoff Moulton,,,,2,1,0,0,0,1,8
Jules Mermelstein,,,,,5,1,1,1,1,8
Emil Giordano,,,,,,0,2,1,0,8
Craig Stedman,,,,,,,0,1,0,8
Mary Murray,,,,,,,,0,0,8
Wade A Kagarise,,,,,,,,,0,8
Total,100,94,87,86,9,5,2,2,1,8
,Judge Of The Superior Court,,,,,,,,,9
,Maria Mclaughlin,Debbie Kunselman,Geoff Moulton,Carolyn H Nichols,Emil Giordano,Jules Mermelstein,Mary Murray,Wade A Kagarise,Craig Stedman,9
Maria Mclaughlin,7,46,45,43,0,2,0,0,0,9
Debbie Kunselman,,2,44,41,1,3,0,1,0,9
Geoff Moulton,,,0,42,1,2,0,1,0,9
Carolyn H Nichols,,,,1,1,2,0,1,0,9
Emil Giordano,,,,,0,0,1,1,1,9
Jules Mermelstein,,,,,,0,0,0,0,9
Mary Murray,,,,,,,1,1,1,9
Wade A Kagarise,,,,,,,,0,1,9
Craig Stedman,,,,,,,,,0,9
Total,57,51,48,47,3,3,2,2,1,9
,Judge Of The Superior Court,,,,,,,,,10
,Maria Mclaughlin,Carolyn H Nichols,Debbie Kunselman,Geoff Moulton,Emil Giordano,Mary Murray,Craig Stedman,Wade A Kagarise,Jules Mermelstein,10
