col_1,col_2,col_3,col_4,col_5,division
,City Controller,,Judge Of The Municipal Court,,All
,Rebecca Rhynhart,Michael Tomlinson,Marissa Brumbach,Matt Wolf,All
Rebecca Rhynhart,87,0,"1,605","1,474",All
Michael Tomlinson,,150,54,55,All
Marissa Brumbach,,,28,"1,438",All
Matt Wolf,,,,15,All
Total,"1,780",221,"1,701","1,558",All
,Judge Of The Municipal Court,,City Controller,,1
,Marissa Brumbach,Matt Wolf,Rebecca Rhynhart,Michael Tomlinson,1
Marissa Brumbach,2,59,63,3,1
Matt Wolf,,1,60,1,1
Rebecca Rhynhart,,,0,0,1
Michael Tomlinson,,,,1,1
Total,68,62,65,4,1
,City Controller,,Judge Of The Municipal Court,,2
,Rebecca Rhynhart,Michael Tomlinson,Marissa Brumbach,Matt Wolf,2
Rebecca Rhynhart,10,0,106,86,2
Michael Tomlinson,,1,0,2,2
Marissa Brumbach,,,3,83,2
Matt Wolf,,,,0,2
Total,119,3,109,88,2
,City Controller,,Judge Of The Municipal Court,,3
,Rebecca Rhynhart,Michael Tomlinson,Marissa Brumbach,Matt Wolf,3
Rebecca Rhynhart,7,0,109,103,3
Michael Tomlinson,,1,1,1,3
Marissa Brumbach,,,1,93,3
Matt Wolf,,,,0,3
Total,126,3,111,104,3
,City Controller,,Judge Of The Municipal Court,,4
,Rebecca Rhynhart,Michael Tomlinson,Marissa Brumbach,Matt Wolf,4
Rebecca Rhynhart,3,0,76,72,4
Michael Tomlinson,,8,1,0,4
Marissa Brumbach,,,2,71,4
Matt Wolf,,,,0,4
Total,81,9,80,73,4
,City Controller,,Judge Of The Municipal Court,,5
,Rebecca Rhynhart,Michael Tomlinson,Matt Wolf,Marissa Brumbach,5
Rebecca Rhynhart,3,0,59,61,5
Michael Tomlinson,,6,1,0,5
Matt Wolf,,,2,56,5
Marissa Brumbach,,,,0,5
Total,69,7,64,63,5
,City Controller,,Judge Of The Municipal Court,,6
,Rebecca Rhynhart,Michael Tomlinson,Matt Wolf,Marissa Brumbach,6
Rebecca Rhynhart,1,0,80,78,6
Michael Tomlinson,,1,2,4,6
Matt Wolf,,,2,74,6
Marissa Brumbach,,,,1,6
Total,87,5,84,83,6
,City Controller,,Judge Of The Municipal Court,,7
,Rebecca Rhynhart,Michael Tomlinson,Marissa Brumbach,Matt Wolf,7
Rebecca Rhynhart,3,0,63,60,7
Michael Tomlinson,,19,3,4,7
Marissa Brumbach,,,2,57,7
Matt Wolf,,,,1,7
Total,70,25,68,65,7
,City Controller,,Judge Of The Municipal Court,,8
,Rebecca Rhynhart,Michael Tomlinson,Marissa Brumbach,Matt Wolf,8
Rebecca Rhynhart,7,0,93,84,8
Michael Tomlinson,,1,3,2,8
Marissa Brumbach,,,1,84,8
Matt Wolf,,,,1,8
Total,104,4,99,89,8
,City Controller,,Judge Of The Municipal Court,,9
,Rebecca Rhynhart,Michael Tomlinson,Marissa Brumbach,Matt Wolf,9
Rebecca Rhynhart,3,0,60,47,9
Michael Tomlinson,,1,1,1,9
Marissa Brumbach,,,0,47,9
Matt Wolf,,,,0,9
Total,64,2,61,48,9
,City Controller,,Judge Of The Municipal Court,,10
,Rebecca Rhynhart,Michael Tomlinson,Marissa Brumbach,Matt Wolf,10
Rebecca Rhynhart,4,0,43,32,10
Michael Tomlinson,,17,1,0,10
Marissa Brumbach,,,2,29,10
Matt Wolf,,,,0,10
Total,50,18,46,32,10
,City Controller,,Judge Of The Municipal Court,,11
,Rebecca Rhynhart,Michael Tomlinson,Marissa Brumbach,Matt Wolf,11
Rebecca Rhynhart,1,0,17,16,11
Michael Tomlinson,,0,0,0,11
Marissa Brumbach,,,1,15,11
Matt Wolf,,,,0,11
Total,19,0,18,16,11
,City Controller,,Judge Of The Municipal Court,,12
,Rebecca Rhynhart,Michael Tomlinson,Marissa Brumbach,Matt Wolf,12
Rebecca Rhynhart,7,0,63,56,12
Michael Tomlinson,,8,3,3,12
Marissa Brumbach,,,0,54,12
Matt Wolf,,,,0,12
Total,76,11,67,60,12
,Judge Of The Municipal Court,,City Controller,,13
,Marissa Brumbach,Matt Wolf,Rebecca Rhynhart,Michael Tomlinson,13
Marissa Brumbach,1,63,65,4,13
Matt Wolf,,2,58,4,13
Rebecca Rhynhart,,,6,0,13
Michael Tomlinson,,,,7,13
Total,71,65,71,11,13
,City Controller,,Judge Of The Municipal Court,,14
,Rebecca Rhynhart,Michael Tomlinson,Marissa Brumbach,Matt Wolf,14
Rebecca Rhynhart,5,0,73,67,14
Michael Tomlinson,,12,5,6,14
Marissa Brumbach,,,1,68,14
Matt Wolf,,,,0,14
Total,81,19,79,73,14
,City Controller,,Judge Of The Municipal Court,,15
,Rebecca Rhynhart,Michael Tomlinson,Marissa Brumbach,Matt Wolf,15
Rebecca Rhynhart,2,0,68,63,15
Michael Tomlinson,,12,4,5,15
Marissa Brumbach,,,0,63,15
Matt Wolf,,,,0,15
Total,75,17,73,69,15
,City Controller,,Judge Of The Municipal Court,,16
,Rebecca Rhynhart,Michael Tomlinson,Matt Wolf,Marissa Brumbach,16
Rebecca Rhynhart,5,0,57,54,16
Michael Tomlinson,,8,3,0,16
Matt Wolf,,,2,51,16
Marissa Brumbach,,,,0,16
Total,67,11,64,56,16
,Judge Of The Municipal Court,,City Controller,,17
,Marissa Brumbach,Matt Wolf,Rebecca Rhynhart,Michael Tomlinson,17
Marissa Brumbach,0,87,95,5,17
Matt Wolf,,0,86,4,17
Rebecca Rhynhart,,,1,0,17
Michael Tomlinson,,,,5,17
Total,100,90,99,10,17
,Judge Of The Municipal Court,,City Controller,,18
,Marissa Brumbach,Matt Wolf,Rebecca Rhynhart,Michael Tomlinson,18
Marissa Brumbach,0,71,76,2,18
Matt Wolf,,0,68,2,18
Rebecca Rhynhart,,,0,0,18
Michael Tomlinson,,,,2,18
Total,79,71,76,4,18
,City Controller,,Judge Of The Municipal Court,,19
,Rebecca Rhynhart,Michael Tomlinson,Marissa Brumbach,Matt Wolf,19
Rebecca Rhynhart,1,0,27,24,19
Michael Tomlinson,,12,3,6,19
Marissa Brumbach,,,0,24,19
Matt Wolf,,,,0,19
Total,31,18,30,30,19
,City Controller,,Judge Of The Municipal Court,,20
,Rebecca Rhynhart,Michael Tomlinson,Marissa Brumbach,Matt Wolf,20
Rebecca Rhynhart,8,0,90,85,20
Michael Tomlinson,,6,5,4,20
Marissa Brumbach,,,3,86,20
Matt Wolf,,,,0,20
Total,101,11,98,89,20
,City Controller,,Judge Of The Municipal Court,,21
,Rebecca Rhynhart,Michael Tomlinson,Marissa Brumbach,Matt Wolf,21
Rebecca Rhynhart,4,0,138,127,21
Michael Tomlinson,,3,2,2,21
Marissa Brumbach,,,6,123,21
Matt Wolf,,,,4,21
Total,149,6,148,135,21
,City Controller,,Judge Of The Municipal Court,,22
,Michael Tomlinson,Rebecca Rhynhart,Marissa Brumbach,Matt Wolf,22
Michael Tomlinson,19,0,3,2,22
Rebecca Rhynhart,,3,9,9,22
Marissa Brumbach,,,0,11,22
Matt Wolf,,,,0,22
Total,22,13,13,12,22
,City Controller,,Judge Of The Municipal Court,,23
,Rebecca Rhynhart,Michael Tomlinson,Marissa Brumbach,Matt Wolf,23
Rebecca Rhynhart,3,0,78,75,23
Michael Tomlinson,,0,1,0,23
Marissa Brumbach,,,2,69,23
Matt Wolf,,,,0,23
Total,87,1,81,75,23
