col_1,col_2,col_3,col_4,col_5,division
,Judge Of The Municipal Court,,Justice Of The Supreme Court,,All
,Marissa Brumbach,Matt Wolf,Dwayne Woodruff,Sallie Mundy,All
Marissa Brumbach,1,487,490,60,All
Matt Wolf,,3,480,51,All
Dwayne Woodruff,,,30,0,All
Sallie Mundy,,,,111,All
Total,557,540,556,185,All
,Justice Of The Supreme Court,,Judge Of The Municipal Court,,1
,Dwayne Woodruff,Sallie Mundy,Marissa Brumbach,Matt Wolf,1
Dwayne Woodruff,1,0,30,27,1
Sallie Mundy,,16,2,2,1
Marissa Brumbach,,,0,25,1
Matt Wolf,,,,1,1
Total,34,19,32,30,1
,Judge Of The Municipal Court,,Justice Of The Supreme Court,,2
,Marissa Brumbach,Matt Wolf,Sallie Mundy,Dwayne Woodruff,2
Marissa Brumbach,0,16,6,12,2
Matt Wolf,,0,4,13,2
Sallie Mundy,,,9,0,2
Dwayne Woodruff,,,,1,2
Total,18,17,15,14,2
,Judge Of The Municipal Court,,Justice Of The Supreme Court,,3
,Marissa Brumbach,Matt Wolf,Dwayne Woodruff,Sallie Mundy,3
Marissa Brumbach,0,19,21,4,3
Matt Wolf,,0,17,4,3
Dwayne Woodruff,,,1,0,3
Sallie Mundy,,,,7,3
Total,25,21,23,12,3
,Justice Of The Supreme Court,,Judge Of The Municipal Court,,4
,Dwayne Woodruff,Sallie Mundy,Marissa Brumbach,Matt Wolf,4
Dwayne Woodruff,2,0,16,16,4
Sallie Mundy,,12,2,1,4
Marissa Brumbach,,,0,17,4
Matt Wolf,,,,0,4
Total,18,14,18,17,4
,Judge Of The Municipal Court,,Justice Of The Supreme Court,,5
,Matt Wolf,Marissa Brumbach,Dwayne Woodruff,Sallie Mundy,5
Matt Wolf,1,27,26,3,5
Marissa Brumbach,,0,26,3,5
Dwayne Woodruff,,,0,0,5
Sallie Mundy,,,,2,5
Total,30,29,27,6,5
,Justice Of The Supreme Court,,Judge Of The Municipal Court,,6
,Dwayne Woodruff,Sallie Mundy,Marissa Brumbach,Matt Wolf,6
Dwayne Woodruff,2,0,25,24,6
Sallie Mundy,,7,5,4,6
Marissa Brumbach,,,0,25,6
Matt Wolf,,,,0,6
Total,30,12,30,28,6
,Justice Of The Supreme Court,,Judge Of The Municipal Court,,7
,Dwayne Woodruff,Sallie Mundy,Marissa Brumbach,Matt Wolf,7
Dwayne Woodruff,4,0,28,30,7
Sallie Mundy,,1,6,3,7
Marissa Brumbach,,,0,29,7
Matt Wolf,,,,0,7
Total,36,7,34,33,7
,Judge Of The Municipal Court,,Justice Of The Supreme Court,,8
,Marissa Brumbach,Matt Wolf,Dwayne Woodruff,Sallie Mundy,8
Marissa Brumbach,1,32,30,3,8
Matt Wolf,,0,30,2,8
Dwayne Woodruff,,,0,0,8
Sallie Mundy,,,,3,8
Total,35,33,31,6,8
,Justice Of The Supreme Court,,Judge Of The Municipal Court,,9
,Dwayne Woodruff,Sallie Mundy,Marissa Brumbach,Matt Wolf,9
Dwayne Woodruff,3,0,37,38,9
Sallie Mundy,,5,6,3,9
