col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Judge Of The Superior Court,,,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,,All
,Carolyn H Nichols,Maria Mclaughlin,Debbie Kunselman,Geoff Moulton,Jules Mermelstein,Mary Murray,Craig Stedman,Emil Giordano,Wade A Kagarise,Stella Tsai,Deborah Canty,Lucretia C Clemons,Zac Shaffer,Vikki Kristiansson,Shanese Johnson,Deborah Cianfrani,Mark B Cohen,Vincent Furlong,All
Carolyn H Nichols,34,"2,284","2,294","2,214",111,26,14,8,3,"2,305","2,299","2,307","2,248","2,241","2,228","2,173","2,156","2,110",All
Maria Mclaughlin,,25,"2,266","2,185",98,22,9,8,3,"2,302","2,244","2,258","2,217","2,221","2,160","2,138","2,120","2,108",All
Debbie Kunselman,,,4,"2,203",114,25,17,14,4,"2,282","2,252","2,262","2,226","2,221","2,170","2,150","2,110","2,116",All
Geoff Moulton,,,,2,54,5,13,7,4,"2,190","2,168","2,181","2,164","2,151","2,086","2,063","2,071","2,042",All
Jules Mermelstein,,,,,5,4,3,2,1,128,125,133,124,117,112,106,89,92,All
Mary Murray,,,,,,0,39,39,28,30,30,32,26,30,31,30,27,56,All
Craig Stedman,,,,,,,2,40,32,23,24,27,23,25,18,21,17,52,All
Emil Giordano,,,,,,,,0,29,19,18,20,20,22,16,16,15,48,All
Wade A Kagarise,,,,,,,,,2,8,8,9,7,8,8,8,9,31,All
Stella Tsai,,,,,,,,,,6,"2,309","2,332","2,292","2,289","2,224","2,193","2,168","2,152",All
Deborah Canty,,,,,,,,,,,3,"2,319","2,271","2,262","2,234","2,201","2,189","2,166",All
Lucretia C Clemons,,,,,,,,,,,,1,"2,291","2,281","2,230","2,189","2,178","2,158",All
Zac Shaffer,,,,,,,,,,,,,2,"2,260","2,191","2,159","2,164","2,145",All
Vikki Kristiansson,,,,,,,,,,,,,,3,"2,184","2,157","2,156","2,139",All
Shanese Johnson,,,,,,,,,,,,,,,7,"2,187","2,164","2,105",All
Deborah Cianfrani,,,,,,,,,,,,,,,,2,"2,143","2,102",All
Mark B Cohen,,,,,,,,,,,,,,,,,4,"2,103",All
Vincent Furlong,,,,,,,,,,,,,,,,,,1,All
