col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Judge Of The Commonwealth Court,,,,Judge Of The Court Of Common Pleas,,,,,,,,,All
,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,Stella Tsai,Vikki Kristiansson,Lucretia C Clemons,Deborah Canty,Vincent Furlong,Zac Shaffer,Deborah Cianfrani,Mark B Cohen,Shanese Johnson,All
Ellen Ceisler,50,"2,809",315,56,"3,275","3,274","3,178","3,156","2,911","3,099","2,679","2,648","2,637",All
Irene M Clark,,8,16,18,"2,714","2,701","2,671","2,648","2,455","2,597","2,472","2,440","2,458",All
Christine Fizzano Cannon,,,16,305,372,368,346,353,566,340,221,210,187,All
Paul Lalley,,,,2,134,143,125,124,354,137,113,109,92,All
Stella Tsai,,,,,11,"3,351","3,314","3,277","3,013","3,220","2,768","2,705","2,737",All
Vikki Kristiansson,,,,,,13,"3,290","3,268","3,010","3,204","2,764","2,705","2,728",All
Lucretia C Clemons,,,,,,,2,"3,255","2,980","3,198","2,731","2,676","2,731",All
Deborah Canty,,,,,,,,2,"2,984","3,168","2,749","2,702","2,722",All
Vincent Furlong,,,,,,,,,12,"2,977","2,570","2,574","2,549",All
Zac Shaffer,,,,,,,,,,3,"2,676","2,679","2,678",All
Deborah Cianfrani,,,,,,,,,,,4,"2,674","2,693",All
Mark B Cohen,,,,,,,,,,,,13,"2,656",All
Shanese Johnson,,,,,,,,,,,,,0,All
Total,"3,652","2,926",692,399,"3,514","3,514","3,394","3,368","3,358","3,302","2,857","2,827","2,798",All
,Judge Of The Commonwealth Court,,,,Judge Of The Court Of Common Pleas,,,,,,,,,1
,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,Stella Tsai,Vikki Kristiansson,Vincent Furlong,Lucretia C Clemons,Deborah Canty,Zac Shaffer,Deborah Cianfrani,Shanese Johnson,Mark B Cohen,1
Ellen Ceisler,1,205,16,1,223,225,205,216,214,211,194,193,191,1
Irene M Clark,,0,2,2,197,199,181,194,192,188,182,183,183,1
Christine Fizzano Cannon,,,1,21,22,20,34,17,17,18,13,11,13,1
Paul Lalley,,,,0,6,4,20,3,3,4,4,3,5,1
Stella Tsai,,,,,0,228,208,222,221,218,200,199,198,1
Vikki Kristiansson,,,,,,0,206,223,220,217,199,198,196,1
Vincent Furlong,,,,,,,2,202,205,205,188,189,190,1
Lucretia C Clemons,,,,,,,,0,215,213,196,198,194,1
Deborah Canty,,,,,,,,,0,214,198,198,196,1
Zac Shaffer,,,,,,,,,,0,194,193,194,1
Deborah Cianfrani,,,,,,,,,,,0,195,196,1
Shanese Johnson,,,,,,,,,,,,0,194,1
Mark B Cohen,,,,,,,,,,,,,0,1
Total,241,212,41,24,236,236,231,225,223,221,202,202,201,1
,Judge Of The Commonwealth Court,,,,Judge Of The Court Of Common Pleas,,,,,,,,,2
,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,Stella Tsai,Vikki Kristiansson,Vincent Furlong,Deborah Canty,Lucretia C Clemons,Zac Shaffer,Deborah Cianfrani,Shanese Johnson,Mark B Cohen,2
Ellen Ceisler,3,174,17,0,197,196,177,189,187,181,168,164,162,2
Irene M Clark,,1,2,1,171,168,157,168,164,159,162,158,156,2
Christine Fizzano Cannon,,,2,21,22,22,39,22,21,23,15,10,12,2
Paul Lalley,,,,1,4,5,23,5,4,6,7,5,5,2
Stella Tsai,,,,,2,202,184,199,194,188,173,170,167,2
Vikki Kristiansson,,,,,,2,185,198,194,190,174,169,166,2
Vincent Furlong,,,,,,,1,185,181,181,167,160,164,2
Deborah Canty,,,,,,,,0,196,186,175,171,169,2
Lucretia C Clemons,,,,,,,,,0,186,171,169,165,2
Zac Shaffer,,,,,,,,,,1,163,161,162,2
Deborah Cianfrani,,,,,,,,,,,0,168,169,2
Shanese Johnson,,,,,,,,,,,,0,164,2
Mark B Cohen,,,,,,,,,,,,,1,2
Total,219,183,45,26,215,212,209,204,199,197,182,174,173,2
,Judge Of The Commonwealth Court,,,,Judge Of The Court Of Common Pleas,,,,,,,,,3
,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,Stella Tsai,Vincent Furlong,Lucretia C Clemons,Deborah Canty,Vikki Kristiansson,Zac Shaffer,Mark B Cohen,Shanese Johnson,Deborah Cianfrani,3
Ellen Ceisler,3,174,15,1,200,192,197,196,195,192,172,168,166,3
Irene M Clark,,0,0,1,173,170,173,173,172,170,166,164,162,3
Christine Fizzano Cannon,,,1,14,17,30,17,16,18,18,12,10,12,3
Paul Lalley,,,,0,4,15,4,4,5,5,5,4,5,3
Stella Tsai,,,,,1,198,205,202,203,199,178,178,176,3
Vincent Furlong,,,,,,0,198,196,197,199,175,174,172,3
