col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Commonwealth Court,,,,All
,Vincent Furlong,Vikki Kristiansson,Deborah Cianfrani,Stella Tsai,Lucretia C Clemons,Zac Shaffer,Deborah Canty,Mark B Cohen,Shanese Johnson,Christine Fizzano Cannon,Ellen Ceisler,Paul Lalley,Irene M Clark,All
Vincent Furlong,57,"1,622","1,541","1,547","1,567","1,564","1,531","1,483","1,422","1,793","1,426","1,608","1,148",All
Vikki Kristiansson,,0,"1,533","1,600","1,610","1,574","1,561","1,437","1,461",406,"1,389",258,"1,174",All
Deborah Cianfrani,,,8,"1,494","1,469","1,472","1,525","1,479","1,436",370,"1,321",274,"1,181",All
Stella Tsai,,,,5,"1,566","1,518","1,530","1,408","1,450",376,"1,370",237,"1,165",All
Lucretia C Clemons,,,,,1,"1,555","1,522","1,401","1,460",360,"1,369",228,"1,158",All
Zac Shaffer,,,,,,1,"1,508","1,434","1,416",359,"1,341",251,"1,149",All
Deborah Canty,,,,,,,5,"1,430","1,428",366,"1,322",252,"1,169",All
Mark B Cohen,,,,,,,,19,"1,373",351,"1,264",271,"1,146",All
Shanese Johnson,,,,,,,,,2,303,"1,229",206,"1,126",All
Christine Fizzano Cannon,,,,,,,,,,79,227,"1,602",32,All
Ellen Ceisler,,,,,,,,,,,73,35,"1,214",All
Paul Lalley,,,,,,,,,,,,34,19,All
Irene M Clark,,,,,,,,,,,,,11,All
Total,"3,281","1,753","1,717","1,704","1,686","1,685","1,675","1,653","1,514","2,063","1,798","1,774","1,355",All
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Commonwealth Court,,,,1
,Vincent Furlong,Deborah Canty,Vikki Kristiansson,Lucretia C Clemons,Mark B Cohen,Stella Tsai,Zac Shaffer,Deborah Cianfrani,Shanese Johnson,Christine Fizzano Cannon,Paul Lalley,Ellen Ceisler,Irene M Clark,1
Vincent Furlong,1,58,59,57,57,56,56,52,51,83,68,53,37,1
Deborah Canty,,0,59,59,57,58,56,56,52,20,10,51,40,1
Vikki Kristiansson,,,0,60,57,58,57,55,54,22,10,51,40,1
Lucretia C Clemons,,,,0,56,58,56,55,54,19,9,51,41,1
Mark B Cohen,,,,,0,56,55,54,53,19,11,47,39,1
Stella Tsai,,,,,,0,55,54,53,18,9,50,40,1
Zac Shaffer,,,,,,,0,51,52,21,11,46,37,1
Deborah Cianfrani,,,,,,,,0,52,15,10,48,42,1
Shanese Johnson,,,,,,,,,0,14,8,44,38,1
Christine Fizzano Cannon,,,,,,,,,,6,73,16,0,1
Paul Lalley,,,,,,,,,,,1,0,1,1
Ellen Ceisler,,,,,,,,,,,,2,44,1
Irene M Clark,,,,,,,,,,,,,0,1
