col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Judge Of The Superior Court,,,,,,,,,Judge Of The Commonwealth Court,,,,All
,Maria Mclaughlin,Carolyn H Nichols,Debbie Kunselman,Geoff Moulton,Mary Murray,Emil Giordano,Craig Stedman,Wade A Kagarise,Jules Mermelstein,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,All
Maria Mclaughlin,18,"1,072","1,079","1,026",67,33,13,18,16,"1,106","1,057",59,29,All
Carolyn H Nichols,,6,"1,061","1,006",53,7,8,6,16,"1,045","1,052",38,20,All
Debbie Kunselman,,,3,"1,013",62,25,21,4,20,"1,058","1,046",51,21,All
Geoff Moulton,,,,5,5,25,13,12,10,"1,005",993,27,17,All
Mary Murray,,,,,3,245,236,232,13,55,48,258,238,All
Emil Giordano,,,,,,2,241,242,12,29,20,249,241,All
Craig Stedman,,,,,,,1,232,8,17,14,236,231,All
Wade A Kagarise,,,,,,,,0,5,15,10,228,227,All
Jules Mermelstein,,,,,,,,,0,21,16,14,17,All
Ellen Ceisler,,,,,,,,,,5,"1,022",36,8,All
Irene M Clark,,,,,,,,,,,3,13,16,All
Christine Fizzano Cannon,,,,,,,,,,,,10,237,All
Paul Lalley,,,,,,,,,,,,,0,All
Total,"1,214","1,138","1,132","1,060",328,297,270,258,39,"1,159","1,127",320,279,All
,Judge Of The Superior Court,,,,,,,,,Judge Of The Commonwealth Court,,,,1
,Maria Mclaughlin,Debbie Kunselman,Geoff Moulton,Carolyn H Nichols,Mary Murray,Craig Stedman,Emil Giordano,Wade A Kagarise,Jules Mermelstein,Irene M Clark,Ellen Ceisler,Christine Fizzano Cannon,Paul Lalley,1
Maria Mclaughlin,0,27,26,25,2,2,1,1,0,28,26,1,1,1
Debbie Kunselman,,0,26,25,1,2,2,1,0,26,25,0,1,1
Geoff Moulton,,,0,24,1,2,2,0,0,26,25,1,0,1
Carolyn H Nichols,,,,0,1,0,0,0,0,24,24,0,0,1
Mary Murray,,,,,0,5,5,5,0,1,0,6,4,1
Craig Stedman,,,,,,0,5,5,0,2,0,5,5,1
Emil Giordano,,,,,,,0,5,0,1,1,4,4,1
Wade A Kagarise,,,,,,,,0,0,1,0,4,5,1
Jules Mermelstein,,,,,,,,,0,0,0,0,0,1
Irene M Clark,,,,,,,,,,1,25,1,1,1
Ellen Ceisler,,,,,,,,,,,1,0,0,1
Christine Fizzano Cannon,,,,,,,,,,,,0,4,1
Paul Lalley,,,,,,,,,,,,,0,1
Total,30,28,27,25,8,7,7,6,0,29,27,6,5,1
,Judge Of The Superior Court,,,,,,,,,Judge Of The Commonwealth Court,,,,2
,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Debbie Kunselman,Mary Murray,Emil Giordano,Wade A Kagarise,Craig Stedman,Jules Mermelstein,Irene M Clark,Ellen Ceisler,Paul Lalley,Christine Fizzano Cannon,2
Maria Mclaughlin,0,33,30,30,3,1,1,1,0,31,29,3,1,2
Carolyn H Nichols,,0,28,29,3,1,0,0,0,30,29,2,0,2
Geoff Moulton,,,1,27,0,1,1,1,0,28,27,1,1,2
Debbie Kunselman,,,,0,2,0,0,0,0,30,27,1,0,2
Mary Murray,,,,,0,6,6,5,0,3,2,7,6,2
Emil Giordano,,,,,,0,5,5,0,2,0,5,5,2
Wade A Kagarise,,,,,,,0,6,0,0,0,6,7,2
Craig Stedman,,,,,,,,0,0,0,0,5,6,2
Jules Mermelstein,,,,,,,,,0,0,0,0,0,2
Irene M Clark,,,,,,,,,,1,26,2,0,2
Ellen Ceisler,,,,,,,,,,,0,0,0,2
Paul Lalley,,,,,,,,,,,,0,6,2
Christine Fizzano Cannon,,,,,,,,,,,,,0,2
Total,36,34,32,31,10,7,7,6,0,35,30,8,7,2
,Judge Of The Superior Court,,,,,,,,,Judge Of The Commonwealth Court,,,,3
,Maria Mclaughlin,Carolyn H Nichols,Debbie Kunselman,Geoff Moulton,Emil Giordano,Craig Stedman,Mary Murray,Wade A Kagarise,Jules Mermelstein,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,3
Maria Mclaughlin,2,21,18,17,2,0,1,1,1,21,17,4,1,3
Carolyn H Nichols,,0,18,18,2,0,1,1,1,18,19,3,2,3
Debbie Kunselman,,,0,17,1,0,1,0,0,16,16,2,0,3
Geoff Moulton,,,,0,0,0,0,0,0,15,16,0,0,3
Emil Giordano,,,,,2,6,5,6,1,0,0,8,9,3
Craig Stedman,,,,,,0,5,5,1,0,0,5,7,3
Mary Murray,,,,,,,0,5,0,1,0,6,5,3
Wade A Kagarise,,,,,,,,0,0,0,0,6,6,3
Jules Mermelstein,,,,,,,,,0,1,0,0,1,3
Ellen Ceisler,,,,,,,,,,0,16,2,0,3
Irene M Clark,,,,,,,,,,,0,0,0,3
Christine Fizzano Cannon,,,,,,,,,,,,0,7,3
Paul Lalley,,,,,,,,,,,,,0,3
Total,28,25,19,18,12,7,6,6,2,21,20,10,10,3
,Judge Of The Commonwealth Court,,,,Judge Of The Superior Court,,,,,,,,,4
,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,Maria Mclaughlin,Debbie Kunselman,Carolyn H Nichols,Geoff Moulton,Mary Murray,Emil Giordano,Craig Stedman,Wade A Kagarise,Jules Mermelstein,4
Ellen Ceisler,0,47,2,2,52,51,51,46,5,2,0,1,3,4
Irene M Clark,,0,0,1,46,49,47,46,2,1,1,0,3,4
Christine Fizzano Cannon,,,2,6,2,2,1,0,8,7,6,6,0,4
Paul Lalley,,,,0,2,2,1,0,9,8,7,7,0,4
Maria Mclaughlin,,,,,0,48,49,46,5,2,0,1,1,4
Debbie Kunselman,,,,,,0,49,45,5,2,1,0,2,4
Carolyn H Nichols,,,,,,,0,47,3,0,0,0,2,4
Geoff Moulton,,,,,,,,0,0,0,0,0,1,4
Mary Murray,,,,,,,,,1,9,7,7,0,4
Emil Giordano,,,,,,,,,,0,7,7,0,4
Craig Stedman,,,,,,,,,,,0,6,0,4
Wade A Kagarise,,,,,,,,,,,,0,0,4
Jules Mermelstein,,,,,,,,,,,,,0,4
Total,57,51,10,9,54,53,52,48,13,9,7,7,4,4
,Judge Of The Superior Court,,,,,,,,,Judge Of The Commonwealth Court,,,,5
