col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Judge Of The Commonwealth Court,,,,Judge Of The Superior Court,,,,,,,,,All
,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,Maria Mclaughlin,Debbie Kunselman,Carolyn H Nichols,Geoff Moulton,Emil Giordano,Craig Stedman,Mary Murray,Jules Mermelstein,Wade A Kagarise,All
Ellen Ceisler,24,"3,611",450,40,"4,301","4,211","4,207","3,994",228,172,85,365,36,All
Irene M Clark,,7,39,18,"3,583","3,596","3,589","3,372",53,41,61,301,20,All
Christine Fizzano Cannon,,,14,386,401,470,313,418,586,504,408,65,370,All
Paul Lalley,,,,4,58,56,39,55,404,385,361,20,358,All
Maria Mclaughlin,,,,,27,"4,090","4,155","3,851",143,80,103,272,31,All
Debbie Kunselman,,,,,,7,"4,051","3,966",236,178,87,318,23,All
Carolyn H Nichols,,,,,,,25,"3,831",72,51,73,319,23,All
Geoff Moulton,,,,,,,,8,201,168,17,170,24,All
Emil Giordano,,,,,,,,,5,492,392,20,367,All
Craig Stedman,,,,,,,,,,2,365,21,362,All
Mary Murray,,,,,,,,,,,1,25,353,All
Jules Mermelstein,,,,,,,,,,,,11,13,All
Wade A Kagarise,,,,,,,,,,,,,0,All
Total,"4,709","3,812",967,466,"4,577","4,452","4,435","4,190",700,596,493,432,410,All
,Judge Of The Commonwealth Court,,,,Judge Of The Superior Court,,,,,,,,,1
,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,Maria Mclaughlin,Carolyn H Nichols,Debbie Kunselman,Geoff Moulton,Emil Giordano,Mary Murray,Craig Stedman,Wade A Kagarise,Jules Mermelstein,1
Ellen Ceisler,0,165,15,2,187,181,180,166,8,7,8,1,16,1
Irene M Clark,,0,2,0,166,163,164,147,3,5,1,0,15,1
Christine Fizzano Cannon,,,1,33,14,10,16,13,43,39,40,30,2,1
Paul Lalley,,,,0,4,1,3,2,36,35,33,30,0,1
Maria Mclaughlin,,,,,0,180,174,158,5,11,4,1,13,1
Carolyn H Nichols,,,,,,1,173,156,0,5,2,0,14,1
Debbie Kunselman,,,,,,,0,164,9,7,7,1,16,1
Geoff Moulton,,,,,,,,0,8,0,7,0,3,1
Emil Giordano,,,,,,,,,0,39,41,33,0,1
Mary Murray,,,,,,,,,,0,38,34,2,1
Craig Stedman,,,,,,,,,,,0,33,1,1
Wade A Kagarise,,,,,,,,,,,,0,0,1
Jules Mermelstein,,,,,,,,,,,,,0,1
Total,200,173,61,41,199,187,187,169,52,49,47,34,18,1
,Judge Of The Commonwealth Court,,,,Judge Of The Superior Court,,,,,,,,,2
,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,Maria Mclaughlin,Debbie Kunselman,Carolyn H Nichols,Geoff Moulton,Craig Stedman,Emil Giordano,Jules Mermelstein,Mary Murray,Wade A Kagarise,2
Ellen Ceisler,1,112,12,0,128,127,124,121,6,3,9,1,0,2
Irene M Clark,,0,0,0,112,110,112,109,1,0,9,0,0,2
Christine Fizzano Cannon,,,1,8,13,11,7,9,12,9,1,9,9,2
Paul Lalley,,,,0,0,0,0,0,6,7,1,7,8,2
Maria Mclaughlin,,,,,0,124,122,120,4,2,6,1,0,2
Debbie Kunselman,,,,,,0,120,120,6,3,7,1,0,2
