col_1,col_2,col_3,col_4,col_5,division
,District Attorney,,Judge Of The Municipal Court,,All
,Lawrence S Krasner,Beth Grossman,Marissa Brumbach,Matt Wolf,All
Lawrence S Krasner,181,0,"1,986","1,875",All
Beth Grossman,,24,40,40,All
Marissa Brumbach,,,31,"1,816",All
Matt Wolf,,,,27,All
Total,"2,271",71,"2,069","1,954",All
,District Attorney,,Judge Of The Municipal Court,,1
,Lawrence S Krasner,Beth Grossman,Marissa Brumbach,Matt Wolf,1
Lawrence S Krasner,6,0,80,73,1
Beth Grossman,,0,1,1,1
Marissa Brumbach,,,2,69,1
Matt Wolf,,,,2,1
Total,91,1,83,76,1
,District Attorney,,Judge Of The Municipal Court,,2
,Lawrence S Krasner,Beth Grossman,Marissa Brumbach,Matt Wolf,2
Lawrence S Krasner,11,0,118,114,2
Beth Grossman,,2,1,1,2
Marissa Brumbach,,,3,111,2
Matt Wolf,,,,3,2
Total,135,3,124,120,2
,District Attorney,,Judge Of The Municipal Court,,3
,Lawrence S Krasner,Beth Grossman,Marissa Brumbach,Matt Wolf,3
Lawrence S Krasner,10,0,91,87,3
Beth Grossman,,2,4,4,3
Marissa Brumbach,,,4,85,3
Matt Wolf,,,,1,3
Total,107,6,99,92,3
,District Attorney,,Judge Of The Municipal Court,,4
,Lawrence S Krasner,Beth Grossman,Marissa Brumbach,Matt Wolf,4
Lawrence S Krasner,5,0,50,44,4
Beth Grossman,,0,2,2,4
Marissa Brumbach,,,0,44,4
Matt Wolf,,,,1,4
Total,57,2,52,47,4
,District Attorney,,Judge Of The Municipal Court,,5
,Lawrence S Krasner,Beth Grossman,Marissa Brumbach,Matt Wolf,5
Lawrence S Krasner,11,0,101,89,5
Beth Grossman,,2,3,2,5
Marissa Brumbach,,,1,88,5
Matt Wolf,,,,1,5
Total,115,5,105,92,5
,District Attorney,,Judge Of The Municipal Court,,6
,Lawrence S Krasner,Beth Grossman,Marissa Brumbach,Matt Wolf,6
Lawrence S Krasner,6,0,101,94,6
Beth Grossman,,0,2,1,6
Marissa Brumbach,,,0,93,6
Matt Wolf,,,,0,6
Total,110,2,104,96,6
,District Attorney,,Judge Of The Municipal Court,,7
,Lawrence S Krasner,Beth Grossman,Marissa Brumbach,Matt Wolf,7
Lawrence S Krasner,9,0,131,120,7
Beth Grossman,,1,0,1,7
Marissa Brumbach,,,0,119,7
Matt Wolf,,,,0,7
Total,141,2,131,121,7
,District Attorney,,Judge Of The Municipal Court,,8
,Lawrence S Krasner,Beth Grossman,Matt Wolf,Marissa Brumbach,8
Lawrence S Krasner,12,0,108,109,8
Beth Grossman,,0,1,0,8
Matt Wolf,,,1,104,8
Marissa Brumbach,,,,0,8
Total,127,1,112,111,8
,District Attorney,,Judge Of The Municipal Court,,9
,Lawrence S Krasner,Beth Grossman,Marissa Brumbach,Matt Wolf,9
Lawrence S Krasner,7,0,99,92,9
Beth Grossman,,2,4,4,9
Marissa Brumbach,,,2,93,9
Matt Wolf,,,,2,9
Total,111,6,107,100,9
,District Attorney,,Judge Of The Municipal Court,,10
,Lawrence S Krasner,Beth Grossman,Marissa Brumbach,Matt Wolf,10
Lawrence S Krasner,7,0,101,93,10
Beth Grossman,,1,0,0,10
Marissa Brumbach,,,1,90,10
Matt Wolf,,,,3,10
Total,111,1,102,96,10
,District Attorney,,Judge Of The Municipal Court,,11
,Lawrence S Krasner,Beth Grossman,Marissa Brumbach,Matt Wolf,11
Lawrence S Krasner,13,0,83,78,11
Beth Grossman,,4,3,3,11
Marissa Brumbach,,,4,72,11
Matt Wolf,,,,2,11
Total,104,8,90,83,11
,District Attorney,,Judge Of The Municipal Court,,12
,Lawrence S Krasner,Beth Grossman,Marissa Brumbach,Matt Wolf,12
Lawrence S Krasner,5,0,83,81,12
Beth Grossman,,1,0,0,12
Marissa Brumbach,,,0,77,12
Matt Wolf,,,,1,12
Total,93,1,84,83,12
,District Attorney,,Judge Of The Municipal Court,,13
,Lawrence S Krasner,Beth Grossman,Marissa Brumbach,Matt Wolf,13
Lawrence S Krasner,15,0,91,85,13
Beth Grossman,,1,2,2,13
Marissa Brumbach,,,1,80,13
Matt Wolf,,,,2,13
Total,112,4,94,89,13
,District Attorney,,Judge Of The Municipal Court,,14
,Lawrence S Krasner,Beth Grossman,Marissa Brumbach,Matt Wolf,14
Lawrence S Krasner,11,0,72,68,14
Beth Grossman,,0,1,1,14
Marissa Brumbach,,,3,62,14
Matt Wolf,,,,0,14
Total,90,1,76,69,14
,District Attorney,,Judge Of The Municipal Court,,15
,Lawrence S Krasner,Beth Grossman,Marissa Brumbach,Matt Wolf,15
Lawrence S Krasner,10,0,83,80,15
Beth Grossman,,0,5,5,15
Marissa Brumbach,,,3,83,15
Matt Wolf,,,,1,15
Total,95,5,91,86,15
,District Attorney,,Judge Of The Municipal Court,,16
,Lawrence S Krasner,Beth Grossman,Marissa Brumbach,Matt Wolf,16
Lawrence S Krasner,5,0,90,85,16
Beth Grossman,,3,6,5,16
Marissa Brumbach,,,1,82,16
Matt Wolf,,,,0,16
Total,102,11,98,91,16
,District Attorney,,Judge Of The Municipal Court,,17
,Lawrence S Krasner,Beth Grossman,Marissa Brumbach,Matt Wolf,17
Lawrence S Krasner,8,0,103,97,17
Beth Grossman,,0,1,2,17
Marissa Brumbach,,,2,93,17
Matt Wolf,,,,0,17
Total,116,2,106,99,17
,District Attorney,,Judge Of The Municipal Court,,18
,Lawrence S Krasner,Beth Grossman,Marissa Brumbach,Matt Wolf,18
Lawrence S Krasner,6,0,112,106,18
Beth Grossman,,3,0,0,18
Marissa Brumbach,,,1,98,18
Matt Wolf,,,,2,18
Total,127,3,114,109,18
,District Attorney,,Judge Of The Municipal Court,,19
,Lawrence S Krasner,Beth Grossman,Marissa Brumbach,Matt Wolf,19
Lawrence S Krasner,6,0,71,68,19
Beth Grossman,,1,2,2,19
Marissa Brumbach,,,2,69,19
Matt Wolf,,,,2,19
Total,79,3,76,73,19
,District Attorney,,Judge Of The Municipal Court,,20
,Lawrence S Krasner,Beth Grossman,Matt Wolf,Marissa Brumbach,20
Lawrence S Krasner,3,0,91,88,20
Beth Grossman,,0,0,0,20
Matt Wolf,,,3,85,20
Marissa Brumbach,,,,1,20
Total,97,0,94,89,20
,District Attorney,,Judge Of The Municipal Court,,21
,Lawrence S Krasner,Beth Grossman,Marissa Brumbach,Matt Wolf,21
Lawrence S Krasner,15,0,129,122,21
Beth Grossman,,1,3,3,21
Marissa Brumbach,,,0,119,21
Matt Wolf,,,,0,21
Total,151,4,133,126,21
