col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Judge Of The Superior Court,,,,,,,,,All
,Maria Mclaughlin,Carolyn H Nichols,Debbie Kunselman,Geoff Moulton,Emil Giordano,Mary Murray,Craig Stedman,Wade A Kagarise,Jules Mermelstein,All
Maria Mclaughlin,"8,698","135,465","133,585","128,557","4,315","4,669","1,970","1,832","4,993",All
Carolyn H Nichols,,"6,745","133,424","128,591","1,631","3,405","1,599",907,"6,118",All
Debbie Kunselman,,,"1,705","128,904","3,755","3,352","2,778",547,"5,983",All
Geoff Moulton,,,,"1,059","3,520",766,"2,589","1,175","2,827",All
Emil Giordano,,,,,840,"23,473","23,895","22,792",905,All
Mary Murray,,,,,,838,"22,338","22,049",942,All
Craig Stedman,,,,,,,567,"21,945",604,All
Wade A Kagarise,,,,,,,,146,536,All
Jules Mermelstein,,,,,,,,,646,All
Total,"151,906","148,220","142,070","135,847","30,115","28,822","27,245","24,577","8,818",All
