col_1,col_2,col_3,division
,City Controller,,All
,Rebecca Rhynhart,Michael Tomlinson,All
Rebecca Rhynhart,"4,077",0,All
Michael Tomlinson,,186,All
Total,"4,077",186,All
,City Controller,,1
,Rebecca Rhynhart,Michael Tomlinson,1
Rebecca Rhynhart,87,0,1
Michael Tomlinson,,3,1
Total,87,3,1
,City Controller,,2
,Rebecca Rhynhart,Michael Tomlinson,2
Rebecca Rhynhart,178,0,2
Michael Tomlinson,,13,2
Total,178,13,2
,City Controller,,3
,Rebecca Rhynhart,Michael Tomlinson,3
Rebecca Rhynhart,26,0,3
Michael Tomlinson,,1,3
Total,26,1,3
,City Controller,,4
,Rebecca Rhynhart,Michael Tomlinson,4
Rebecca Rhynhart,102,0,4
Michael Tomlinson,,3,4
Total,102,3,4
,City Controller,,5
,Rebecca Rhynhart,Michael Tomlinson,5
Rebecca Rhynhart,151,0,5
Michael Tomlinson,,5,5
Total,151,5,5
,City Controller,,6
,Rebecca Rhynhart,Michael Tomlinson,6
Rebecca Rhynhart,170,0,6
Michael Tomlinson,,10,6
Total,170,10,6
,City Controller,,7
,Rebecca Rhynhart,Michael Tomlinson,7
Rebecca Rhynhart,166,0,7
Michael Tomlinson,,10,7
Total,166,10,7
,City Controller,,8
,Rebecca Rhynhart,Michael Tomlinson,8
Rebecca Rhynhart,151,0,8
Michael Tomlinson,,7,8
Total,151,7,8
,City Controller,,9
,Rebecca Rhynhart,Michael Tomlinson,9
Rebecca Rhynhart,124,0,9
Michael Tomlinson,,9,9
Total,124,9,9
,City Controller,,10
,Rebecca Rhynhart,Michael Tomlinson,10
Rebecca Rhynhart,204,0,10
Michael Tomlinson,,17,10
Total,204,17,10
,City Controller,,11
,Rebecca Rhynhart,Michael Tomlinson,11
Rebecca Rhynhart,149,0,11
Michael Tomlinson,,15,11
Total,149,15,11
,City Controller,,12
,Rebecca Rhynhart,Michael Tomlinson,12
Rebecca Rhynhart,154,0,12
Michael Tomlinson,,20,12
Total,154,20,12
,City Controller,,13
,Rebecca Rhynhart,Michael Tomlinson,13
Rebecca Rhynhart,188,0,13
Michael Tomlinson,,5,13
Total,188,5,13
,City Controller,,14
,Rebecca Rhynhart,Michael Tomlinson,14
Rebecca Rhynhart,153,0,14
Michael Tomlinson,,10,14
Total,153,10,14
,City Controller,,15
,Rebecca Rhynhart,Michael Tomlinson,15
Rebecca Rhynhart,181,0,15
Michael Tomlinson,,10,15
Total,181,10,15
,City Controller,,16
,Rebecca Rhynhart,Michael Tomlinson,16
Rebecca Rhynhart,172,0,16
Michael Tomlinson,,3,16
Total,172,3,16
,City Controller,,17
,Rebecca Rhynhart,Michael Tomlinson,17
Rebecca Rhynhart,146,0,17
Michael Tomlinson,,5,17
Total,146,5,17
,City Controller,,18
,Rebecca Rhynhart,Michael Tomlinson,18
Rebecca Rhynhart,159,0,18
Michael Tomlinson,,7,18
Total,159,7,18
,City Controller,,19
,Rebecca Rhynhart,Michael Tomlinson,19
Rebecca Rhynhart,147,0,19
Michael Tomlinson,,7,19
Total,147,7,19
,City Controller,,20
,Rebecca Rhynhart,Michael Tomlinson,20
Rebecca Rhynhart,155,0,20
Michael Tomlinson,,9,20
Total,155,9,20
,City Controller,,21
,Rebecca Rhynhart,Michael Tomlinson,21
Rebecca Rhynhart,87,0,21
Michael Tomlinson,,0,21
Total,87,0,21
,City Controller,,22
,Rebecca Rhynhart,Michael Tomlinson,22
Rebecca Rhynhart,149,0,22
Michael Tomlinson,,3,22
Total,149,3,22
,City Controller,,23
,Rebecca Rhynhart,Michael Tomlinson,23
Rebecca Rhynhart,123,0,23
Michael Tomlinson,,0,23
Total,123,0,23
,City Controller,,24
,Rebecca Rhynhart,Michael Tomlinson,24
Rebecca Rhynhart,143,0,24
Michael Tomlinson,,4,24
Total,143,4,24
,City Controller,,25
,Rebecca Rhynhart,Michael Tomlinson,25
Rebecca Rhynhart,190,0,25
Michael Tomlinson,,3,25
Total,190,3,25
,City Controller,,26
,Rebecca Rhynhart,Michael Tomlinson,26
Rebecca Rhynhart,166,0,26
Michael Tomlinson,,1,26
Total,166,1,26
,City Controller,,27
,Rebecca Rhynhart,Michael Tomlinson,27
Rebecca Rhynhart,175,0,27
Michael Tomlinson,,1,27
Total,175,1,27
,City Controller,,28
,Rebecca Rhynhart,Michael Tomlinson,28
Rebecca Rhynhart,81,0,28
Michael Tomlinson,,5,28
Total,81,5,28
