col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Judge Of The Superior Court,,,,,,,,,Judge Of The Commonwealth Court,,,,All
,Carolyn H Nichols,Maria Mclaughlin,Debbie Kunselman,Geoff Moulton,Jules Mermelstein,Emil Giordano,Craig Stedman,Mary Murray,Wade A Kagarise,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,All
Carolyn H Nichols,14,656,654,635,38,4,7,7,1,673,650,15,3,All
Maria Mclaughlin,,2,651,620,28,9,9,10,2,659,626,16,4,All
Debbie Kunselman,,,5,626,35,10,6,8,1,652,630,20,4,All
Geoff Moulton,,,,1,14,6,6,1,2,628,603,18,4,All
Jules Mermelstein,,,,,2,2,1,1,2,40,34,5,2,All
Emil Giordano,,,,,,0,15,13,11,10,5,15,14,All
Craig Stedman,,,,,,,0,12,10,9,5,14,13,All
Mary Murray,,,,,,,,0,11,7,8,12,12,All
Wade A Kagarise,,,,,,,,,0,1,2,12,12,All
Ellen Ceisler,,,,,,,,,,2,631,18,3,All
Irene M Clark,,,,,,,,,,,3,2,1,All
Christine Fizzano Cannon,,,,,,,,,,,,0,12,All
Paul Lalley,,,,,,,,,,,,,0,All
Total,744,705,697,664,48,24,23,22,14,715,701,36,17,All
,Judge Of The Superior Court,,,,,,,,,Judge Of The Commonwealth Court,,,,1
,Carolyn H Nichols,Maria Mclaughlin,Debbie Kunselman,Geoff Moulton,Jules Mermelstein,Craig Stedman,Emil Giordano,Mary Murray,Wade A Kagarise,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,1
Carolyn H Nichols,1,71,69,63,9,2,1,3,0,74,67,4,1,1
Maria Mclaughlin,,0,72,65,9,2,2,3,1,75,63,6,0,1
Debbie Kunselman,,,0,64,9,3,3,3,0,74,62,7,1,1
Geoff Moulton,,,,0,3,4,3,1,1,68,54,9,2,1
Jules Mermelstein,,,,,1,0,0,0,1,11,11,2,0,1
Craig Stedman,,,,,,0,5,3,2,3,1,5,4,1
Emil Giordano,,,,,,,0,2,2,3,1,4,3,1
Mary Murray,,,,,,,,0,2,2,3,2,3,1
Wade A Kagarise,,,,,,,,,0,1,0,2,2,1
Ellen Ceisler,,,,,,,,,,0,65,7,0,1
Irene M Clark,,,,,,,,,,,0,0,0,1
Christine Fizzano Cannon,,,,,,,,,,,,0,3,1
Paul Lalley,,,,,,,,,,,,,0,1
Total,83,78,77,72,14,7,6,6,3,83,73,11,4,1
,Judge Of The Superior Court,,,,,,,,,Judge Of The Commonwealth Court,,,,2
,Carolyn H Nichols,Maria Mclaughlin,Debbie Kunselman,Geoff Moulton,Jules Mermelstein,Mary Murray,Emil Giordano,Craig Stedman,Wade A Kagarise,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,2
Carolyn H Nichols,1,77,76,69,4,2,1,0,0,78,74,1,0,2
