col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Judge Of The Court Of Common Pleas,,,,,,,,,All
,Vincent Furlong,Stella Tsai,Lucretia C Clemons,Deborah Canty,Vikki Kristiansson,Zac Shaffer,Deborah Cianfrani,Shanese Johnson,Mark B Cohen,All
Vincent Furlong,"21,256","128,627","128,556","128,375","128,602","128,217","121,185","119,618","120,378",All
Stella Tsai,,"3,432","138,123","136,519","137,331","135,182","126,210","126,171","123,894",All
Lucretia C Clemons,,,"1,070","136,993","136,758","135,435","125,669","127,301","124,010",All
Deborah Canty,,,,"1,568","135,465","133,948","126,537","126,302","124,468",All
Vikki Kristiansson,,,,,903,"134,769","125,527","124,726","123,361",All
Zac Shaffer,,,,,,829,"124,067","124,168","123,604",All
Deborah Cianfrani,,,,,,,"1,560","124,414","123,560",All
Shanese Johnson,,,,,,,,"2,030","123,066",All
Mark B Cohen,,,,,,,,,"2,051",All
Total,"156,177","146,762","144,428","143,622","142,567","140,529","132,980","132,678","131,650",All
