col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Municipal Court,,All
,Vincent Furlong,Stella Tsai,Lucretia C Clemons,Deborah Canty,Vikki Kristiansson,Zac Shaffer,Deborah Cianfrani,Shanese Johnson,Mark B Cohen,Marissa Brumbach,Matt Wolf,All
Vincent Furlong,"18,547","128,627","128,556","128,375","128,602","128,217","121,185","119,618","120,378","129,303","127,022",All
Stella Tsai,,565,"138,123","136,519","137,331","135,182","126,210","126,171","123,894","138,860","132,221",All
Lucretia C Clemons,,,303,"136,993","136,758","135,435","125,669","127,301","124,010","136,593","131,416",All
Deborah Canty,,,,520,"135,465","133,948","126,537","126,302","124,468","135,554","131,228",All
Vikki Kristiansson,,,,,264,"134,769","125,527","124,726","123,361","135,508","130,914",All
Zac Shaffer,,,,,,209,"124,067","124,168","123,604","133,423","130,388",All
Deborah Cianfrani,,,,,,,509,"124,414","123,560","125,781","121,795",All
Shanese Johnson,,,,,,,,526,"123,066","125,643","121,596",All
Mark B Cohen,,,,,,,,,781,"123,536","122,052",All
Marissa Brumbach,,,,,,,,,,"1,685","133,553",All
Matt Wolf,,,,,,,,,,,886,All
Total,"156,177","146,762","144,428","143,622","142,567","140,529","132,980","132,678","131,650","153,343","144,373",All
