col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,District Attorney,,Judge Of The Court Of Common Pleas,,,,,,,,,All
,Lawrence S Krasner,Beth Grossman,Vincent Furlong,Stella Tsai,Lucretia C Clemons,Deborah Canty,Zac Shaffer,Vikki Kristiansson,Shanese Johnson,Deborah Cianfrani,Mark B Cohen,All
Lawrence S Krasner,86,0,"1,348","1,479","1,462","1,450","1,422","1,427","1,411","1,364","1,359",All
Beth Grossman,,31,216,82,79,83,78,74,68,97,74,All
Vincent Furlong,,,4,"1,376","1,390","1,395","1,386","1,377","1,332","1,347","1,336",All
Stella Tsai,,,,8,"1,485","1,472","1,463","1,475","1,403","1,405","1,379",All
Lucretia C Clemons,,,,,2,"1,491","1,465","1,474","1,427","1,403","1,388",All
Deborah Canty,,,,,,1,"1,460","1,467","1,417","1,411","1,391",All
Zac Shaffer,,,,,,,3,"1,454","1,391","1,379","1,384",All
Vikki Kristiansson,,,,,,,,1,"1,396","1,387","1,375",All
Shanese Johnson,,,,,,,,,10,"1,394","1,392",All
Deborah Cianfrani,,,,,,,,,,5,"1,376",All
Mark B Cohen,,,,,,,,,,,2,All
Total,"1,766",283,"1,588","1,586","1,565","1,556","1,524","1,517","1,512","1,486","1,452",All
,District Attorney,,Judge Of The Court Of Common Pleas,,,,,,,,,1
,Lawrence S Krasner,Beth Grossman,Zac Shaffer,Deborah Canty,Lucretia C Clemons,Stella Tsai,Vikki Kristiansson,Vincent Furlong,Deborah Cianfrani,Shanese Johnson,Mark B Cohen,1
Lawrence S Krasner,4,0,59,57,57,58,57,54,53,53,52,1
Beth Grossman,,1,2,2,1,1,1,3,1,1,2,1
Zac Shaffer,,,0,59,58,59,58,56,54,53,52,1
Deborah Canty,,,,0,56,57,56,54,52,52,51,1
Lucretia C Clemons,,,,,0,57,57,55,53,53,51,1
Stella Tsai,,,,,,0,58,55,53,52,51,1
Vikki Kristiansson,,,,,,,0,55,52,51,51,1
Vincent Furlong,,,,,,,,0,50,49,50,1
Deborah Cianfrani,,,,,,,,,1,53,51,1
Shanese Johnson,,,,,,,,,,0,51,1
Mark B Cohen,,,,,,,,,,,0,1
Total,66,4,61,59,59,59,58,57,55,55,54,1
,District Attorney,,Judge Of The Court Of Common Pleas,,,,,,,,,2
,Lawrence S Krasner,Beth Grossman,Stella Tsai,Lucretia C Clemons,Deborah Canty,Zac Shaffer,Mark B Cohen,Shanese Johnson,Vikki Kristiansson,Deborah Cianfrani,Vincent Furlong,2
Lawrence S Krasner,5,0,98,95,91,91,90,90,89,83,81,2
Beth Grossman,,1,2,2,2,2,2,1,2,1,3,2
Stella Tsai,,,1,95,91,87,84,88,90,84,83,2
Lucretia C Clemons,,,,0,91,89,86,88,90,82,82,2
Deborah Canty,,,,,0,87,85,87,88,82,83,2
Zac Shaffer,,,,,,0,84,84,87,78,81,2
Mark B Cohen,,,,,,,0,86,83,79,80,2
Shanese Johnson,,,,,,,,1,83,82,81,2
Vikki Kristiansson,,,,,,,,,0,80,81,2
Deborah Cianfrani,,,,,,,,,,0,79,2
Vincent Furlong,,,,,,,,,,,0,2
Total,118,5,102,98,94,94,93,93,92,86,86,2
,District Attorney,,Judge Of The Court Of Common Pleas,,,,,,,,,3
,Lawrence S Krasner,Beth Grossman,Shanese Johnson,Lucretia C Clemons,Deborah Canty,Stella Tsai,Zac Shaffer,Deborah Cianfrani,Vikki Kristiansson,Mark B Cohen,Vincent Furlong,3
Lawrence S Krasner,8,0,103,104,101,101,100,98,100,100,100,3
Beth Grossman,,0,2,1,1,2,1,2,0,1,1,3
Shanese Johnson,,,2,100,96,96,98,98,97,99,96,3
Lucretia C Clemons,,,,0,100,99,97,96,97,98,97,3
Deborah Canty,,,,,0,99,96,98,96,95,96,3
Stella Tsai,,,,,,0,98,99,97,94,94,3
Zac Shaffer,,,,,,,0,97,98,94,96,3
Deborah Cianfrani,,,,,,,,0,96,95,96,3
Vikki Kristiansson,,,,,,,,,1,94,96,3
Mark B Cohen,,,,,,,,,,0,95,3
Vincent Furlong,,,,,,,,,,,0,3
Total,128,4,110,107,105,105,103,102,102,101,101,3
,District Attorney,,Judge Of The Court Of Common Pleas,,,,,,,,,4
,Lawrence S Krasner,Beth Grossman,Vincent Furlong,Zac Shaffer,Deborah Canty,Mark B Cohen,Stella Tsai,Lucretia C Clemons,Shanese Johnson,Vikki Kristiansson,Deborah Cianfrani,4
Lawrence S Krasner,5,0,69,75,72,70,70,70,69,69,67,4
Beth Grossman,,0,10,2,2,2,2,2,2,2,2,4
Vincent Furlong,,,0,71,69,68,67,69,68,68,66,4
Zac Shaffer,,,,0,72,72,71,72,71,72,67,4
Deborah Canty,,,,,0,71,69,71,70,70,66,4
Mark B Cohen,,,,,,1,70,71,72,71,66,4
Stella Tsai,,,,,,,0,69,69,70,66,4
Lucretia C Clemons,,,,,,,,0,70,70,67,4
Shanese Johnson,,,,,,,,,0,70,66,4
Vikki Kristiansson,,,,,,,,,,0,65,4
Deborah Cianfrani,,,,,,,,,,,0,4
Total,86,10,79,78,74,74,73,72,72,72,69,4
,District Attorney,,Judge Of The Court Of Common Pleas,,,,,,,,,5
,Lawrence S Krasner,Beth Grossman,Deborah Canty,Lucretia C Clemons,Stella Tsai,Vincent Furlong,Zac Shaffer,Deborah Cianfrani,Shanese Johnson,Mark B Cohen,Vikki Kristiansson,5
Lawrence S Krasner,5,0,59,58,59,54,57,54,56,53,55,5
Beth Grossman,,3,1,1,0,4,0,1,0,1,0,5
Deborah Canty,,,0,57,56,53,56,55,55,53,55,5
Lucretia C Clemons,,,,0,56,52,57,53,55,52,54,5
Stella Tsai,,,,,0,53,56,53,53,52,55,5
Vincent Furlong,,,,,,1,52,51,51,51,53,5
Zac Shaffer,,,,,,,1,52,54,52,54,5
Deborah Cianfrani,,,,,,,,0,53,53,52,5
Shanese Johnson,,,,,,,,,0,51,52,5
Mark B Cohen,,,,,,,,,,0,51,5
Vikki Kristiansson,,,,,,,,,,,0,5
Total,69,9,60,59,59,59,58,56,56,55,55,5
,District Attorney,,Judge Of The Court Of Common Pleas,,,,,,,,,6
,Lawrence S Krasner,Beth Grossman,Shanese Johnson,Lucretia C Clemons,Mark B Cohen,Deborah Canty,Zac Shaffer,Deborah Cianfrani,Stella Tsai,Vincent Furlong,Vikki Kristiansson,6
Lawrence S Krasner,1,0,77,75,74,73,71,71,72,66,69,6
Beth Grossman,,1,2,2,2,2,2,2,2,4,2,6
Shanese Johnson,,,2,77,76,77,75,75,73,71,72,6
Lucretia C Clemons,,,,0,75,74,74,72,74,69,73,6
Mark B Cohen,,,,,0,75,75,73,73,70,72,6
Deborah Canty,,,,,,0,74,74,72,70,71,6
Zac Shaffer,,,,,,,1,71,73,68,73,6
Deborah Cianfrani,,,,,,,,0,70,70,70,6
Stella Tsai,,,,,,,,,0,67,72,6
Vincent Furlong,,,,,,,,,,0,66,6
Vikki Kristiansson,,,,,,,,,,,0,6
Total,85,5,85,80,79,78,77,76,76,74,73,6
,Judge Of The Court Of Common Pleas,,,,,,,,,District Attorney,,7
,Vincent Furlong,Stella Tsai,Deborah Cianfrani,Mark B Cohen,Shanese Johnson,Lucretia C Clemons,Deborah Canty,Zac Shaffer,Vikki Kristiansson,Lawrence S Krasner,Beth Grossman,7
Vincent Furlong,0,56,60,59,57,58,57,56,56,54,24,7
Stella Tsai,,1,60,60,56,56,56,56,56,59,6,7
Deborah Cianfrani,,,0,63,57,60,59,58,57,56,9,7
Mark B Cohen,,,,0,58,58,58,58,57,57,7,7
Shanese Johnson,,,,,0,57,56,55,57,57,4,7
Lucretia C Clemons,,,,,,0,59,56,56,54,7,7
Deborah Canty,,,,,,,0,56,56,53,6,7
Zac Shaffer,,,,,,,,0,55,53,5,7
