col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Judge Of The Superior Court,,,,,,,,,Judge Of The Commonwealth Court,,,,All
,Maria Mclaughlin,Carolyn H Nichols,Debbie Kunselman,Geoff Moulton,Emil Giordano,Mary Murray,Craig Stedman,Wade A Kagarise,Jules Mermelstein,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,All
Maria Mclaughlin,98,"2,960","2,922","2,701",191,144,51,54,192,"3,185","2,681",380,82,All
Carolyn H Nichols,,21,"2,853","2,661",76,96,34,33,207,"2,943","2,646",254,49,All
Debbie Kunselman,,,11,"2,697",139,104,62,13,202,"2,912","2,628",288,51,All
Geoff Moulton,,,,11,117,17,57,23,82,"2,704","2,441",232,42,All
Emil Giordano,,,,,18,"1,039","1,032",983,30,172,62,"1,179",990,All
Mary Murray,,,,,,7,960,953,30,104,73,"1,049",960,All
Craig Stedman,,,,,,,3,944,13,67,22,"1,007",956,All
Wade A Kagarise,,,,,,,,1,18,41,21,973,927,All
Jules Mermelstein,,,,,,,,,18,242,203,46,26,All
Ellen Ceisler,,,,,,,,,,47,"2,621",309,18,All
Irene M Clark,,,,,,,,,,,6,30,21,All
Christine Fizzano Cannon,,,,,,,,,,,,59,984,All
Paul Lalley,,,,,,,,,,,,,4,All
Total,"3,616","3,168","3,126","2,861","1,333","1,180","1,094","1,027",305,"3,467","2,846","1,555","1,075",All
,Judge Of The Superior Court,,,,,,,,,Judge Of The Commonwealth Court,,,,1
,Maria Mclaughlin,Carolyn H Nichols,Debbie Kunselman,Geoff Moulton,Emil Giordano,Mary Murray,Craig Stedman,Wade A Kagarise,Jules Mermelstein,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,1
Maria Mclaughlin,3,39,37,35,0,2,0,0,2,42,36,5,0,1
Carolyn H Nichols,,1,37,35,0,2,0,0,2,39,35,3,0,1
Debbie Kunselman,,,0,33,1,3,0,0,3,37,34,4,0,1
Geoff Moulton,,,,0,0,0,0,0,0,35,31,3,0,1
Emil Giordano,,,,,0,22,22,21,1,2,2,22,18,1
Mary Murray,,,,,,0,21,20,1,4,3,21,18,1
Craig Stedman,,,,,,,0,21,0,1,1,21,18,1
Wade A Kagarise,,,,,,,,0,0,1,1,20,18,1
Jules Mermelstein,,,,,,,,,0,3,2,1,0,1
Ellen Ceisler,,,,,,,,,,0,35,3,0,1
Irene M Clark,,,,,,,,,,,0,1,0,1
Christine Fizzano Cannon,,,,,,,,,,,,0,18,1
Paul Lalley,,,,,,,,,,,,,0,1
Total,49,41,38,36,24,24,22,21,3,46,38,27,18,1
,Judge Of The Superior Court,,,,,,,,,Judge Of The Commonwealth Court,,,,2
,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Carolyn H Nichols,Emil Giordano,Craig Stedman,Wade A Kagarise,Mary Murray,Jules Mermelstein,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,2
Maria Mclaughlin,1,28,22,23,1,1,0,0,2,53,23,1,0,2
Geoff Moulton,,0,23,22,2,2,0,0,2,25,22,2,0,2
Debbie Kunselman,,,0,23,2,2,0,0,2,26,24,2,0,2
Carolyn H Nichols,,,,0,1,1,0,0,3,26,24,1,0,2
Emil Giordano,,,,,1,9,6,5,0,3,0,10,5,2
Craig Stedman,,,,,,0,6,5,0,3,0,9,5,2
Wade A Kagarise,,,,,,,0,5,0,0,0,6,5,2
Mary Murray,,,,,,,,0,0,0,0,5,5,2
Jules Mermelstein,,,,,,,,,0,3,3,0,0,2
Ellen Ceisler,,,,,,,,,,0,24,3,0,2
Irene M Clark,,,,,,,,,,,0,0,0,2
Christine Fizzano Cannon,,,,,,,,,,,,0,5,2
Paul Lalley,,,,,,,,,,,,,0,2
Total,61,31,27,26,11,9,6,5,3,59,25,10,5,2
,Judge Of The Superior Court,,,,,,,,,Judge Of The Commonwealth Court,,,,3
,Maria Mclaughlin,Carolyn H Nichols,Debbie Kunselman,Geoff Moulton,Mary Murray,Emil Giordano,Craig Stedman,Wade A Kagarise,Jules Mermelstein,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,3
Maria Mclaughlin,4,68,66,63,6,5,2,3,2,73,60,8,5,3
Carolyn H Nichols,,0,65,62,4,2,0,1,1,67,60,6,2,3
Debbie Kunselman,,,1,62,4,3,2,0,2,63,61,6,3,3
Geoff Moulton,,,,0,0,2,1,0,1,61,58,4,2,3
Mary Murray,,,,,0,35,33,35,0,4,2,35,32,3
Emil Giordano,,,,,,0,33,35,1,2,1,37,34,3
Craig Stedman,,,,,,,0,33,1,0,1,33,33,3
Wade A Kagarise,,,,,,,,0,1,1,1,34,33,3
Jules Mermelstein,,,,,,,,,0,2,2,1,1,3
Ellen Ceisler,,,,,,,,,,1,59,3,0,3
Irene M Clark,,,,,,,,,,,0,1,0,3
Christine Fizzano Cannon,,,,,,,,,,,,4,36,3
Paul Lalley,,,,,,,,,,,,,0,3
Total,86,73,72,65,42,41,36,36,3,77,64,48,37,3
,Judge Of The Superior Court,,,,,,,,,Judge Of The Commonwealth Court,,,,4
,Maria Mclaughlin,Debbie Kunselman,Carolyn H Nichols,Geoff Moulton,Emil Giordano,Mary Murray,Craig Stedman,Wade A Kagarise,Jules Mermelstein,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,4
Maria Mclaughlin,1,30,28,25,1,2,0,1,2,32,28,1,0,4
Debbie Kunselman,,0,27,26,2,2,1,0,1,28,28,3,0,4
Carolyn H Nichols,,,0,25,0,1,0,0,2,27,27,0,0,4
Geoff Moulton,,,,0,3,1,2,1,1,24,25,3,1,4
Emil Giordano,,,,,0,21,20,20,0,3,1,23,18,4
Mary Murray,,,,,,0,18,19,0,4,2,21,17,4
Craig Stedman,,,,,,,0,19,0,1,0,20,18,4
Wade A Kagarise,,,,,,,,0,0,2,0,20,18,4
Jules Mermelstein,,,,,,,,,0,2,2,0,0,4
Ellen Ceisler,,,,,,,,,,0,28,3,0,4
Irene M Clark,,,,,,,,,,,0,1,0,4
Christine Fizzano Cannon,,,,,,,,,,,,0,18,4
Paul Lalley,,,,,,,,,,,,,0,4
Total,35,33,28,28,23,22,20,20,2,34,29,24,18,4
,Judge Of The Superior Court,,,,,,,,,Judge Of The Commonwealth Court,,,,5
,Carolyn H Nichols,Maria Mclaughlin,Debbie Kunselman,Geoff Moulton,Jules Mermelstein,Emil Giordano,Mary Murray,Craig Stedman,Wade A Kagarise,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,5
Carolyn H Nichols,0,61,59,53,7,1,2,0,0,62,59,3,1,5
Maria Mclaughlin,,0,60,52,6,2,2,0,0,60,57,4,1,5
Debbie Kunselman,,,0,51,7,2,2,1,0,59,56,5,1,5
Geoff Moulton,,,,1,2,0,0,0,0,52,53,1,1,5
Jules Mermelstein,,,,,0,1,0,0,0,8,7,1,0,5
Emil Giordano,,,,,,0,5,5,6,1,1,8,5,5
Mary Murray,,,,,,,0,4,5,1,0,7,4,5
Craig Stedman,,,,,,,,0,5,0,0,6,4,5
Wade A Kagarise,,,,,,,,,0,0,0,6,5,5
Ellen Ceisler,,,,,,,,,,0,57,2,0,5
Irene M Clark,,,,,,,,,,,0,1,0,5
Christine Fizzano Cannon,,,,,,,,,,,,2,6,5
Paul Lalley,,,,,,,,,,,,,0,5
Total,68,65,64,56,9,8,8,6,6,66,64,14,6,5
,Judge Of The Superior Court,,,,,,,,,Judge Of The Commonwealth Court,,,,6
,Maria Mclaughlin,Emil Giordano,Craig Stedman,Mary Murray,Carolyn H Nichols,Wade A Kagarise,Debbie Kunselman,Geoff Moulton,Jules Mermelstein,Ellen Ceisler,Christine Fizzano Cannon,Paul Lalley,Irene M Clark,6
Maria Mclaughlin,5,4,2,1,44,2,37,36,1,56,10,2,38,6
Emil Giordano,,0,47,47,3,44,2,0,1,6,47,46,1,6
Craig Stedman,,,1,45,1,43,1,1,2,1,42,44,0,6
Mary Murray,,,,0,1,46,2,1,1,2,41,44,1,6
Carolyn H Nichols,,,,,0,2,36,36,1,40,5,2,36,6
Wade A Kagarise,,,,,,0,1,2,0,2,40,43,1,6
Debbie Kunselman,,,,,,,0,35,1,37,3,1,37,6
Geoff Moulton,,,,,,,,0,2,35,4,0,34,6
Jules Mermelstein,,,,,,,,,0,1,3,2,1,6
Ellen Ceisler,,,,,,,,,,7,6,0,35,6
Christine Fizzano Cannon,,,,,,,,,,,5,41,0,6
Paul Lalley,,,,,,,,,,,,0,1,6
Irene M Clark,,,,,,,,,,,,,0,6
Total,74,59,49,49,47,47,41,38,4,70,62,48,39,6
,Judge Of The Superior Court,,,,,,,,,Judge Of The Commonwealth Court,,,,7
,Maria Mclaughlin,Carolyn H Nichols,Debbie Kunselman,Geoff Moulton,Emil Giordano,Mary Murray,Craig Stedman,Wade A Kagarise,Jules Mermelstein,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,7
Maria Mclaughlin,15,91,90,71,11,4,1,3,4,125,84,14,6,7
Carolyn H Nichols,,1,87,70,2,5,1,2,4,89,80,9,3,7
Debbie Kunselman,,,0,69,4,3,0,1,2,88,80,9,4,7
Geoff Moulton,,,,0,3,1,1,0,3,69,65,6,1,7
Emil Giordano,,,,,1,49,47,48,0,9,2,51,46,7
Mary Murray,,,,,,0,49,51,1,4,0,50,49,7
Craig Stedman,,,,,,,1,49,2,2,0,46,47,7
Wade A Kagarise,,,,,,,,0,2,2,0,47,48,7
Jules Mermelstein,,,,,,,,,0,4,3,1,2,7
Ellen Ceisler,,,,,,,,,,6,82,10,2,7
Irene M Clark,,,,,,,,,,,1,0,0,7
Christine Fizzano Cannon,,,,,,,,,,,,2,48,7
Paul Lalley,,,,,,,,,,,,,0,7
Total,155,96,94,74,62,57,53,53,6,138,87,70,53,7
,Judge Of The Superior Court,,,,,,,,,Judge Of The Commonwealth Court,,,,8
,Maria Mclaughlin,Debbie Kunselman,Carolyn H Nichols,Geoff Moulton,Emil Giordano,Mary Murray,Craig Stedman,Wade A Kagarise,Jules Mermelstein,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,8
Maria Mclaughlin,7,58,59,47,8,7,2,3,4,63,50,13,2,8
Debbie Kunselman,,1,55,49,3,6,2,0,3,57,47,9,1,8
Carolyn H Nichols,,,1,45,3,6,2,0,3,55,46,10,2,8
Geoff Moulton,,,,0,5,1,2,2,1,51,44,7,1,8
Emil Giordano,,,,,0,38,38,38,1,10,0,42,33,8
Mary Murray,,,,,,1,33,34,1,6,0,38,33,8
Craig Stedman,,,,,,,0,34,0,3,0,35,31,8
Wade A Kagarise,,,,,,,,0,0,3,0,35,31,8
Jules Mermelstein,,,,,,,,,0,5,2,1,1,8
Ellen Ceisler,,,,,,,,,,4,46,13,1,8
Irene M Clark,,,,,,,,,,,0,0,0,8
Christine Fizzano Cannon,,,,,,,,,,,,0,33,8
Paul Lalley,,,,,,,,,,,,,0,8
Total,81,63,61,53,49,46,38,38,7,76,54,52,34,8
,Judge Of The Commonwealth Court,,,,Judge Of The Superior Court,,,,,,,,,9
,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,Maria Mclaughlin,Debbie Kunselman,Geoff Moulton,Carolyn H Nichols,Mary Murray,Emil Giordano,Craig Stedman,Wade A Kagarise,Jules Mermelstein,9
Ellen Ceisler,3,51,1,0,53,54,50,52,2,1,0,0,2,9
Irene M Clark,,0,1,0,52,49,48,48,2,2,0,0,2,9
Christine Fizzano Cannon,,,0,4,2,1,0,1,6,5,4,3,0,9
Paul Lalley,,,,0,1,0,0,0,4,4,4,3,0,9
Maria Mclaughlin,,,,,0,51,50,51,3,2,1,0,2,9
Debbie Kunselman,,,,,,0,48,49,2,1,0,0,2,9
Geoff Moulton,,,,,,,2,48,0,0,0,0,0,9
Carolyn H Nichols,,,,,,,,0,1,0,0,0,2,9
Mary Murray,,,,,,,,,0,6,4,3,0,9
Emil Giordano,,,,,,,,,,0,4,3,0,9
Craig Stedman,,,,,,,,,,,0,3,0,9
Wade A Kagarise,,,,,,,,,,,,0,0,9
Jules Mermelstein,,,,,,,,,,,,,0,9
Total,61,54,6,4,56,54,53,52,7,6,4,3,2,9
