col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Justice Of The Supreme Court,,Judge Of The Commonwealth Court,,,,All
,Dwayne Woodruff,Sallie Mundy,Irene M Clark,Ellen Ceisler,Christine Fizzano Cannon,Paul Lalley,All
Dwayne Woodruff,120,0,"1,693","1,688",15,8,All
Sallie Mundy,,3,10,9,25,19,All
Irene M Clark,,,27,"1,554",4,4,All
Ellen Ceisler,,,,15,14,4,All
Christine Fizzano Cannon,,,,,1,20,All
Paul Lalley,,,,,,1,All
Total,"1,970",39,"1,748","1,731",41,29,All
,Justice Of The Supreme Court,,Judge Of The Commonwealth Court,,,,1
,Dwayne Woodruff,Sallie Mundy,Irene M Clark,Ellen Ceisler,Christine Fizzano Cannon,Paul Lalley,1
Dwayne Woodruff,2,0,32,30,0,0,1
Sallie Mundy,,0,0,0,0,0,1
Irene M Clark,,,0,29,0,0,1
Ellen Ceisler,,,,0,0,0,1
Christine Fizzano Cannon,,,,,0,0,1
Paul Lalley,,,,,,0,1
Total,35,0,32,30,0,0,1
,Justice Of The Supreme Court,,Judge Of The Commonwealth Court,,,,2
,Dwayne Woodruff,Sallie Mundy,Irene M Clark,Ellen Ceisler,Christine Fizzano Cannon,Paul Lalley,2
Dwayne Woodruff,8,0,52,48,0,0,2
Sallie Mundy,,0,0,0,0,0,2
Irene M Clark,,,0,48,0,0,2
Ellen Ceisler,,,,0,0,0,2
Christine Fizzano Cannon,,,,,0,0,2
Paul Lalley,,,,,,0,2
Total,61,0,53,49,0,0,2
,Justice Of The Supreme Court,,Judge Of The Commonwealth Court,,,,3
,Dwayne Woodruff,Sallie Mundy,Irene M Clark,Ellen Ceisler,Christine Fizzano Cannon,Paul Lalley,3
Dwayne Woodruff,5,0,68,67,0,0,3
Sallie Mundy,,0,0,0,1,1,3
Irene M Clark,,,0,65,0,0,3
Ellen Ceisler,,,,0,0,0,3
Christine Fizzano Cannon,,,,,0,1,3
Paul Lalley,,,,,,0,3
Total,75,1,68,67,1,1,3
,Justice Of The Supreme Court,,Judge Of The Commonwealth Court,,,,4
,Dwayne Woodruff,Sallie Mundy,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,4
Dwayne Woodruff,3,0,48,47,0,0,4
Sallie Mundy,,0,0,0,1,1,4
Ellen Ceisler,,,1,45,0,0,4
Irene M Clark,,,,1,0,0,4
Christine Fizzano Cannon,,,,,0,1,4
Paul Lalley,,,,,,0,4
Total,53,1,49,48,1,1,4
,Justice Of The Supreme Court,,Judge Of The Commonwealth Court,,,,5
,Dwayne Woodruff,Sallie Mundy,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,5
Dwayne Woodruff,2,0,25,24,0,0,5
Sallie Mundy,,0,1,0,4,3,5
Ellen Ceisler,,,0,24,1,0,5
Irene M Clark,,,,0,0,0,5
Christine Fizzano Cannon,,,,,0,3,5
Paul Lalley,,,,,,0,5
Total,27,4,26,24,4,3,5
,Justice Of The Supreme Court,,Judge Of The Commonwealth Court,,,,6
,Dwayne Woodruff,Sallie Mundy,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,6
Dwayne Woodruff,1,0,51,51,0,0,6
Sallie Mundy,,0,1,0,1,0,6
Ellen Ceisler,,,0,49,1,0,6
Irene M Clark,,,,1,0,0,6
Christine Fizzano Cannon,,,,,0,0,6
Paul Lalley,,,,,,0,6
Total,54,1,52,52,1,0,6
,Justice Of The Supreme Court,,Judge Of The Commonwealth Court,,,,7
,Dwayne Woodruff,Sallie Mundy,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,7
Dwayne Woodruff,2,0,53,46,4,0,7
Sallie Mundy,,0,2,0,5,3,7
Ellen Ceisler,,,1,45,6,0,7
Irene M Clark,,,,0,0,0,7
Christine Fizzano Cannon,,,,,0,3,7
Paul Lalley,,,,,,0,7
Total,57,5,57,47,9,3,7
,Justice Of The Supreme Court,,Judge Of The Commonwealth Court,,,,8
,Dwayne Woodruff,Sallie Mundy,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,8
Dwayne Woodruff,0,0,34,31,1,0,8
Sallie Mundy,,0,0,0,1,1,8
Ellen Ceisler,,,0,28,1,0,8
Irene M Clark,,,,2,0,0,8
Christine Fizzano Cannon,,,,,0,1,8
