col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,City Controller,,Judge Of The Court Of Common Pleas,,,,,,,,,All
,Rebecca Rhynhart,Michael Tomlinson,Shanese Johnson,Stella Tsai,Deborah Canty,Lucretia C Clemons,Mark B Cohen,Deborah Cianfrani,Zac Shaffer,Vikki Kristiansson,Vincent Furlong,All
Rebecca Rhynhart,17,0,857,862,850,850,846,831,830,821,807,All
Michael Tomlinson,,5,19,15,18,16,17,15,11,13,22,All
Shanese Johnson,,,8,828,835,839,824,829,824,813,803,All
Stella Tsai,,,,9,833,835,819,823,824,819,805,All
Deborah Canty,,,,,4,843,830,828,821,822,804,All
Lucretia C Clemons,,,,,,5,833,826,827,819,805,All
Mark B Cohen,,,,,,,5,823,820,816,804,All
Deborah Cianfrani,,,,,,,,3,818,816,803,All
Zac Shaffer,,,,,,,,,0,818,803,All
Vikki Kristiansson,,,,,,,,,,2,800,All
Vincent Furlong,,,,,,,,,,,2,All
Total,997,43,901,895,888,887,880,864,853,847,843,All
,City Controller,,Judge Of The Court Of Common Pleas,,,,,,,,,1
,Rebecca Rhynhart,Michael Tomlinson,Lucretia C Clemons,Shanese Johnson,Zac Shaffer,Deborah Canty,Mark B Cohen,Stella Tsai,Deborah Cianfrani,Vincent Furlong,Vikki Kristiansson,1
Rebecca Rhynhart,0,0,55,54,56,54,54,54,52,52,52,1
Michael Tomlinson,,0,0,0,0,0,0,0,0,0,0,1
Lucretia C Clemons,,,0,55,55,55,54,53,53,53,52,1
Shanese Johnson,,,,0,53,53,53,51,53,52,51,1
Zac Shaffer,,,,,0,54,54,53,52,52,52,1
Deborah Canty,,,,,,0,53,53,51,51,51,1
Mark B Cohen,,,,,,,0,52,52,51,51,1
Stella Tsai,,,,,,,,0,50,50,51,1
Deborah Cianfrani,,,,,,,,,0,52,50,1
Vincent Furlong,,,,,,,,,,0,50,1
Vikki Kristiansson,,,,,,,,,,,0,1
Total,58,0,57,56,56,55,54,54,53,53,52,1
,Judge Of The Court Of Common Pleas,,,,,,,,,City Controller,,2
,Deborah Canty,Lucretia C Clemons,Mark B Cohen,Shanese Johnson,Stella Tsai,Deborah Cianfrani,Vincent Furlong,Vikki Kristiansson,Zac Shaffer,Rebecca Rhynhart,Michael Tomlinson,2
Deborah Canty,0,57,56,58,58,57,55,55,54,57,0,2
Lucretia C Clemons,,1,55,57,57,56,53,54,53,57,0,2
Mark B Cohen,,,2,55,55,55,53,54,53,56,0,2
Shanese Johnson,,,,0,57,56,54,55,54,57,0,2
Stella Tsai,,,,,0,57,54,54,53,57,0,2
Deborah Cianfrani,,,,,,0,55,55,54,56,0,2
Vincent Furlong,,,,,,,0,54,53,53,2,2
Vikki Kristiansson,,,,,,,,0,54,54,0,2
Zac Shaffer,,,,,,,,,0,53,0,2
Rebecca Rhynhart,,,,,,,,,,0,0,2
Michael Tomlinson,,,,,,,,,,,0,2
Total,60,59,59,59,59,58,57,55,54,59,2,2
,City Controller,,Judge Of The Court Of Common Pleas,,,,,,,,,3
,Rebecca Rhynhart,Michael Tomlinson,Deborah Canty,Shanese Johnson,Stella Tsai,Zac Shaffer,Deborah Cianfrani,Lucretia C Clemons,Mark B Cohen,Vikki Kristiansson,Vincent Furlong,3
Rebecca Rhynhart,0,0,45,46,45,46,44,44,43,43,42,3
Michael Tomlinson,,1,3,3,2,1,2,2,2,1,3,3
Deborah Canty,,,1,45,44,43,44,42,44,42,43,3
Shanese Johnson,,,,0,45,44,46,43,43,43,43,3
Stella Tsai,,,,,0,44,44,43,42,42,42,3
Zac Shaffer,,,,,,0,44,42,42,42,42,3
Deborah Cianfrani,,,,,,,0,42,43,42,43,3
Lucretia C Clemons,,,,,,,,0,41,40,41,3
Mark B Cohen,,,,,,,,,0,43,44,3
Vikki Kristiansson,,,,,,,,,,0,42,3
Vincent Furlong,,,,,,,,,,,0,3
Total,57,6,49,49,47,47,46,46,46,45,45,3
,City Controller,,Judge Of The Court Of Common Pleas,,,,,,,,,4
,Rebecca Rhynhart,Michael Tomlinson,Deborah Canty,Deborah Cianfrani,Mark B Cohen,Stella Tsai,Vikki Kristiansson,Lucretia C Clemons,Shanese Johnson,Zac Shaffer,Vincent Furlong,4
Rebecca Rhynhart,2,0,50,50,49,49,49,48,48,48,47,4
Michael Tomlinson,,0,1,0,1,0,0,0,0,0,0,4
Deborah Canty,,,0,49,48,47,49,48,47,48,45,4
Deborah Cianfrani,,,,0,47,46,48,47,46,47,45,4
Mark B Cohen,,,,,0,46,48,47,46,47,45,4
Stella Tsai,,,,,,1,47,47,45,47,45,4
Vikki Kristiansson,,,,,,,0,48,46,48,45,4
Lucretia C Clemons,,,,,,,,0,46,48,45,4
Shanese Johnson,,,,,,,,,0,46,44,4
Zac Shaffer,,,,,,,,,,0,45,4
Vincent Furlong,,,,,,,,,,,0,4
Total,58,2,51,50,50,50,49,48,48,48,47,4
,City Controller,,Judge Of The Court Of Common Pleas,,,,,,,,,5
