col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Justice Of The Supreme Court,,Judge Of The Superior Court,,,,,,,,,All
,Sallie Mundy,Dwayne Woodruff,Maria Mclaughlin,Emil Giordano,Mary Murray,Craig Stedman,Wade A Kagarise,Debbie Kunselman,Carolyn H Nichols,Geoff Moulton,Jules Mermelstein,All
Sallie Mundy,127,0,477,"1,833","1,812","1,692","1,639",266,232,207,78,All
Dwayne Woodruff,,24,"1,372",56,58,54,21,"1,256","1,268","1,201",62,All
Maria Mclaughlin,,,70,203,228,81,110,"1,417","1,422","1,310",65,All
Emil Giordano,,,,5,"1,646","1,619","1,587",114,42,116,49,All
Mary Murray,,,,,3,"1,566","1,541",132,122,25,54,All
Craig Stedman,,,,,,2,"1,518",87,56,74,36,All
Wade A Kagarise,,,,,,,0,19,36,55,28,All
Debbie Kunselman,,,,,,,,1,"1,348","1,271",63,All
Carolyn H Nichols,,,,,,,,,6,"1,251",50,All
Geoff Moulton,,,,,,,,,,1,29,All
Jules Mermelstein,,,,,,,,,,,3,All
Total,"2,443","1,516","1,962","1,915","1,896","1,762","1,670","1,550","1,532","1,430",145,All
,Justice Of The Supreme Court,,Judge Of The Superior Court,,,,,,,,,1
,Sallie Mundy,Dwayne Woodruff,Mary Murray,Emil Giordano,Craig Stedman,Wade A Kagarise,Maria Mclaughlin,Debbie Kunselman,Carolyn H Nichols,Geoff Moulton,Jules Mermelstein,1
Sallie Mundy,9,0,80,78,74,71,17,15,11,11,3,1
Dwayne Woodruff,,1,2,4,3,2,48,47,48,47,0,1
Mary Murray,,,0,73,69,70,9,5,4,2,1,1
Emil Giordano,,,,0,73,72,5,8,3,8,1,1
Craig Stedman,,,,,0,71,1,4,1,6,0,1
Wade A Kagarise,,,,,,0,1,0,1,3,1,1
Maria Mclaughlin,,,,,,,1,56,56,49,1,1
Debbie Kunselman,,,,,,,,0,57,54,1,1
Carolyn H Nichols,,,,,,,,,0,51,1,1
Geoff Moulton,,,,,,,,,,0,0,1
Jules Mermelstein,,,,,,,,,,,1,1
Total,106,54,83,82,77,73,68,63,60,58,4,1
,Justice Of The Supreme Court,,Judge Of The Superior Court,,,,,,,,,2
,Sallie Mundy,Dwayne Woodruff,Emil Giordano,Mary Murray,Craig Stedman,Wade A Kagarise,Maria Mclaughlin,Debbie Kunselman,Carolyn H Nichols,Geoff Moulton,Jules Mermelstein,2
Sallie Mundy,5,0,96,89,88,85,20,12,9,11,5,2
Dwayne Woodruff,,1,1,5,1,0,54,49,48,46,4,2
Emil Giordano,,,0,86,85,82,7,7,2,5,4,2
Mary Murray,,,,1,85,81,7,2,5,2,3,2
Craig Stedman,,,,,0,81,1,2,1,2,1,2
Wade A Kagarise,,,,,,0,2,0,1,1,1,2
Maria Mclaughlin,,,,,,,2,56,55,51,5,2
Debbie Kunselman,,,,,,,,0,52,53,5,2
Carolyn H Nichols,,,,,,,,,0,51,3,2
Geoff Moulton,,,,,,,,,,0,1,2
Jules Mermelstein,,,,,,,,,,,0,2
Total,120,59,97,95,89,85,77,62,58,58,9,2
,Justice Of The Supreme Court,,Judge Of The Superior Court,,,,,,,,,3
,Sallie Mundy,Dwayne Woodruff,Mary Murray,Craig Stedman,Emil Giordano,Wade A Kagarise,Maria Mclaughlin,Carolyn H Nichols,Debbie Kunselman,Geoff Moulton,Jules Mermelstein,3
Sallie Mundy,8,0,124,123,119,114,15,7,7,2,7,3
Dwayne Woodruff,,1,4,3,3,1,56,52,52,45,1,3
Mary Murray,,,0,111,112,109,11,8,7,1,5,3
Craig Stedman,,,,0,113,107,7,3,3,2,4,3
Emil Giordano,,,,,0,111,4,1,2,3,5,3
Wade A Kagarise,,,,,,0,2,0,0,1,2,3
Maria Mclaughlin,,,,,,,2,55,56,45,1,3
Carolyn H Nichols,,,,,,,,0,54,43,2,3
Debbie Kunselman,,,,,,,,,0,43,1,3
Geoff Moulton,,,,,,,,,,0,0,3
Jules Mermelstein,,,,,,,,,,,0,3
Total,156,63,129,126,123,115,75,60,59,48,8,3
,Justice Of The Supreme Court,,Judge Of The Superior Court,,,,,,,,,4
,Sallie Mundy,Dwayne Woodruff,Emil Giordano,Mary Murray,Craig Stedman,Maria Mclaughlin,Wade A Kagarise,Debbie Kunselman,Geoff Moulton,Carolyn H Nichols,Jules Mermelstein,4
Sallie Mundy,5,0,84,81,75,20,72,12,8,7,2,4
Dwayne Woodruff,,1,1,1,3,53,2,48,47,45,2,4
Emil Giordano,,,0,73,74,8,71,4,4,2,0,4
Mary Murray,,,,0,71,8,69,8,1,1,0,4
Craig Stedman,,,,,0,4,70,2,4,1,0,4
Maria Mclaughlin,,,,,,0,4,59,55,51,2,4
Wade A Kagarise,,,,,,,0,1,3,2,0,4
Debbie Kunselman,,,,,,,,0,50,48,2,4
Geoff Moulton,,,,,,,,,0,48,2,4
Carolyn H Nichols,,,,,,,,,,0,1,4
Jules Mermelstein,,,,,,,,,,,0,4
Total,108,58,85,82,78,75,74,61,57,54,4,4
,Justice Of The Supreme Court,,Judge Of The Superior Court,,,,,,,,,5
,Sallie Mundy,Dwayne Woodruff,Mary Murray,Maria Mclaughlin,Emil Giordano,Wade A Kagarise,Craig Stedman,Carolyn H Nichols,Debbie Kunselman,Geoff Moulton,Jules Mermelstein,5
Sallie Mundy,4,0,63,17,59,57,54,14,15,10,2,5
Dwayne Woodruff,,0,2,41,0,1,1,36,34,34,1,5
Mary Murray,,,0,13,50,54,49,7,6,0,2,5
Maria Mclaughlin,,,,2,5,5,2,47,45,40,1,5
Emil Giordano,,,,,0,50,48,2,5,3,1,5
Wade A Kagarise,,,,,,0,50,3,2,2,2,5
Craig Stedman,,,,,,,0,2,4,4,1,5
Carolyn H Nichols,,,,,,,,0,43,39,0,5
Debbie Kunselman,,,,,,,,,0,39,1,5
Geoff Moulton,,,,,,,,,,0,1,5
Jules Mermelstein,,,,,,,,,,,0,5
Total,84,41,66,61,59,58,55,50,49,44,3,5
,Judge Of The Superior Court,,,,,,,,,Justice Of The Supreme Court,,6
,Maria Mclaughlin,Carolyn H Nichols,Debbie Kunselman,Geoff Moulton,Mary Murray,Emil Giordano,Craig Stedman,Wade A Kagarise,Jules Mermelstein,Dwayne Woodruff,Sallie Mundy,6
Maria Mclaughlin,1,54,50,46,10,6,3,3,1,53,13,6
Carolyn H Nichols,,0,52,45,7,5,3,1,0,47,11,6
Debbie Kunselman,,,0,48,7,5,5,0,0,46,10,6
Geoff Moulton,,,,0,2,5,3,1,1,47,6,6
Mary Murray,,,,,0,41,34,36,2,4,45,6
Emil Giordano,,,,,,0,35,36,2,4,43,6
Craig Stedman,,,,,,,0,32,0,1,37,6
Wade A Kagarise,,,,,,,,0,0,1,37,6
Jules Mermelstein,,,,,,,,,0,0,2,6
Dwayne Woodruff,,,,,,,,,,2,0,6
Sallie Mundy,,,,,,,,,,,3,6
Total,68,59,57,53,50,48,39,39,2,60,60,6
,Judge Of The Superior Court,,,,,,,,,Justice Of The Supreme Court,,7
,Maria Mclaughlin,Debbie Kunselman,Carolyn H Nichols,Geoff Moulton,Mary Murray,Craig Stedman,Emil Giordano,Wade A Kagarise,Jules Mermelstein,Dwayne Woodruff,Sallie Mundy,7
Maria Mclaughlin,0,60,59,55,7,1,1,0,0,59,4,7
Debbie Kunselman,,0,58,54,5,1,3,1,0,56,5,7
Carolyn H Nichols,,,0,53,5,1,0,0,0,57,2,7
Geoff Moulton,,,,1,1,0,1,0,0,56,1,7
Mary Murray,,,,,0,23,23,21,0,3,25,7
Craig Stedman,,,,,,0,23,22,0,2,23,7
Emil Giordano,,,,,,,0,22,0,1,24,7
Wade A Kagarise,,,,,,,,0,0,1,21,7
Jules Mermelstein,,,,,,,,,0,1,0,7
Dwayne Woodruff,,,,,,,,,,0,0,7
Sallie Mundy,,,,,,,,,,,1,7
Total,67,64,61,61,29,26,26,22,1,66,30,7
,Justice Of The Supreme Court,,Judge Of The Superior Court,,,,,,,,,8
,Sallie Mundy,Dwayne Woodruff,Mary Murray,Emil Giordano,Maria Mclaughlin,Craig Stedman,Wade A Kagarise,Debbie Kunselman,Carolyn H Nichols,Geoff Moulton,Jules Mermelstein,8
Sallie Mundy,1,0,81,79,13,73,72,4,7,4,2,8
Dwayne Woodruff,,2,5,7,63,2,2,56,52,50,4,8
Mary Murray,,,0,79,13,75,73,5,6,2,2,8
Emil Giordano,,,,0,12,72,71,7,3,4,2,8
Maria Mclaughlin,,,,,2,1,2,60,55,53,4,8
Craig Stedman,,,,,,0,73,0,1,0,2,8
Wade A Kagarise,,,,,,,0,0,1,0,1,8
Debbie Kunselman,,,,,,,,0,51,48,4,8
Carolyn H Nichols,,,,,,,,,0,46,3,8
Geoff Moulton,,,,,,,,,,0,0,8
Jules Mermelstein,,,,,,,,,,,1,8
Total,94,69,89,88,79,77,76,60,59,54,7,8
,Justice Of The Supreme Court,,Judge Of The Superior Court,,,,,,,,,9
,Sallie Mundy,Dwayne Woodruff,Maria Mclaughlin,Emil Giordano,Mary Murray,Craig Stedman,Debbie Kunselman,Carolyn H Nichols,Geoff Moulton,Wade A Kagarise,Jules Mermelstein,9
Sallie Mundy,3,0,24,83,86,78,13,9,13,70,5,9
Dwayne Woodruff,,0,65,1,0,1,65,62,58,0,5,9
Maria Mclaughlin,,,2,13,12,6,73,69,64,4,5,9
Emil Giordano,,,,0,73,75,5,1,8,66,2,9
Mary Murray,,,,,0,71,7,5,2,67,4,9
Craig Stedman,,,,,,0,5,1,4,65,2,9
Debbie Kunselman,,,,,,,0,68,64,0,7,9
Carolyn H Nichols,,,,,,,,0,61,1,5,9
Geoff Moulton,,,,,,,,,0,2,3,9
Wade A Kagarise,,,,,,,,,,0,2,9
Jules Mermelstein,,,,,,,,,,,0,9
Total,108,70,94,86,86,80,79,72,71,70,10,9
,Justice Of The Supreme Court,,Judge Of The Superior Court,,,,,,,,,10
,Sallie Mundy,Dwayne Woodruff,Emil Giordano,Mary Murray,Craig Stedman,Maria Mclaughlin,Wade A Kagarise,Carolyn H Nichols,Debbie Kunselman,Geoff Moulton,Jules Mermelstein,10
Sallie Mundy,9,0,113,106,99,28,98,15,14,14,11,10
Dwayne Woodruff,,0,3,2,4,63,0,57,52,50,5,10
Emil Giordano,,,1,100,98,15,96,4,5,8,6,10
Mary Murray,,,,0,93,10,91,3,6,0,8,10
Craig Stedman,,,,,2,4,89,3,3,2,4,10
Maria Mclaughlin,,,,,,7,8,66,61,59,7,10
Wade A Kagarise,,,,,,,0,4,1,4,3,10
Carolyn H Nichols,,,,,,,,0,58,55,6,10
Debbie Kunselman,,,,,,,,,0,53,7,10
Geoff Moulton,,,,,,,,,,0,2,10
Jules Mermelstein,,,,,,,,,,,0,10
Total,147,68,120,109,106,100,99,72,66,64,16,10
,Justice Of The Supreme Court,,Judge Of The Superior Court,,,,,,,,,11
,Sallie Mundy,Dwayne Woodruff,Maria Mclaughlin,Debbie Kunselman,Mary Murray,Emil Giordano,Geoff Moulton,Carolyn H Nichols,Craig Stedman,Wade A Kagarise,Jules Mermelstein,11
Sallie Mundy,6,0,38,23,126,119,18,13,112,105,4,11
Dwayne Woodruff,,3,105,106,3,5,101,104,4,0,5,11
Maria Mclaughlin,,,10,112,22,19,107,113,4,9,1,11
Debbie Kunselman,,,,0,16,11,108,111,12,3,6,11
Mary Murray,,,,,0,104,3,10,101,97,4,11
Emil Giordano,,,,,,1,14,2,103,98,1,11
Geoff Moulton,,,,,,,0,104,11,4,5,11
Carolyn H Nichols,,,,,,,,0,2,0,4,11
Craig Stedman,,,,,,,,,0,95,3,11
Wade A Kagarise,,,,,,,,,,0,1,11
Jules Mermelstein,,,,,,,,,,,0,11
Total,164,120,158,132,131,126,121,119,116,105,9,11
,Justice Of The Supreme Court,,Judge Of The Superior Court,,,,,,,,,12
,Sallie Mundy,Dwayne Woodruff,Maria Mclaughlin,Mary Murray,Emil Giordano,Craig Stedman,Wade A Kagarise,Carolyn H Nichols,Debbie Kunselman,Geoff Moulton,Jules Mermelstein,12
Sallie Mundy,3,0,14,68,66,65,61,8,7,3,3,12
Dwayne Woodruff,,0,55,2,2,3,1,51,52,48,1,12
Maria Mclaughlin,,,0,7,7,4,3,57,55,48,3,12
Mary Murray,,,,0,62,64,61,6,3,0,2,12
Emil Giordano,,,,,1,60,58,2,4,2,1,12
Craig Stedman,,,,,,0,61,4,3,1,2,12
Wade A Kagarise,,,,,,,0,2,1,0,2,12
Carolyn H Nichols,,,,,,,,0,53,48,1,12
Debbie Kunselman,,,,,,,,,0,48,1,12
Geoff Moulton,,,,,,,,,,0,0,12
Jules Mermelstein,,,,,,,,,,,0,12
Total,85,60,71,71,70,69,63,61,59,51,4,12
,Justice Of The Supreme Court,,Judge Of The Superior Court,,,,,,,,,13
,Sallie Mundy,Dwayne Woodruff,Emil Giordano,Maria Mclaughlin,Mary Murray,Craig Stedman,Carolyn H Nichols,Geoff Moulton,Wade A Kagarise,Debbie Kunselman,Jules Mermelstein,13
Sallie Mundy,6,0,78,24,75,69,11,12,63,9,2,13
Dwayne Woodruff,,1,3,53,1,3,52,52,0,49,0,13
Emil Giordano,,,0,9,67,68,1,6,60,7,0,13
Maria Mclaughlin,,,,1,8,3,60,58,5,49,2,13
Mary Murray,,,,,0,63,4,2,55,4,1,13
Craig Stedman,,,,,,0,5,5,54,5,1,13
Carolyn H Nichols,,,,,,,1,57,2,50,1,13
Geoff Moulton,,,,,,,,0,3,51,1,13
Wade A Kagarise,,,,,,,,,0,2,0,13
Debbie Kunselman,,,,,,,,,,1,0,13
Jules Mermelstein,,,,,,,,,,,0,13
Total,108,60,81,78,76,73,65,65,63,60,2,13
,Justice Of The Supreme Court,,Judge Of The Superior Court,,,,,,,,,14
,Sallie Mundy,Dwayne Woodruff,Emil Giordano,Maria Mclaughlin,Craig Stedman,Wade A Kagarise,Mary Murray,Carolyn H Nichols,Debbie Kunselman,Geoff Moulton,Jules Mermelstein,14
Sallie Mundy,5,0,85,18,80,77,69,13,7,8,5,14
Dwayne Woodruff,,0,1,62,0,0,2,57,56,54,1,14
Emil Giordano,,,0,7,77,72,65,1,3,4,4,14
Maria Mclaughlin,,,,0,4,3,7,64,61,58,2,14
Craig Stedman,,,,,0,72,62,4,2,3,3,14
Wade A Kagarise,,,,,,0,61,5,0,1,3,14
Mary Murray,,,,,,,1,5,4,1,3,14
Carolyn H Nichols,,,,,,,,1,61,58,2,14
Debbie Kunselman,,,,,,,,,0,58,3,14
Geoff Moulton,,,,,,,,,,0,1,14
Jules Mermelstein,,,,,,,,,,,0,14
Total,109,64,88,82,81,78,73,72,66,63,7,14
,Justice Of The Supreme Court,,Judge Of The Superior Court,,,,,,,,,15
,Sallie Mundy,Dwayne Woodruff,Maria Mclaughlin,Mary Murray,Carolyn H Nichols,Emil Giordano,Debbie Kunselman,Craig Stedman,Geoff Moulton,Wade A Kagarise,Jules Mermelstein,15
Sallie Mundy,5,0,22,77,17,73,14,70,13,68,4,15
Dwayne Woodruff,,2,65,4,61,1,61,3,58,1,1,15
Maria Mclaughlin,,,4,11,71,5,69,3,66,5,1,15
Mary Murray,,,,0,8,69,7,67,1,66,2,15
Carolyn H Nichols,,,,,0,1,70,3,65,2,0,15
Emil Giordano,,,,,,1,1,64,3,64,3,15
Debbie Kunselman,,,,,,,0,5,65,0,0,15
Craig Stedman,,,,,,,,0,5,62,3,15
Geoff Moulton,,,,,,,,,0,3,1,15
Wade A Kagarise,,,,,,,,,,0,1,15
Jules Mermelstein,,,,,,,,,,,0,15
Total,104,72,91,82,78,76,75,73,71,69,5,15
,Justice Of The Supreme Court,,Judge Of The Superior Court,,,,,,,,,16
,Sallie Mundy,Dwayne Woodruff,Mary Murray,Emil Giordano,Maria Mclaughlin,Craig Stedman,Wade A Kagarise,Debbie Kunselman,Carolyn H Nichols,Geoff Moulton,Jules Mermelstein,16
Sallie Mundy,3,0,56,55,16,45,44,5,3,4,2,16
Dwayne Woodruff,,1,3,1,29,2,1,28,28,26,1,16
Mary Murray,,,0,49,9,43,42,4,4,1,2,16
Emil Giordano,,,,0,9,44,44,3,0,2,1,16
Maria Mclaughlin,,,,,2,2,3,34,30,29,1,16
Craig Stedman,,,,,,0,41,1,0,0,1,16
Wade A Kagarise,,,,,,,0,0,0,1,1,16
