col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Judge Of The Municipal Court,,Judge Of The Commonwealth Court,,,,All
,Marissa Brumbach,Matt Wolf,Irene M Clark,Ellen Ceisler,Christine Fizzano Cannon,Paul Lalley,All
Marissa Brumbach,29,"2,165","2,194","2,225",39,23,All
Matt Wolf,,23,"2,177","2,127",41,22,All
Irene M Clark,,,47,"2,144",10,11,All
Ellen Ceisler,,,,29,23,5,All
Christine Fizzano Cannon,,,,,4,34,All
Paul Lalley,,,,,,3,All
Total,"2,415","2,322","2,395","2,360",77,56,All
,Judge Of The Commonwealth Court,,,,Judge Of The Municipal Court,,1
,Irene M Clark,Ellen Ceisler,Christine Fizzano Cannon,Paul Lalley,Matt Wolf,Marissa Brumbach,1
Irene M Clark,1,43,1,0,44,44,1
Ellen Ceisler,,1,0,1,42,42,1
Christine Fizzano Cannon,,,0,1,2,2,1
Paul Lalley,,,,0,2,1,1
Matt Wolf,,,,,0,44,1
Marissa Brumbach,,,,,,0,1
Total,48,45,2,2,47,46,1
,Judge Of The Commonwealth Court,,,,Judge Of The Municipal Court,,2
,Irene M Clark,Ellen Ceisler,Christine Fizzano Cannon,Paul Lalley,Marissa Brumbach,Matt Wolf,2
Irene M Clark,3,114,0,0,119,118,2
Ellen Ceisler,,3,1,0,118,110,2
Christine Fizzano Cannon,,,0,4,0,0,2
Paul Lalley,,,,0,0,0,2
Marissa Brumbach,,,,,2,113,2
Matt Wolf,,,,,,2,2
Total,130,125,5,4,128,120,2
,Judge Of The Commonwealth Court,,,,Judge Of The Municipal Court,,3
,Irene M Clark,Ellen Ceisler,Christine Fizzano Cannon,Paul Lalley,Marissa Brumbach,Matt Wolf,3
Irene M Clark,4,131,1,0,137,132,3
Ellen Ceisler,,2,1,0,135,126,3
Christine Fizzano Cannon,,,0,4,4,4,3
Paul Lalley,,,,1,2,2,3
Marissa Brumbach,,,,,1,129,3
Matt Wolf,,,,,,2,3
Total,154,144,6,5,151,142,3
,Judge Of The Municipal Court,,Judge Of The Commonwealth Court,,,,4
,Marissa Brumbach,Matt Wolf,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,4
Marissa Brumbach,2,78,80,80,2,1,4
Matt Wolf,,0,76,77,2,1,4
Ellen Ceisler,,,0,77,2,0,4
Irene M Clark,,,,0,0,0,4
Christine Fizzano Cannon,,,,,0,2,4
Paul Lalley,,,,,,0,4
Total,89,81,84,84,4,2,4
,Judge Of The Commonwealth Court,,,,Judge Of The Municipal Court,,5
,Ellen Ceisler,Irene M Clark,Christine Fizzano Cannon,Paul Lalley,Marissa Brumbach,Matt Wolf,5
Ellen Ceisler,3,97,1,0,101,98,5
Irene M Clark,,1,0,0,101,97,5
Christine Fizzano Cannon,,,1,0,1,1,5
