col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Justice Of The Supreme Court,,Judge Of The Superior Court,,,,,,,,,All
,Dwayne Woodruff,Sallie Mundy,Carolyn H Nichols,Maria Mclaughlin,Debbie Kunselman,Geoff Moulton,Jules Mermelstein,Mary Murray,Craig Stedman,Emil Giordano,Wade A Kagarise,All
Dwayne Woodruff,21,0,863,824,797,774,35,10,6,7,1,All
Sallie Mundy,,1,6,5,5,3,1,16,15,13,14,All
Carolyn H Nichols,,,1,781,784,767,30,7,5,1,0,All
Maria Mclaughlin,,,,2,771,752,21,6,2,4,1,All
Debbie Kunselman,,,,,0,756,32,7,2,4,1,All
Geoff Moulton,,,,,,1,18,1,4,1,0,All
Jules Mermelstein,,,,,,,0,1,1,0,0,All
Mary Murray,,,,,,,,0,15,17,13,All
Craig Stedman,,,,,,,,,0,14,14,All
Emil Giordano,,,,,,,,,,1,14,All
Wade A Kagarise,,,,,,,,,,,0,All
Total,958,24,878,835,809,784,36,27,21,21,15,All
,Justice Of The Supreme Court,,Judge Of The Superior Court,,,,,,,,,1
,Dwayne Woodruff,Sallie Mundy,Carolyn H Nichols,Maria Mclaughlin,Debbie Kunselman,Geoff Moulton,Jules Mermelstein,Emil Giordano,Mary Murray,Craig Stedman,Wade A Kagarise,1
Dwayne Woodruff,1,0,68,59,57,53,3,1,0,0,0,1
Sallie Mundy,,1,1,1,1,0,0,1,2,1,1,1
Carolyn H Nichols,,,0,56,57,53,3,0,1,0,0,1
Maria Mclaughlin,,,,0,57,53,2,1,1,0,0,1
Debbie Kunselman,,,,,0,53,3,1,1,0,0,1
Geoff Moulton,,,,,,0,0,0,0,0,0,1
Jules Mermelstein,,,,,,,0,0,0,0,0,1
Emil Giordano,,,,,,,,0,1,1,1,1
Mary Murray,,,,,,,,,0,1,1,1
Craig Stedman,,,,,,,,,,0,1,1
Wade A Kagarise,,,,,,,,,,,0,1
Total,73,3,69,60,58,53,3,2,2,1,1,1
,Justice Of The Supreme Court,,Judge Of The Superior Court,,,,,,,,,2
,Dwayne Woodruff,Sallie Mundy,Maria Mclaughlin,Carolyn H Nichols,Debbie Kunselman,Geoff Moulton,Jules Mermelstein,Emil Giordano,Craig Stedman,Mary Murray,Wade A Kagarise,2
Dwayne Woodruff,1,0,45,43,43,40,4,0,0,0,0,2
Sallie Mundy,,0,0,0,0,0,0,0,0,0,0,2
Maria Mclaughlin,,,0,40,43,39,4,0,0,0,0,2
Carolyn H Nichols,,,,0,39,35,2,0,0,0,0,2
Debbie Kunselman,,,,,0,38,4,0,0,0,0,2
Geoff Moulton,,,,,,0,2,0,0,0,0,2
Jules Mermelstein,,,,,,,0,0,0,0,0,2
Emil Giordano,,,,,,,,1,0,0,0,2
Craig Stedman,,,,,,,,,0,0,0,2
Mary Murray,,,,,,,,,,0,0,2
Wade A Kagarise,,,,,,,,,,,0,2
Total,50,0,45,43,43,40,4,1,0,0,0,2
,Justice Of The Supreme Court,,Judge Of The Superior Court,,,,,,,,,3
,Dwayne Woodruff,Sallie Mundy,Carolyn H Nichols,Maria Mclaughlin,Debbie Kunselman,Geoff Moulton,Mary Murray,Jules Mermelstein,Emil Giordano,Craig Stedman,Wade A Kagarise,3
Dwayne Woodruff,4,0,122,117,107,107,3,5,2,1,0,3
Sallie Mundy,,0,1,1,1,1,2,0,2,2,2,3
Carolyn H Nichols,,,0,109,106,107,3,5,1,1,0,3
Maria Mclaughlin,,,,0,104,103,2,3,1,0,0,3
Debbie Kunselman,,,,,0,100,2,5,1,1,0,3
Geoff Moulton,,,,,,0,0,2,0,1,0,3
Mary Murray,,,,,,,0,0,4,2,2,3
Jules Mermelstein,,,,,,,,0,0,0,0,3
Emil Giordano,,,,,,,,,0,2,2,3
Craig Stedman,,,,,,,,,,0,2,3
Wade A Kagarise,,,,,,,,,,,0,3
Total,139,3,125,119,109,109,6,5,4,3,2,3
,Justice Of The Supreme Court,,Judge Of The Superior Court,,,,,,,,,4
,Dwayne Woodruff,Sallie Mundy,Carolyn H Nichols,Maria Mclaughlin,Debbie Kunselman,Geoff Moulton,Craig Stedman,Emil Giordano,Mary Murray,Wade A Kagarise,Jules Mermelstein,4
Dwayne Woodruff,1,0,99,94,92,89,2,2,2,1,0,4
Sallie Mundy,,0,1,1,0,0,1,1,1,1,0,4
Carolyn H Nichols,,,0,89,91,90,2,0,1,0,0,4
Maria Mclaughlin,,,,1,89,89,1,1,0,1,0,4
Debbie Kunselman,,,,,0,89,1,1,1,1,0,4
Geoff Moulton,,,,,,0,1,0,0,0,0,4
Craig Stedman,,,,,,,0,1,2,1,0,4
Emil Giordano,,,,,,,,0,2,2,0,4
Mary Murray,,,,,,,,,0,1,0,4
Wade A Kagarise,,,,,,,,,,0,0,4
Jules Mermelstein,,,,,,,,,,,0,4
Total,108,3,102,96,94,90,3,3,3,2,0,4
,Justice Of The Supreme Court,,Judge Of The Superior Court,,,,,,,,,5
,Dwayne Woodruff,Sallie Mundy,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Craig Stedman,Emil Giordano,Mary Murray,Wade A Kagarise,Jules Mermelstein,5
Dwayne Woodruff,0,0,32,32,31,30,0,0,0,0,0,5
Sallie Mundy,,0,0,0,0,0,3,3,3,3,0,5
Carolyn H Nichols,,,0,30,30,29,0,0,0,0,0,5
Maria Mclaughlin,,,,0,31,29,0,0,0,0,0,5
Geoff Moulton,,,,,0,29,0,0,0,0,0,5
Debbie Kunselman,,,,,,0,0,0,0,0,0,5
Craig Stedman,,,,,,,0,3,3,3,0,5
Emil Giordano,,,,,,,,0,3,3,0,5
Mary Murray,,,,,,,,,0,3,0,5
Wade A Kagarise,,,,,,,,,,0,0,5
Jules Mermelstein,,,,,,,,,,,0,5
Total,35,3,32,32,31,30,3,3,3,3,0,5
,Justice Of The Supreme Court,,Judge Of The Superior Court,,,,,,,,,6
,Dwayne Woodruff,Sallie Mundy,Carolyn H Nichols,Maria Mclaughlin,Debbie Kunselman,Geoff Moulton,Craig Stedman,Mary Murray,Emil Giordano,Jules Mermelstein,Wade A Kagarise,6
Dwayne Woodruff,7,0,177,174,162,158,3,2,2,2,0,6
Sallie Mundy,,0,1,1,1,0,2,3,1,0,2,6
