col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Judge Of The Court Of Common Pleas,,,,,,,,,All
,Vincent Furlong,Deborah Cianfrani,Stella Tsai,Deborah Canty,Vikki Kristiansson,Zac Shaffer,Lucretia C Clemons,Mark B Cohen,Shanese Johnson,All
Vincent Furlong,728,"1,115","1,070","1,064","1,070","1,056","1,024","1,009",956,All
Deborah Cianfrani,,98,"1,065","1,066","1,058","1,038","1,022","1,060",994,All
Stella Tsai,,,21,"1,114","1,116","1,101","1,099","1,017",987,All
Deborah Canty,,,,7,"1,104","1,089","1,081","1,028",995,All
Vikki Kristiansson,,,,,7,"1,102","1,090","1,018",985,All
Zac Shaffer,,,,,,7,"1,080","1,019",981,All
Lucretia C Clemons,,,,,,,5,991,984,All
Mark B Cohen,,,,,,,,11,972,All
Shanese Johnson,,,,,,,,,7,All
Total,"1,946","1,315","1,214","1,181","1,178","1,163","1,135","1,098","1,022",All
,Judge Of The Court Of Common Pleas,,,,,,,,,1
,Vincent Furlong,Deborah Cianfrani,Deborah Canty,Stella Tsai,Mark B Cohen,Vikki Kristiansson,Zac Shaffer,Lucretia C Clemons,Shanese Johnson,1
Vincent Furlong,33,38,36,37,34,35,34,34,32,1
Deborah Cianfrani,,3,33,34,35,32,32,32,31,1
Deborah Canty,,,1,36,33,36,36,34,31,1
Stella Tsai,,,,0,33,35,34,35,31,1
Mark B Cohen,,,,,0,34,32,32,30,1
Vikki Kristiansson,,,,,,0,35,35,31,1
Zac Shaffer,,,,,,,1,35,31,1
Lucretia C Clemons,,,,,,,,1,31,1
Shanese Johnson,,,,,,,,,0,1
Total,78,44,40,39,38,38,38,37,33,1
,Judge Of The Court Of Common Pleas,,,,,,,,,2
,Vincent Furlong,Deborah Cianfrani,Deborah Canty,Lucretia C Clemons,Mark B Cohen,Stella Tsai,Zac Shaffer,Vikki Kristiansson,Shanese Johnson,2
Vincent Furlong,49,53,45,46,47,46,45,44,42,2
Deborah Cianfrani,,5,46,45,48,44,45,43,41,2
Deborah Canty,,,1,45,44,43,42,43,41,2
Lucretia C Clemons,,,,0,43,44,42,45,42,2
Mark B Cohen,,,,,0,42,44,42,40,2
Stella Tsai,,,,,,0,44,44,42,2
Zac Shaffer,,,,,,,0,43,40,2
Vikki Kristiansson,,,,,,,,0,42,2
Shanese Johnson,,,,,,,,,0,2
Total,107,60,48,48,48,48,47,46,43,2
,Judge Of The Court Of Common Pleas,,,,,,,,,3
,Vincent Furlong,Deborah Cianfrani,Stella Tsai,Mark B Cohen,Zac Shaffer,Deborah Canty,Vikki Kristiansson,Lucretia C Clemons,Shanese Johnson,3
Vincent Furlong,45,36,31,30,31,29,28,27,24,3
Deborah Cianfrani,,4,29,30,29,28,26,25,24,3
Stella Tsai,,,3,29,27,28,26,25,23,3
Mark B Cohen,,,,1,28,28,26,25,24,3
Zac Shaffer,,,,,0,28,27,26,23,3
Deborah Canty,,,,,,1,26,24,23,3
Vikki Kristiansson,,,,,,,0,26,24,3
Lucretia C Clemons,,,,,,,,0,23,3
Shanese Johnson,,,,,,,,,0,3
Total,84,40,35,33,32,31,28,27,24,3
,Judge Of The Court Of Common Pleas,,,,,,,,,4
,Vincent Furlong,Deborah Cianfrani,Mark B Cohen,Stella Tsai,Zac Shaffer,Deborah Canty,Vikki Kristiansson,Lucretia C Clemons,Shanese Johnson,4
Vincent Furlong,40,25,22,22,23,21,22,21,21,4
Deborah Cianfrani,,6,25,24,24,23,22,22,22,4
Mark B Cohen,,,1,23,23,23,21,22,22,4
Stella Tsai,,,,0,23,22,21,22,22,4
Zac Shaffer,,,,,0,22,22,22,22,4
Deborah Canty,,,,,,0,21,22,22,4
Vikki Kristiansson,,,,,,,0,21,21,4
Lucretia C Clemons,,,,,,,,0,22,4
Shanese Johnson,,,,,,,,,0,4
Total,66,35,26,24,24,23,23,22,22,4
,Judge Of The Court Of Common Pleas,,,,,,,,,5
,Vincent Furlong,Deborah Cianfrani,Stella Tsai,Lucretia C Clemons,Zac Shaffer,Deborah Canty,Vikki Kristiansson,Mark B Cohen,Shanese Johnson,5
Vincent Furlong,32,36,37,36,36,36,35,35,34,5
Deborah Cianfrani,,6,39,36,35,36,36,37,35,5
Stella Tsai,,,0,39,37,39,38,37,36,5
Lucretia C Clemons,,,,0,39,39,39,37,36,5
Zac Shaffer,,,,,1,38,38,36,36,5
Deborah Canty,,,,,,0,38,37,37,5
Vikki Kristiansson,,,,,,,0,36,35,5
Mark B Cohen,,,,,,,,0,36,5
Shanese Johnson,,,,,,,,,0,5
Total,73,46,43,41,41,40,39,38,37,5
,Judge Of The Court Of Common Pleas,,,,,,,,,6
,Vincent Furlong,Deborah Cianfrani,Deborah Canty,Mark B Cohen,Stella Tsai,Vikki Kristiansson,Zac Shaffer,Lucretia C Clemons,Shanese Johnson,6
Vincent Furlong,43,79,74,68,71,67,67,64,61,6
Deborah Cianfrani,,13,72,73,68,66,64,63,64,6
Deborah Canty,,,1,69,71,67,68,66,63,6
Mark B Cohen,,,,2,64,63,62,62,62,6
Stella Tsai,,,,,0,67,67,66,64,6
Vikki Kristiansson,,,,,,0,65,63,63,6
Zac Shaffer,,,,,,,0,62,61,6
