col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Judge Of The Commonwealth Court,,,,Judge Of The Superior Court,,,,,,,,,All
,Christine Fizzano Cannon,Ellen Ceisler,Paul Lalley,Irene M Clark,Maria Mclaughlin,Mary Murray,Emil Giordano,Craig Stedman,Carolyn H Nichols,Debbie Kunselman,Wade A Kagarise,Geoff Moulton,Jules Mermelstein,All
Christine Fizzano Cannon,21,134,714,27,153,794,785,747,110,126,722,83,28,All
Ellen Ceisler,,7,15,611,764,75,77,56,684,694,43,652,44,All
Paul Lalley,,,1,17,55,720,710,703,33,31,690,22,13,All
Irene M Clark,,,,5,647,54,27,24,620,618,16,568,27,All
Maria Mclaughlin,,,,,26,114,84,43,703,705,42,640,20,All
Mary Murray,,,,,,5,750,711,77,79,715,7,16,All
Emil Giordano,,,,,,,6,731,24,59,717,40,14,All
Craig Stedman,,,,,,,,1,25,44,696,43,10,All
Carolyn H Nichols,,,,,,,,,8,681,26,631,35,All
Debbie Kunselman,,,,,,,,,,3,8,639,36,All
Wade A Kagarise,,,,,,,,,,,1,25,10,All
Geoff Moulton,,,,,,,,,,,,2,21,All
Jules Mermelstein,,,,,,,,,,,,,1,All
Total,990,871,778,706,926,880,853,810,782,782,759,704,65,All
,Judge Of The Commonwealth Court,,,,Judge Of The Superior Court,,,,,,,,,1
,Christine Fizzano Cannon,Paul Lalley,Ellen Ceisler,Irene M Clark,Mary Murray,Emil Giordano,Wade A Kagarise,Craig Stedman,Maria Mclaughlin,Carolyn H Nichols,Debbie Kunselman,Geoff Moulton,Jules Mermelstein,1
Christine Fizzano Cannon,4,55,7,2,60,58,56,55,10,7,8,5,0,1
Paul Lalley,,0,0,2,52,54,54,53,3,2,2,3,1,1
Ellen Ceisler,,,0,24,4,1,0,0,34,31,31,25,2,1
Irene M Clark,,,,0,2,1,2,1,25,26,25,24,3,1
Mary Murray,,,,,0,57,55,53,7,4,5,0,0,1
Emil Giordano,,,,,,1,56,55,3,0,2,1,0,1
Wade A Kagarise,,,,,,,0,53,2,1,0,1,1,1
Craig Stedman,,,,,,,,0,0,0,1,1,0,1
Maria Mclaughlin,,,,,,,,,0,31,33,26,1,1
Carolyn H Nichols,,,,,,,,,,0,33,29,3,1
Debbie Kunselman,,,,,,,,,,,0,29,2,1
Geoff Moulton,,,,,,,,,,,,0,2,1
Jules Mermelstein,,,,,,,,,,,,,0,1
