col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,City Controller,,Judge Of The Court Of Common Pleas,,,,,,,,,All
,Rebecca Rhynhart,Michael Tomlinson,Vincent Furlong,Stella Tsai,Lucretia C Clemons,Deborah Canty,Vikki Kristiansson,Zac Shaffer,Deborah Cianfrani,Shanese Johnson,Mark B Cohen,All
Rebecca Rhynhart,"6,420",0,"125,595","137,479","135,264","134,236","133,195","131,293","123,690","124,677","122,520",All
Michael Tomlinson,,"3,244","27,884","6,793","6,554","6,848","7,100","6,962","7,133","5,714","6,871",All
Vincent Furlong,,,738,"128,627","128,556","128,375","128,602","128,217","121,185","119,618","120,378",All
Stella Tsai,,,,355,"138,123","136,519","137,331","135,182","126,210","126,171","123,894",All
Lucretia C Clemons,,,,,195,"136,993","136,758","135,435","125,669","127,301","124,010",All
Deborah Canty,,,,,,403,"135,465","133,948","126,537","126,302","124,468",All
Vikki Kristiansson,,,,,,,175,"134,769","125,527","124,726","123,361",All
Zac Shaffer,,,,,,,,157,"124,067","124,168","123,604",All
Deborah Cianfrani,,,,,,,,,351,"124,414","123,560",All
Shanese Johnson,,,,,,,,,,412,"123,066",All
Mark B Cohen,,,,,,,,,,,491,All
Total,"159,075","33,087","156,177","146,762","144,428","143,622","142,567","140,529","132,980","132,678","131,650",All
