col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,District Attorney,,Judge Of The Superior Court,,,,,,,,,All
,Beth Grossman,Lawrence S Krasner,Maria Mclaughlin,Mary Murray,Emil Giordano,Craig Stedman,Carolyn H Nichols,Debbie Kunselman,Wade A Kagarise,Geoff Moulton,Jules Mermelstein,All
Beth Grossman,160,0,362,851,822,777,253,270,734,210,38,All
Lawrence S Krasner,,17,544,19,19,23,516,503,14,486,26,All
Maria Mclaughlin,,,12,114,84,43,703,705,42,640,20,All
Mary Murray,,,,1,750,711,77,79,715,7,16,All
Emil Giordano,,,,,1,731,24,59,717,40,14,All
Craig Stedman,,,,,,0,25,44,696,43,10,All
Carolyn H Nichols,,,,,,,3,681,26,631,35,All
Debbie Kunselman,,,,,,,,1,8,639,36,All
Wade A Kagarise,,,,,,,,,1,25,10,All
Geoff Moulton,,,,,,,,,,0,21,All
Jules Mermelstein,,,,,,,,,,,0,All
Total,"1,382",629,926,880,853,810,782,782,759,704,65,All
,District Attorney,,Judge Of The Superior Court,,,,,,,,,1
,Beth Grossman,Lawrence S Krasner,Mary Murray,Emil Giordano,Wade A Kagarise,Craig Stedman,Maria Mclaughlin,Carolyn H Nichols,Debbie Kunselman,Geoff Moulton,Jules Mermelstein,1
Beth Grossman,12,0,60,58,55,54,20,14,15,11,0,1
Lawrence S Krasner,,3,1,1,1,1,20,21,21,19,3,1
Mary Murray,,,0,57,55,53,7,4,5,0,0,1
Emil Giordano,,,,0,56,55,3,0,2,1,0,1
Wade A Kagarise,,,,,0,53,2,1,0,1,1,1
Craig Stedman,,,,,,0,0,0,1,1,0,1
Maria Mclaughlin,,,,,,,1,31,33,26,1,1
Carolyn H Nichols,,,,,,,,1,33,29,3,1
Debbie Kunselman,,,,,,,,,0,29,2,1
Geoff Moulton,,,,,,,,,,0,2,1
Jules Mermelstein,,,,,,,,,,,0,1
Total,89,28,62,60,57,56,41,36,36,30,3,1
,Judge Of The Superior Court,,,,,,,,,District Attorney,,2
,Maria Mclaughlin,Carolyn H Nichols,Debbie Kunselman,Geoff Moulton,Emil Giordano,Wade A Kagarise,Mary Murray,Craig Stedman,Jules Mermelstein,Lawrence S Krasner,Beth Grossman,2
Maria Mclaughlin,0,22,21,21,4,3,3,1,0,23,9,2
Carolyn H Nichols,,0,19,18,2,3,1,1,1,20,5,2
Debbie Kunselman,,,0,21,1,1,0,0,1,18,4,2
Geoff Moulton,,,,0,1,0,0,0,0,17,4,2
Emil Giordano,,,,,0,11,10,10,0,0,14,2
Wade A Kagarise,,,,,,1,11,9,1,2,11,2
Mary Murray,,,,,,,0,9,0,1,11,2
Craig Stedman,,,,,,,,0,0,0,10,2
Jules Mermelstein,,,,,,,,,0,1,0,2
Lawrence S Krasner,,,,,,,,,,0,0,2
Beth Grossman,,,,,,,,,,,3,2
Total,32,25,22,21,14,14,12,10,1,26,22,2
,District Attorney,,Judge Of The Superior Court,,,,,,,,,3
,Beth Grossman,Lawrence S Krasner,Mary Murray,Emil Giordano,Maria Mclaughlin,Craig Stedman,Carolyn H Nichols,Debbie Kunselman,Geoff Moulton,Wade A Kagarise,Jules Mermelstein,3
Beth Grossman,20,0,84,76,41,72,34,34,26,55,3,3
Lawrence S Krasner,,0,7,5,39,4,35,32,33,2,1,3
Mary Murray,,,1,71,16,66,13,12,1,55,2,3
Emil Giordano,,,,0,8,70,1,7,4,52,1,3
Maria Mclaughlin,,,,,0,3,62,59,52,2,0,3
Craig Stedman,,,,,,0,4,5,5,55,1,3
Carolyn H Nichols,,,,,,,0,56,52,5,2,3
Debbie Kunselman,,,,,,,,0,51,0,0,3
Geoff Moulton,,,,,,,,,0,2,1,3
Wade A Kagarise,,,,,,,,,,0,0,3
Jules Mermelstein,,,,,,,,,,,0,3
Total,148,46,92,81,80,76,69,66,59,57,4,3
,District Attorney,,Judge Of The Superior Court,,,,,,,,,4
,Beth Grossman,Lawrence S Krasner,Emil Giordano,Mary Murray,Craig Stedman,Wade A Kagarise,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Debbie Kunselman,Jules Mermelstein,4
Beth Grossman,14,0,79,81,77,76,35,27,26,26,4,4
Lawrence S Krasner,,1,3,2,2,4,26,24,24,24,2,4
Emil Giordano,,,0,75,71,76,7,2,4,3,1,4
Mary Murray,,,,0,69,73,8,5,0,6,2,4
Craig Stedman,,,,,0,73,1,3,5,1,2,4
Wade A Kagarise,,,,,,0,4,3,5,1,3,4
Maria Mclaughlin,,,,,,,1,45,44,48,1,4
Carolyn H Nichols,,,,,,,,0,43,43,3,4
Geoff Moulton,,,,,,,,,0,42,3,4
Debbie Kunselman,,,,,,,,,,0,3,4
Jules Mermelstein,,,,,,,,,,,0,4
Total,135,31,83,83,80,80,62,52,51,50,6,4
,District Attorney,,Judge Of The Superior Court,,,,,,,,,5
,Beth Grossman,Lawrence S Krasner,Emil Giordano,Mary Murray,Craig Stedman,Wade A Kagarise,Maria Mclaughlin,Carolyn H Nichols,Debbie Kunselman,Geoff Moulton,Jules Mermelstein,5
Beth Grossman,16,0,82,81,75,74,24,14,15,13,2,5
Lawrence S Krasner,,1,1,0,1,0,26,26,25,23,2,5
Emil Giordano,,,0,71,74,73,6,1,4,6,1,5
Mary Murray,,,,0,68,70,8,6,4,1,1,5
Craig Stedman,,,,,0,67,3,1,4,4,0,5
Wade A Kagarise,,,,,,0,5,1,0,3,1,5
Maria Mclaughlin,,,,,,,1,39,35,32,2,5
Carolyn H Nichols,,,,,,,,0,35,28,3,5
Debbie Kunselman,,,,,,,,,0,32,3,5
Geoff Moulton,,,,,,,,,,0,0,5
Jules Mermelstein,,,,,,,,,,,0,5
Total,121,29,83,81,76,74,51,40,40,36,4,5
,District Attorney,,Judge Of The Superior Court,,,,,,,,,6
