col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Judge Of The Court Of Common Pleas,,,,,,,,,Justice Of The Supreme Court,,All
,Vincent Furlong,Stella Tsai,Deborah Cianfrani,Deborah Canty,Mark B Cohen,Vikki Kristiansson,Zac Shaffer,Lucretia C Clemons,Shanese Johnson,Dwayne Woodruff,Sallie Mundy,All
Vincent Furlong,9,735,728,726,722,715,732,717,685,615,588,All
Stella Tsai,,0,736,748,725,744,734,752,719,655,165,All
Deborah Cianfrani,,,6,740,727,723,711,719,705,630,164,All
Deborah Canty,,,,0,724,745,731,736,709,638,161,All
Mark B Cohen,,,,,3,708,727,714,698,637,153,All
Vikki Kristiansson,,,,,,2,731,741,702,628,158,All
Zac Shaffer,,,,,,,0,742,710,632,149,All
Lucretia C Clemons,,,,,,,,2,718,632,144,All
Shanese Johnson,,,,,,,,,1,635,119,All
Dwayne Woodruff,,,,,,,,,,33,0,All
Sallie Mundy,,,,,,,,,,,70,All
Total,"1,227",832,814,812,806,801,793,792,766,816,711,All
,Justice Of The Supreme Court,,Judge Of The Court Of Common Pleas,,,,,,,,,1
,Dwayne Woodruff,Sallie Mundy,Vincent Furlong,Stella Tsai,Lucretia C Clemons,Deborah Canty,Zac Shaffer,Mark B Cohen,Shanese Johnson,Vikki Kristiansson,Deborah Cianfrani,1
Dwayne Woodruff,1,0,20,25,25,24,24,23,24,23,21,1
Sallie Mundy,,2,10,3,2,2,2,2,1,2,1,1
Vincent Furlong,,,0,23,22,22,22,22,21,22,20,1
Stella Tsai,,,,0,25,25,25,24,22,25,22,1
Lucretia C Clemons,,,,,0,25,25,23,23,25,22,1
Deborah Canty,,,,,,0,24,23,22,25,22,1
Zac Shaffer,,,,,,,0,23,23,24,21,1
Mark B Cohen,,,,,,,,0,22,23,21,1
Shanese Johnson,,,,,,,,,0,22,21,1
Vikki Kristiansson,,,,,,,,,,0,22,1
Deborah Cianfrani,,,,,,,,,,,0,1
Total,32,12,30,28,27,26,26,25,25,25,22,1
,Judge Of The Court Of Common Pleas,,,,,,,,,Justice Of The Supreme Court,,2
,Vincent Furlong,Mark B Cohen,Stella Tsai,Vikki Kristiansson,Zac Shaffer,Deborah Cianfrani,Lucretia C Clemons,Deborah Canty,Shanese Johnson,Dwayne Woodruff,Sallie Mundy,2
Vincent Furlong,0,35,33,35,35,34,34,33,33,31,11,2
Mark B Cohen,,0,38,40,40,38,39,37,37,37,3,2
Stella Tsai,,,0,38,38,37,38,37,37,38,2,2
Vikki Kristiansson,,,,0,40,38,39,37,37,37,3,2
Zac Shaffer,,,,,0,38,39,37,37,36,3,2
Deborah Cianfrani,,,,,,0,38,36,36,36,2,2
Lucretia C Clemons,,,,,,,0,37,37,36,2,2
Deborah Canty,,,,,,,,0,36,35,2,2
Shanese Johnson,,,,,,,,,0,35,1,2
Dwayne Woodruff,,,,,,,,,,0,0,2
Sallie Mundy,,,,,,,,,,,0,2
Total,43,41,41,41,40,39,39,38,37,41,13,2
,Judge Of The Court Of Common Pleas,,,,,,,,,Justice Of The Supreme Court,,3
,Vincent Furlong,Mark B Cohen,Vikki Kristiansson,Zac Shaffer,Deborah Canty,Deborah Cianfrani,Stella Tsai,Shanese Johnson,Lucretia C Clemons,Dwayne Woodruff,Sallie Mundy,3
Vincent Furlong,0,28,28,27,29,29,28,27,28,27,11,3
Mark B Cohen,,0,29,29,28,28,28,28,27,28,4,3
Vikki Kristiansson,,,0,30,30,29,31,29,29,30,1,3
Zac Shaffer,,,,0,29,28,29,29,28,31,1,3
Deborah Canty,,,,,0,30,29,28,29,29,2,3
Deborah Cianfrani,,,,,,0,29,28,29,28,3,3
Stella Tsai,,,,,,,0,29,29,29,1,3
Shanese Johnson,,,,,,,,0,28,29,1,3
Lucretia C Clemons,,,,,,,,,0,28,1,3
Dwayne Woodruff,,,,,,,,,,2,0,3
Sallie Mundy,,,,,,,,,,,0,3
Total,38,32,32,32,31,31,31,30,29,35,12,3
,Judge Of The Court Of Common Pleas,,,,,,,,,Justice Of The Supreme Court,,4
,Vincent Furlong,Mark B Cohen,Deborah Canty,Shanese Johnson,Vikki Kristiansson,Stella Tsai,Zac Shaffer,Deborah Cianfrani,Lucretia C Clemons,Dwayne Woodruff,Sallie Mundy,4
Vincent Furlong,0,35,34,33,35,33,36,34,35,29,23,4
Mark B Cohen,,0,34,33,34,33,35,34,34,33,5,4
Deborah Canty,,,0,35,35,34,34,34,33,32,4,4
Shanese Johnson,,,,0,35,33,33,34,33,33,4,4
Vikki Kristiansson,,,,,0,34,35,35,35,31,6,4
Stella Tsai,,,,,,0,33,34,33,32,4,4
