col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Judge Of The Municipal Court,,Judge Of The Court Of Common Pleas,,,,,,,,,All
,Marissa Brumbach,Matt Wolf,Stella Tsai,Deborah Canty,Lucretia C Clemons,Zac Shaffer,Shanese Johnson,Deborah Cianfrani,Vikki Kristiansson,Mark B Cohen,Vincent Furlong,All
Marissa Brumbach,9,768,803,795,792,781,778,773,782,769,760,All
Matt Wolf,,3,765,763,764,761,756,751,759,757,741,All
Stella Tsai,,,6,793,788,786,772,778,779,772,761,All
Deborah Canty,,,,3,786,783,774,783,781,770,760,All
Lucretia C Clemons,,,,,3,775,769,769,773,767,753,All
Zac Shaffer,,,,,,2,769,774,771,769,754,All
Shanese Johnson,,,,,,,3,766,764,764,744,All
Deborah Cianfrani,,,,,,,,5,767,765,751,All
Vikki Kristiansson,,,,,,,,,1,763,754,All
Mark B Cohen,,,,,,,,,,4,749,All
Vincent Furlong,,,,,,,,,,,11,All
Total,866,804,830,821,817,806,804,799,797,796,786,All
,Judge Of The Municipal Court,,Judge Of The Court Of Common Pleas,,,,,,,,,1
,Marissa Brumbach,Matt Wolf,Stella Tsai,Deborah Canty,Deborah Cianfrani,Lucretia C Clemons,Zac Shaffer,Mark B Cohen,Vikki Kristiansson,Vincent Furlong,Shanese Johnson,1
Marissa Brumbach,1,49,54,54,53,53,53,51,51,49,46,1
Matt Wolf,,0,50,49,49,50,49,49,47,47,45,1
Stella Tsai,,,1,56,56,56,56,55,53,51,47,1
Deborah Canty,,,,1,56,55,55,54,53,51,47,1
Deborah Cianfrani,,,,,1,55,55,54,53,51,47,1
Lucretia C Clemons,,,,,,0,55,54,52,51,47,1
Zac Shaffer,,,,,,,0,55,52,50,47,1
Mark B Cohen,,,,,,,,0,52,50,46,1
Vikki Kristiansson,,,,,,,,,0,50,44,1
Vincent Furlong,,,,,,,,,,1,44,1
Shanese Johnson,,,,,,,,,,,0,1
Total,59,52,59,58,57,57,57,55,53,52,48,1
,Judge Of The Municipal Court,,Judge Of The Court Of Common Pleas,,,,,,,,,2
,Marissa Brumbach,Matt Wolf,Shanese Johnson,Stella Tsai,Deborah Canty,Vikki Kristiansson,Lucretia C Clemons,Mark B Cohen,Zac Shaffer,Deborah Cianfrani,Vincent Furlong,2
Marissa Brumbach,0,40,45,46,45,44,42,43,43,42,41,2
Matt Wolf,,0,40,40,39,38,38,39,38,37,37,2
Shanese Johnson,,,0,45,43,42,42,42,42,40,39,2
Stella Tsai,,,,0,44,42,42,43,43,41,40,2
Deborah Canty,,,,,0,42,42,42,42,41,39,2
Vikki Kristiansson,,,,,,0,41,40,39,41,38,2
Lucretia C Clemons,,,,,,,0,40,40,40,37,2
Mark B Cohen,,,,,,,,0,42,39,39,2
Zac Shaffer,,,,,,,,,0,39,38,2
Deborah Cianfrani,,,,,,,,,,0,38,2
Vincent Furlong,,,,,,,,,,,0,2
Total,49,42,46,46,45,44,43,43,43,42,41,2
,Judge Of The Municipal Court,,Judge Of The Court Of Common Pleas,,,,,,,,,3
,Marissa Brumbach,Matt Wolf,Deborah Canty,Stella Tsai,Lucretia C Clemons,Shanese Johnson,Mark B Cohen,Vikki Kristiansson,Zac Shaffer,Deborah Cianfrani,Vincent Furlong,3
Marissa Brumbach,2,111,115,115,115,113,111,113,110,108,106,3
Matt Wolf,,0,113,112,110,112,110,111,109,108,104,3
Deborah Canty,,,0,114,113,114,113,113,110,110,107,3
Stella Tsai,,,,2,114,114,112,113,112,111,108,3
Lucretia C Clemons,,,,,1,114,112,111,109,109,106,3
Shanese Johnson,,,,,,0,114,113,112,111,107,3
Mark B Cohen,,,,,,,1,112,110,110,106,3
Vikki Kristiansson,,,,,,,,0,110,109,106,3
Zac Shaffer,,,,,,,,,0,109,105,3
Deborah Cianfrani,,,,,,,,,,0,106,3
Vincent Furlong,,,,,,,,,,,2,3
Total,125,115,120,120,118,118,115,115,113,112,111,3
,Judge Of The Municipal Court,,Judge Of The Court Of Common Pleas,,,,,,,,,4
,Marissa Brumbach,Matt Wolf,Deborah Canty,Zac Shaffer,Deborah Cianfrani,Shanese Johnson,Stella Tsai,Lucretia C Clemons,Mark B Cohen,Vincent Furlong,Vikki Kristiansson,4
