col_1,col_2,col_3,col_4,col_5,division
,Justice Of The Supreme Court,,City Controller,,All
,Dwayne Woodruff,Sallie Mundy,Rebecca Rhynhart,Michael Tomlinson,All
Dwayne Woodruff,290,0,"5,258",67,All
Sallie Mundy,,10,24,55,All
Rebecca Rhynhart,,,70,0,All
Michael Tomlinson,,,,9,All
Total,"5,615",89,"5,352",131,All
,Justice Of The Supreme Court,,City Controller,,1
,Dwayne Woodruff,Sallie Mundy,Rebecca Rhynhart,Michael Tomlinson,1
Dwayne Woodruff,5,0,130,5,1
Sallie Mundy,,1,0,2,1
Rebecca Rhynhart,,,3,0,1
Michael Tomlinson,,,,0,1
Total,140,3,133,7,1
,Justice Of The Supreme Court,,City Controller,,2
,Dwayne Woodruff,Sallie Mundy,Rebecca Rhynhart,Michael Tomlinson,2
Dwayne Woodruff,14,0,196,3,2
Sallie Mundy,,0,1,1,2
Rebecca Rhynhart,,,5,0,2
Michael Tomlinson,,,,0,2
Total,213,2,202,4,2
,Justice Of The Supreme Court,,City Controller,,3
,Dwayne Woodruff,Sallie Mundy,Rebecca Rhynhart,Michael Tomlinson,3
Dwayne Woodruff,10,0,186,4,3
Sallie Mundy,,1,1,4,3
Rebecca Rhynhart,,,1,0,3
Michael Tomlinson,,,,0,3
Total,200,6,188,8,3
,Justice Of The Supreme Court,,City Controller,,4
,Dwayne Woodruff,Sallie Mundy,Rebecca Rhynhart,Michael Tomlinson,4
Dwayne Woodruff,15,0,173,0,4
Sallie Mundy,,0,1,1,4
Rebecca Rhynhart,,,2,0,4
Michael Tomlinson,,,,0,4
Total,188,2,176,1,4
,Justice Of The Supreme Court,,City Controller,,5
,Dwayne Woodruff,Sallie Mundy,Rebecca Rhynhart,Michael Tomlinson,5
Dwayne Woodruff,12,0,194,2,5
Sallie Mundy,,0,0,2,5
Rebecca Rhynhart,,,1,0,5
Michael Tomlinson,,,,1,5
Total,208,2,195,5,5
,Justice Of The Supreme Court,,City Controller,,6
,Dwayne Woodruff,Sallie Mundy,Rebecca Rhynhart,Michael Tomlinson,6
Dwayne Woodruff,6,0,154,1,6
Sallie Mundy,,0,0,2,6
Rebecca Rhynhart,,,3,0,6
Michael Tomlinson,,,,0,6
Total,161,2,157,3,6
,Justice Of The Supreme Court,,City Controller,,7
,Dwayne Woodruff,Sallie Mundy,Rebecca Rhynhart,Michael Tomlinson,7
Dwayne Woodruff,10,0,208,0,7
Sallie Mundy,,1,2,1,7
Rebecca Rhynhart,,,3,0,7
Michael Tomlinson,,,,0,7
Total,218,4,213,1,7
,Justice Of The Supreme Court,,City Controller,,8
,Dwayne Woodruff,Sallie Mundy,Rebecca Rhynhart,Michael Tomlinson,8
Dwayne Woodruff,12,0,193,2,8
Sallie Mundy,,1,1,3,8
Rebecca Rhynhart,,,2,0,8
Michael Tomlinson,,,,0,8
Total,207,5,196,5,8
,Justice Of The Supreme Court,,City Controller,,9
,Dwayne Woodruff,Sallie Mundy,Rebecca Rhynhart,Michael Tomlinson,9
Dwayne Woodruff,6,0,221,3,9
Sallie Mundy,,0,2,3,9
Rebecca Rhynhart,,,3,0,9
Michael Tomlinson,,,,1,9
Total,230,5,226,7,9
,Justice Of The Supreme Court,,City Controller,,10
,Dwayne Woodruff,Sallie Mundy,Rebecca Rhynhart,Michael Tomlinson,10
Dwayne Woodruff,21,0,141,3,10
Sallie Mundy,,0,1,2,10
Rebecca Rhynhart,,,3,0,10
Michael Tomlinson,,,,0,10
Total,165,3,145,5,10
,Justice Of The Supreme Court,,City Controller,,11
