col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Judge Of The Superior Court,,,,,,,,,All
,Carolyn H Nichols,Maria Mclaughlin,Debbie Kunselman,Geoff Moulton,Jules Mermelstein,Craig Stedman,Mary Murray,Emil Giordano,Wade A Kagarise,All
Carolyn H Nichols,195,"1,887","1,852","1,853",36,17,18,9,16,All
Maria Mclaughlin,,112,"1,836","1,834",20,9,19,15,10,All
Debbie Kunselman,,,25,"1,800",23,10,10,11,5,All
Geoff Moulton,,,,17,14,12,5,5,5,All
Jules Mermelstein,,,,,3,4,2,3,4,All
Craig Stedman,,,,,,4,20,19,20,All
Mary Murray,,,,,,,1,23,24,All
Emil Giordano,,,,,,,,3,19,All
Wade A Kagarise,,,,,,,,,1,All
Total,"2,167","2,047","1,915","1,900",45,44,44,40,38,All
,Judge Of The Superior Court,,,,,,,,,1
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Emil Giordano,Mary Murray,Wade A Kagarise,Craig Stedman,Jules Mermelstein,1
Carolyn H Nichols,9,72,69,56,1,1,1,0,0,1
Maria Mclaughlin,,7,69,56,1,1,1,0,0,1
Geoff Moulton,,,1,56,0,0,1,0,0,1
Debbie Kunselman,,,,1,0,0,0,0,0,1
Emil Giordano,,,,,0,2,1,1,0,1
Mary Murray,,,,,,0,1,1,0,1
Wade A Kagarise,,,,,,,0,1,0,1
Craig Stedman,,,,,,,,0,0,1
Jules Mermelstein,,,,,,,,,0,1
Total,81,79,70,57,2,2,2,1,0,1
,Judge Of The Superior Court,,,,,,,,,2
,Carolyn H Nichols,Maria Mclaughlin,Debbie Kunselman,Geoff Moulton,Mary Murray,Craig Stedman,Emil Giordano,Jules Mermelstein,Wade A Kagarise,2
Carolyn H Nichols,17,120,117,115,3,1,0,1,1,2
Maria Mclaughlin,,5,117,117,2,2,2,1,1,2
Debbie Kunselman,,,1,113,2,2,2,0,0,2
Geoff Moulton,,,,0,0,0,1,1,0,2
Mary Murray,,,,,0,0,0,0,1,2
Craig Stedman,,,,,,0,1,0,0,2
Emil Giordano,,,,,,,0,0,0,2
Jules Mermelstein,,,,,,,,0,0,2
Wade A Kagarise,,,,,,,,,0,2
Total,139,128,120,117,3,2,2,1,1,2
,Judge Of The Superior Court,,,,,,,,,3
,Carolyn H Nichols,Maria Mclaughlin,Debbie Kunselman,Geoff Moulton,Craig Stedman,Jules Mermelstein,Wade A Kagarise,Emil Giordano,Mary Murray,3
Carolyn H Nichols,12,88,84,86,2,3,2,1,1,3
Maria Mclaughlin,,8,81,84,0,1,1,1,1,3
Debbie Kunselman,,,3,81,0,1,0,0,0,3
Geoff Moulton,,,,0,0,2,0,1,0,3
Craig Stedman,,,,,2,1,3,2,2,3
Jules Mermelstein,,,,,,1,1,0,0,3
Wade A Kagarise,,,,,,,0,2,3,3
Emil Giordano,,,,,,,,0,2,3
Mary Murray,,,,,,,,,0,3
Total,106,96,87,86,6,4,4,3,3,3
,Judge Of The Superior Court,,,,,,,,,4
,Carolyn H Nichols,Maria Mclaughlin,Debbie Kunselman,Geoff Moulton,Jules Mermelstein,Craig Stedman,Emil Giordano,Mary Murray,Wade A Kagarise,4
Carolyn H Nichols,6,49,47,45,1,0,0,0,0,4
Maria Mclaughlin,,5,48,45,2,0,1,0,0,4
Debbie Kunselman,,,1,46,1,1,1,0,0,4
Geoff Moulton,,,,0,0,1,0,0,0,4
Jules Mermelstein,,,,,0,0,1,0,0,4
Craig Stedman,,,,,,0,0,0,0,4
Emil Giordano,,,,,,,0,0,0,4
Mary Murray,,,,,,,,0,0,4
Wade A Kagarise,,,,,,,,,0,4
Total,55,55,50,46,2,1,1,0,0,4
,Judge Of The Superior Court,,,,,,,,,5
,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Debbie Kunselman,Jules Mermelstein,Wade A Kagarise,Craig Stedman,Emil Giordano,Mary Murray,5
Maria Mclaughlin,7,95,94,93,3,0,0,0,0,5
Carolyn H Nichols,,6,93,92,4,0,0,0,0,5
Geoff Moulton,,,3,91,1,0,0,0,0,5
Debbie Kunselman,,,,1,1,0,0,0,0,5
Jules Mermelstein,,,,,0,0,0,0,0,5
Wade A Kagarise,,,,,,1,1,1,1,5
Craig Stedman,,,,,,,0,1,1,5
Emil Giordano,,,,,,,,0,1,5
Mary Murray,,,,,,,,,0,5
Total,106,104,98,96,4,2,1,1,1,5
,Judge Of The Superior Court,,,,,,,,,6
,Carolyn H Nichols,Maria Mclaughlin,Debbie Kunselman,Geoff Moulton,Mary Murray,Jules Mermelstein,Craig Stedman,Wade A Kagarise,Emil Giordano,6
Carolyn H Nichols,9,93,93,92,2,1,0,0,0,6
Maria Mclaughlin,,4,94,93,3,1,0,0,0,6
Debbie Kunselman,,,1,91,2,0,0,0,0,6
Geoff Moulton,,,,0,1,1,0,0,0,6
Mary Murray,,,,,0,1,0,0,0,6
Jules Mermelstein,,,,,,0,0,0,0,6
Craig Stedman,,,,,,,0,1,0,6
Wade A Kagarise,,,,,,,,0,0,6
Emil Giordano,,,,,,,,,0,6
Total,105,100,96,94,3,2,1,1,0,6
,Judge Of The Superior Court,,,,,,,,,7
,Carolyn H Nichols,Debbie Kunselman,Geoff Moulton,Maria Mclaughlin,Craig Stedman,Emil Giordano,Wade A Kagarise,Jules Mermelstein,Mary Murray,7
Carolyn H Nichols,8,119,117,116,1,1,1,1,0,7
Debbie Kunselman,,3,121,119,0,0,1,1,0,7
Geoff Moulton,,,2,118,0,0,1,1,0,7
Maria Mclaughlin,,,,2,1,1,0,0,0,7
Craig Stedman,,,,,0,2,1,0,1,7
Emil Giordano,,,,,,0,1,0,1,7
Wade A Kagarise,,,,,,,0,0,1,7
Jules Mermelstein,,,,,,,,0,0,7
Mary Murray,,,,,,,,,0,7
Total,128,126,123,122,2,2,2,1,1,7
,Judge Of The Superior Court,,,,,,,,,8
,Carolyn H Nichols,Geoff Moulton,Debbie Kunselman,Maria Mclaughlin,Jules Mermelstein,Craig Stedman,Emil Giordano,Mary Murray,Wade A Kagarise,8
Carolyn H Nichols,9,115,112,111,5,3,1,1,0,8
Geoff Moulton,,0,111,109,2,3,0,1,0,8
Debbie Kunselman,,,1,109,4,2,0,0,0,8
Maria Mclaughlin,,,,1,2,0,0,0,0,8
Jules Mermelstein,,,,,0,0,0,0,0,8
Craig Stedman,,,,,,0,0,1,0,8
Emil Giordano,,,,,,,0,0,0,8
Mary Murray,,,,,,,,0,0,8
Wade A Kagarise,,,,,,,,,0,8
Total,129,117,115,113,5,3,1,1,0,8
,Judge Of The Superior Court,,,,,,,,,9
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Mary Murray,Craig Stedman,Jules Mermelstein,Wade A Kagarise,Emil Giordano,9
Carolyn H Nichols,12,93,94,83,0,1,3,1,0,9
Maria Mclaughlin,,4,89,79,2,0,2,1,1,9
Geoff Moulton,,,2,80,1,1,1,1,0,9
Debbie Kunselman,,,,0,1,1,2,0,0,9
Mary Murray,,,,,0,2,0,2,2,9
Craig Stedman,,,,,,0,0,2,1,9
Jules Mermelstein,,,,,,,0,0,0,9
Wade A Kagarise,,,,,,,,0,1,9
Emil Giordano,,,,,,,,,0,9
Total,112,99,97,84,4,3,3,3,2,9
,Judge Of The Superior Court,,,,,,,,,10
,Maria Mclaughlin,Carolyn H Nichols,Debbie Kunselman,Geoff Moulton,Craig Stedman,Emil Giordano,Jules Mermelstein,Wade A Kagarise,Mary Murray,10
Maria Mclaughlin,7,97,97,91,1,0,2,1,0,10
Carolyn H Nichols,,3,96,91,0,0,0,0,0,10
Debbie Kunselman,,,0,92,1,0,2,1,0,10
Geoff Moulton,,,,1,0,0,0,0,0,10
