col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Justice Of The Supreme Court,,Judge Of The Superior Court,,,,,,,,,All
,Dwayne Woodruff,Sallie Mundy,Maria Mclaughlin,Carolyn H Nichols,Debbie Kunselman,Geoff Moulton,Emil Giordano,Mary Murray,Craig Stedman,Wade A Kagarise,Jules Mermelstein,All
Dwayne Woodruff,"3,219",0,"139,517","140,293","133,572","129,001","2,384","2,429","2,011","1,028","7,033",All
Sallie Mundy,,"1,761","9,126","5,652","6,901","5,479","27,246","25,955","24,926","23,313","1,419",All
Maria Mclaughlin,,,"1,567","135,465","133,585","128,557","4,315","4,669","1,970","1,832","4,993",All
Carolyn H Nichols,,,,738,"133,424","128,591","1,631","3,405","1,599",907,"6,118",All
Debbie Kunselman,,,,,172,"128,904","3,755","3,352","2,778",547,"5,983",All
Geoff Moulton,,,,,,131,"3,520",766,"2,589","1,175","2,827",All
Emil Giordano,,,,,,,135,"23,473","23,895","22,792",905,All
Mary Murray,,,,,,,,79,"22,338","22,049",942,All
Craig Stedman,,,,,,,,,58,"21,945",604,All
Wade A Kagarise,,,,,,,,,,15,536,All
Jules Mermelstein,,,,,,,,,,,209,All
Total,"157,362","38,341","151,906","148,220","142,070","135,847","30,115","28,822","27,245","24,577","8,818",All
