col_1,col_2,col_3,col_4,col_5,division
,Justice Of The Supreme Court,,District Attorney,,All
,Dwayne Woodruff,Sallie Mundy,Lawrence S Krasner,Beth Grossman,All
Dwayne Woodruff,70,0,"3,050",429,All
Sallie Mundy,,21,152,530,All
Lawrence S Krasner,,,102,0,All
Beth Grossman,,,,84,All
Total,"3,549",703,"3,304","1,043",All
,Justice Of The Supreme Court,,District Attorney,,1
,Dwayne Woodruff,Sallie Mundy,Lawrence S Krasner,Beth Grossman,1
Dwayne Woodruff,6,0,202,32,1
Sallie Mundy,,0,14,30,1
Lawrence S Krasner,,,3,0,1
Beth Grossman,,,,2,1
Total,240,44,219,64,1
,Justice Of The Supreme Court,,District Attorney,,2
,Dwayne Woodruff,Sallie Mundy,Lawrence S Krasner,Beth Grossman,2
Dwayne Woodruff,0,0,184,36,2
Sallie Mundy,,2,10,31,2
Lawrence S Krasner,,,5,0,2
Beth Grossman,,,,8,2
Total,220,43,199,75,2
,Justice Of The Supreme Court,,District Attorney,,3
,Dwayne Woodruff,Sallie Mundy,Lawrence S Krasner,Beth Grossman,3
Dwayne Woodruff,1,0,197,19,3
Sallie Mundy,,0,7,27,3
Lawrence S Krasner,,,8,0,3
Beth Grossman,,,,2,3
Total,217,34,212,48,3
,Justice Of The Supreme Court,,District Attorney,,4
,Dwayne Woodruff,Sallie Mundy,Lawrence S Krasner,Beth Grossman,4
Dwayne Woodruff,3,0,136,11,4
Sallie Mundy,,2,7,28,4
Lawrence S Krasner,,,3,0,4
Beth Grossman,,,,4,4
Total,150,37,146,43,4
,Justice Of The Supreme Court,,District Attorney,,5
,Dwayne Woodruff,Sallie Mundy,Lawrence S Krasner,Beth Grossman,5
Dwayne Woodruff,1,0,126,32,5
Sallie Mundy,,0,8,34,5
Lawrence S Krasner,,,4,0,5
Beth Grossman,,,,10,5
Total,159,42,138,76,5
,Justice Of The Supreme Court,,District Attorney,,6
,Dwayne Woodruff,Sallie Mundy,Lawrence S Krasner,Beth Grossman,6
Dwayne Woodruff,13,0,280,54,6
Sallie Mundy,,2,17,66,6
Lawrence S Krasner,,,27,0,6
Beth Grossman,,,,13,6
Total,347,85,324,133,6
,District Attorney,,Justice Of The Supreme Court,,7
,Lawrence S Krasner,Beth Grossman,Dwayne Woodruff,Sallie Mundy,7
Lawrence S Krasner,7,0,152,4,7
Beth Grossman,,0,7,10,7
Dwayne Woodruff,,,2,0,7
Sallie Mundy,,,,0,7
Total,163,17,161,14,7
,Justice Of The Supreme Court,,District Attorney,,8
,Dwayne Woodruff,Sallie Mundy,Lawrence S Krasner,Beth Grossman,8
Dwayne Woodruff,2,0,146,23,8
Sallie Mundy,,0,5,24,8
Lawrence S Krasner,,,3,0,8
Beth Grossman,,,,3,8
Total,171,29,154,50,8
,Justice Of The Supreme Court,,District Attorney,,9
,Dwayne Woodruff,Sallie Mundy,Lawrence S Krasner,Beth Grossman,9
Dwayne Woodruff,2,0,140,29,9
Sallie Mundy,,3,10,43,9
Lawrence S Krasner,,,4,0,9
Beth Grossman,,,,14,9
Total,171,56,154,86,9
,Justice Of The Supreme Court,,District Attorney,,10
,Dwayne Woodruff,Sallie Mundy,Lawrence S Krasner,Beth Grossman,10
Dwayne Woodruff,4,0,150,6,10
Sallie Mundy,,2,5,6,10
Lawrence S Krasner,,,2,0,10
Beth Grossman,,,,4,10
Total,160,13,157,16,10
,Justice Of The Supreme Court,,District Attorney,,11
,Dwayne Woodruff,Sallie Mundy,Lawrence S Krasner,Beth Grossman,11
Dwayne Woodruff,8,0,109,5,11
Sallie Mundy,,0,3,10,11
Lawrence S Krasner,,,4,0,11
Beth Grossman,,,,1,11
Total,122,13,116,16,11
,Justice Of The Supreme Court,,District Attorney,,12
,Dwayne Woodruff,Sallie Mundy,Lawrence S Krasner,Beth Grossman,12
Dwayne Woodruff,1,0,168,18,12
Sallie Mundy,,1,8,27,12
Lawrence S Krasner,,,2,0,12
Beth Grossman,,,,6,12
Total,187,36,178,51,12
,Justice Of The Supreme Court,,District Attorney,,13
,Dwayne Woodruff,Sallie Mundy,Lawrence S Krasner,Beth Grossman,13
Dwayne Woodruff,5,0,124,21,13
Sallie Mundy,,0,5,19,13
Lawrence S Krasner,,,4,0,13
Beth Grossman,,,,2,13
Total,150,24,133,42,13
,Justice Of The Supreme Court,,District Attorney,,14
,Dwayne Woodruff,Sallie Mundy,Lawrence S Krasner,Beth Grossman,14
Dwayne Woodruff,3,0,176,30,14
Sallie Mundy,,2,7,33,14
Lawrence S Krasner,,,5,0,14
Beth Grossman,,,,2,14
Total,209,42,188,65,14
,Justice Of The Supreme Court,,District Attorney,,15
,Dwayne Woodruff,Sallie Mundy,Lawrence S Krasner,Beth Grossman,15
Dwayne Woodruff,6,0,116,12,15
Sallie Mundy,,0,6,15,15
Lawrence S Krasner,,,2,0,15
Beth Grossman,,,,0,15
Total,134,21,124,27,15
,Justice Of The Supreme Court,,District Attorney,,16
,Dwayne Woodruff,Sallie Mundy,Lawrence S Krasner,Beth Grossman,16
Dwayne Woodruff,5,0,157,30,16
Sallie Mundy,,3,13,30,16
Lawrence S Krasner,,,2,0,16
Beth Grossman,,,,4,16
Total,192,46,172,64,16
,Justice Of The Supreme Court,,District Attorney,,17
,Dwayne Woodruff,Sallie Mundy,Lawrence S Krasner,Beth Grossman,17
Dwayne Woodruff,3,0,172,23,17
Sallie Mundy,,2,6,35,17
Lawrence S Krasner,,,4,0,17
Beth Grossman,,,,2,17
Total,198,43,182,60,17
,Justice Of The Supreme Court,,District Attorney,,18
,Dwayne Woodruff,Sallie Mundy,Lawrence S Krasner,Beth Grossman,18
Dwayne Woodruff,3,0,172,21,18
Sallie Mundy,,1,7,33,18
Lawrence S Krasner,,,8,0,18
Beth Grossman,,,,5,18
Total,196,41,187,59,18
,Justice Of The Supreme Court,,District Attorney,,19
,Dwayne Woodruff,Sallie Mundy,Lawrence S Krasner,Beth Grossman,19
Dwayne Woodruff,2,0,143,20,19
Sallie Mundy,,1,10,29,19
Lawrence S Krasner,,,5,0,19
Beth Grossman,,,,2,19
Total,165,40,158,51,19
