col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Commonwealth Court,,,,All
,Vincent Furlong,Deborah Cianfrani,Stella Tsai,Deborah Canty,Vikki Kristiansson,Zac Shaffer,Lucretia C Clemons,Mark B Cohen,Shanese Johnson,Ellen Ceisler,Christine Fizzano Cannon,Irene M Clark,Paul Lalley,All
Vincent Furlong,19,"1,115","1,070","1,064","1,070","1,056","1,024","1,009",956,988,987,860,783,All
Deborah Cianfrani,,23,"1,065","1,066","1,058","1,038","1,022","1,060",994,995,321,889,159,All
Stella Tsai,,,4,"1,114","1,116","1,101","1,099","1,017",987,"1,034",234,889,100,All
Deborah Canty,,,,1,"1,104","1,089","1,081","1,028",995,"1,008",238,874,106,All
Vikki Kristiansson,,,,,2,"1,102","1,090","1,018",985,"1,010",233,877,101,All
Zac Shaffer,,,,,,2,"1,080","1,019",981,"1,001",223,875,99,All
Lucretia C Clemons,,,,,,,2,991,984,993,195,873,85,All
Mark B Cohen,,,,,,,,4,972,924,196,845,104,All
Shanese Johnson,,,,,,,,,3,889,155,821,86,All
Ellen Ceisler,,,,,,,,,,37,154,917,13,All
Christine Fizzano Cannon,,,,,,,,,,,63,21,810,All
Irene M Clark,,,,,,,,,,,,4,7,All
Paul Lalley,,,,,,,,,,,,,10,All
Total,"1,946","1,315","1,214","1,181","1,178","1,163","1,135","1,098","1,022","1,234","1,191",991,861,All
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Commonwealth Court,,,,1
,Vincent Furlong,Deborah Cianfrani,Deborah Canty,Stella Tsai,Mark B Cohen,Vikki Kristiansson,Zac Shaffer,Lucretia C Clemons,Shanese Johnson,Christine Fizzano Cannon,Paul Lalley,Ellen Ceisler,Irene M Clark,1
Vincent Furlong,0,38,36,37,34,35,34,34,32,54,42,26,27,1
Deborah Cianfrani,,1,33,34,35,32,32,32,31,20,9,24,25,1
Deborah Canty,,,0,36,33,36,36,34,31,20,9,24,23,1
Stella Tsai,,,,0,33,35,34,35,31,19,10,23,23,1
Mark B Cohen,,,,,0,34,32,32,30,15,8,22,23,1
Vikki Kristiansson,,,,,,0,35,35,31,17,9,23,22,1
Zac Shaffer,,,,,,,0,35,31,17,9,23,23,1
Lucretia C Clemons,,,,,,,,0,31,16,9,23,22,1
Shanese Johnson,,,,,,,,,0,13,7,22,22,1
Christine Fizzano Cannon,,,,,,,,,,4,45,4,5,1
Paul Lalley,,,,,,,,,,,0,1,0,1
Ellen Ceisler,,,,,,,,,,,,3,24,1
Irene M Clark,,,,,,,,,,,,,1,1
Total,78,44,40,39,38,38,38,37,33,67,47,37,30,1
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Commonwealth Court,,,,2
,Vincent Furlong,Deborah Cianfrani,Deborah Canty,Lucretia C Clemons,Mark B Cohen,Stella Tsai,Zac Shaffer,Vikki Kristiansson,Shanese Johnson,Christine Fizzano Cannon,Paul Lalley,Ellen Ceisler,Irene M Clark,2
Vincent Furlong,2,53,45,46,47,46,45,44,42,68,52,41,32,2
Deborah Cianfrani,,1,46,45,48,44,45,43,41,20,10,38,33,2
Deborah Canty,,,0,45,44,43,42,43,41,14,8,35,31,2
Lucretia C Clemons,,,,0,43,44,42,45,42,12,6,37,33,2
Mark B Cohen,,,,,0,42,44,42,40,12,7,36,32,2
Stella Tsai,,,,,,0,44,44,42,12,5,38,33,2
Zac Shaffer,,,,,,,0,43,40,11,5,37,32,2
Vikki Kristiansson,,,,,,,,0,42,10,5,37,33,2
Shanese Johnson,,,,,,,,,0,10,6,33,31,2
Christine Fizzano Cannon,,,,,,,,,,4,55,9,1,2
Paul Lalley,,,,,,,,,,,2,1,0,2
Ellen Ceisler,,,,,,,,,,,,1,33,2
Irene M Clark,,,,,,,,,,,,,0,2
Total,107,60,48,48,48,48,47,46,43,79,58,47,37,2
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Commonwealth Court,,,,3
,Vincent Furlong,Deborah Cianfrani,Stella Tsai,Mark B Cohen,Zac Shaffer,Deborah Canty,Vikki Kristiansson,Lucretia C Clemons,Shanese Johnson,Christine Fizzano Cannon,Paul Lalley,Ellen Ceisler,Irene M Clark,3
Vincent Furlong,0,36,31,30,31,29,28,27,24,67,54,23,15,3
Deborah Cianfrani,,0,29,30,29,28,26,25,24,22,11,23,15,3
Stella Tsai,,,1,29,27,28,26,25,23,18,6,20,14,3
Mark B Cohen,,,,0,28,28,26,25,24,15,6,22,17,3
Zac Shaffer,,,,,0,28,27,26,23,15,5,24,16,3
Deborah Canty,,,,,,0,26,24,23,15,6,22,16,3
Vikki Kristiansson,,,,,,,0,26,24,12,5,20,15,3
Lucretia C Clemons,,,,,,,,0,23,10,4,19,15,3
Shanese Johnson,,,,,,,,,0,10,5,16,14,3
Christine Fizzano Cannon,,,,,,,,,,4,56,9,1,3
Paul Lalley,,,,,,,,,,,1,0,0,3
Ellen Ceisler,,,,,,,,,,,,1,16,3
Irene M Clark,,,,,,,,,,,,,0,3
Total,84,40,35,33,32,31,28,27,24,78,58,30,18,3
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Commonwealth Court,,,,4
,Vincent Furlong,Deborah Cianfrani,Mark B Cohen,Stella Tsai,Zac Shaffer,Deborah Canty,Vikki Kristiansson,Lucretia C Clemons,Shanese Johnson,Christine Fizzano Cannon,Paul Lalley,Ellen Ceisler,Irene M Clark,4
Vincent Furlong,0,25,22,22,23,21,22,21,21,42,36,22,22,4
Deborah Cianfrani,,1,25,24,24,23,22,22,22,8,1,25,24,4
Mark B Cohen,,,0,23,23,23,21,22,22,2,1,22,23,4
Stella Tsai,,,,0,23,22,21,22,22,2,1,22,21,4
Zac Shaffer,,,,,0,22,22,22,22,1,1,21,22,4
Deborah Canty,,,,,,0,21,22,22,1,1,21,21,4
Vikki Kristiansson,,,,,,,0,21,21,1,0,21,21,4
Lucretia C Clemons,,,,,,,,0,22,1,1,20,20,4
Shanese Johnson,,,,,,,,,0,1,1,20,20,4
Christine Fizzano Cannon,,,,,,,,,,3,38,4,0,4
Paul Lalley,,,,,,,,,,,0,0,0,4
Ellen Ceisler,,,,,,,,,,,,0,25,4
Irene M Clark,,,,,,,,,,,,,0,4
Total,66,35,26,24,24,23,23,22,22,56,40,30,27,4
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Commonwealth Court,,,,5
,Vincent Furlong,Deborah Cianfrani,Stella Tsai,Lucretia C Clemons,Zac Shaffer,Deborah Canty,Vikki Kristiansson,Mark B Cohen,Shanese Johnson,Christine Fizzano Cannon,Ellen Ceisler,Irene M Clark,Paul Lalley,5
Vincent Furlong,1,36,37,36,36,36,35,35,34,38,35,31,32,5
Deborah Cianfrani,,0,39,36,35,36,36,37,35,11,39,34,3,5
Stella Tsai,,,0,39,37,39,38,37,36,6,39,34,1,5
Lucretia C Clemons,,,,0,39,39,39,37,36,5,39,33,1,5
Zac Shaffer,,,,,0,38,38,36,36,6,37,33,2,5
Deborah Canty,,,,,,0,38,37,37,5,37,33,1,5
Vikki Kristiansson,,,,,,,0,36,35,5,37,32,1,5
Mark B Cohen,,,,,,,,0,36,4,36,34,1,5
Shanese Johnson,,,,,,,,,0,3,35,33,1,5
Christine Fizzano Cannon,,,,,,,,,,4,8,0,36,5
Ellen Ceisler,,,,,,,,,,,3,34,0,5
Irene M Clark,,,,,,,,,,,,1,0,5
Paul Lalley,,,,,,,,,,,,,0,5
Total,73,46,43,41,41,40,39,38,37,53,48,36,36,5
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Commonwealth Court,,,,6
,Vincent Furlong,Deborah Cianfrani,Deborah Canty,Mark B Cohen,Stella Tsai,Vikki Kristiansson,Zac Shaffer,Lucretia C Clemons,Shanese Johnson,Christine Fizzano Cannon,Ellen Ceisler,Paul Lalley,Irene M Clark,6
Vincent Furlong,1,79,74,68,71,67,67,64,61,67,56,57,52,6
Deborah Cianfrani,,3,72,73,68,66,64,63,64,31,56,23,52,6
Deborah Canty,,,0,69,71,67,68,66,63,24,51,17,48,6
Mark B Cohen,,,,1,64,63,62,62,62,19,49,18,47,6
Stella Tsai,,,,,0,67,67,66,64,24,49,16,46,6
Vikki Kristiansson,,,,,,0,65,63,63,21,46,16,45,6
Zac Shaffer,,,,,,,0,62,61,21,47,17,43,6
Lucretia C Clemons,,,,,,,,0,63,18,46,13,45,6
Shanese Johnson,,,,,,,,,0,17,44,15,45,6
Christine Fizzano Cannon,,,,,,,,,,9,7,55,1,6
Ellen Ceisler,,,,,,,,,,,1,2,47,6
Paul Lalley,,,,,,,,,,,,2,2,6
Irene M Clark,,,,,,,,,,,,,1,6
Total,129,98,78,75,74,70,69,67,66,88,65,63,56,6
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Commonwealth Court,,,,7
,Vincent Furlong,Deborah Cianfrani,Vikki Kristiansson,Stella Tsai,Deborah Canty,Zac Shaffer,Mark B Cohen,Lucretia C Clemons,Shanese Johnson,Christine Fizzano Cannon,Ellen Ceisler,Paul Lalley,Irene M Clark,7
Vincent Furlong,2,30,26,24,26,24,26,22,24,40,21,31,16,7
Deborah Cianfrani,,1,28,27,29,27,28,23,26,16,25,7,18,7
Vikki Kristiansson,,,0,29,27,28,26,27,26,12,26,4,19,7
Stella Tsai,,,,0,29,28,26,27,25,9,29,2,20,7
Deborah Canty,,,,,0,28,28,25,26,11,25,4,17,7
Zac Shaffer,,,,,,0,27,27,26,10,24,3,19,7
Mark B Cohen,,,,,,,0,24,26,12,22,4,17,7
Lucretia C Clemons,,,,,,,,0,24,8,23,1,18,7
Shanese Johnson,,,,,,,,,0,10,21,2,16,7
Christine Fizzano Cannon,,,,,,,,,,4,6,31,2,7
Ellen Ceisler,,,,,,,,,,,2,1,20,7
Paul Lalley,,,,,,,,,,,,0,0,7
Irene M Clark,,,,,,,,,,,,,0,7
Total,59,39,34,33,31,31,29,27,27,50,33,33,23,7
,Judge Of The Court Of Common Pleas,,,,,,,,,Judge Of The Commonwealth Court,,,,8
,Vincent Furlong,Deborah Canty,Deborah Cianfrani,Stella Tsai,Vikki Kristiansson,Zac Shaffer,Lucretia C Clemons,Mark B Cohen,Shanese Johnson,Christine Fizzano Cannon,Paul Lalley,Ellen Ceisler,Irene M Clark,8
Vincent Furlong,0,53,50,51,53,52,51,46,44,50,46,43,37,8
Deborah Canty,,0,50,53,54,53,52,47,45,13,8,44,38,8
Deborah Cianfrani,,,1,48,48,47,46,47,44,16,10,38,34,8
Stella Tsai,,,,0,52,51,52,46,43,12,6,44,38,8
Vikki Kristiansson,,,,,0,53,52,46,44,13,8,43,38,8
Zac Shaffer,,,,,,0,51,46,43,14,9,42,38,8
Lucretia C Clemons,,,,,,,0,45,43,11,6,43,38,8
Mark B Cohen,,,,,,,,1,43,11,7,39,35,8
Shanese Johnson,,,,,,,,,1,9,6,38,32,8
Christine Fizzano Cannon,,,,,,,,,,2,47,3,1,8
Paul Lalley,,,,,,,,,,,1,1,0,8
Ellen Ceisler,,,,,,,,,,,,1,37,8
