col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Judge Of The Superior Court,,,,,,,,,Judge Of The Municipal Court,,All
,Carolyn H Nichols,Maria Mclaughlin,Debbie Kunselman,Geoff Moulton,Mary Murray,Craig Stedman,Emil Giordano,Jules Mermelstein,Wade A Kagarise,Marissa Brumbach,Matt Wolf,All
Carolyn H Nichols,27,"1,178","1,164","1,153",13,11,6,23,4,"1,199","1,152",All
Maria Mclaughlin,,16,"1,155","1,137",11,4,7,8,5,"1,200","1,155",All
Debbie Kunselman,,,5,"1,125",10,7,8,21,3,"1,143","1,125",All
Geoff Moulton,,,,5,3,4,3,6,4,"1,128","1,121",All
Mary Murray,,,,,0,20,18,1,15,16,13,All
Craig Stedman,,,,,,0,16,1,15,13,10,All
Emil Giordano,,,,,,,0,1,17,11,8,All
Jules Mermelstein,,,,,,,,0,1,19,7,All
Wade A Kagarise,,,,,,,,,1,7,6,All
Marissa Brumbach,,,,,,,,,,9,"1,135",All
Matt Wolf,,,,,,,,,,,7,All
Total,"1,318","1,308","1,215","1,187",34,30,28,28,23,"1,308","1,243",All
,Judge Of The Superior Court,,,,,,,,,Judge Of The Municipal Court,,1
,Maria Mclaughlin,Carolyn H Nichols,Debbie Kunselman,Geoff Moulton,Craig Stedman,Emil Giordano,Jules Mermelstein,Mary Murray,Wade A Kagarise,Marissa Brumbach,Matt Wolf,1
Maria Mclaughlin,1,24,24,23,0,0,1,0,0,22,21,1
Carolyn H Nichols,,0,24,22,0,0,2,0,0,24,20,1
Debbie Kunselman,,,0,23,0,0,2,0,0,22,21,1
Geoff Moulton,,,,0,0,0,0,0,0,20,20,1
Craig Stedman,,,,,0,2,0,2,2,0,0,1
Emil Giordano,,,,,,0,0,2,2,0,0,1
Jules Mermelstein,,,,,,,0,0,0,2,0,1
Mary Murray,,,,,,,,0,2,0,0,1
Wade A Kagarise,,,,,,,,,0,0,0,1
Marissa Brumbach,,,,,,,,,,0,20,1
Matt Wolf,,,,,,,,,,,0,1
Total,28,27,26,23,2,2,2,2,2,26,23,1
,Judge Of The Superior Court,,,,,,,,,Judge Of The Municipal Court,,2
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Emil Giordano,Jules Mermelstein,Mary Murray,Wade A Kagarise,Craig Stedman,Marissa Brumbach,Matt Wolf,2
Carolyn H Nichols,3,69,66,68,0,1,1,1,0,69,66,2
Maria Mclaughlin,,0,66,66,0,0,1,1,0,72,66,2
Geoff Moulton,,,0,66,1,1,0,1,0,65,63,2
Debbie Kunselman,,,,0,0,2,1,0,0,65,63,2
Emil Giordano,,,,,0,0,1,1,1,0,0,2
Jules Mermelstein,,,,,,0,0,0,0,0,0,2
Mary Murray,,,,,,,0,1,1,1,1,2
Wade A Kagarise,,,,,,,,0,1,0,0,2
Craig Stedman,,,,,,,,,0,0,0,2
Marissa Brumbach,,,,,,,,,,0,65,2
Matt Wolf,,,,,,,,,,,1,2
Total,77,76,70,69,2,2,2,2,1,75,71,2
,Judge Of The Superior Court,,,,,,,,,Judge Of The Municipal Court,,3
,Carolyn H Nichols,Maria Mclaughlin,Debbie Kunselman,Geoff Moulton,Craig Stedman,Jules Mermelstein,Mary Murray,Emil Giordano,Wade A Kagarise,Matt Wolf,Marissa Brumbach,3
Carolyn H Nichols,1,61,62,62,1,1,1,0,0,63,62,3
Maria Mclaughlin,,0,61,60,0,1,0,0,0,62,63,3
Debbie Kunselman,,,0,60,0,1,0,0,0,60,61,3
Geoff Moulton,,,,0,1,0,1,0,0,62,60,3
Craig Stedman,,,,,0,0,1,0,0,1,1,3
Jules Mermelstein,,,,,,0,0,0,0,0,1,3
Mary Murray,,,,,,,0,0,0,1,1,3
Emil Giordano,,,,,,,,0,0,0,0,3
Wade A Kagarise,,,,,,,,,0,0,0,3
Matt Wolf,,,,,,,,,,1,60,3
Marissa Brumbach,,,,,,,,,,,0,3
Total,66,66,62,62,1,1,1,0,0,66,65,3
,Judge Of The Municipal Court,,Judge Of The Superior Court,,,,,,,,,4
,Marissa Brumbach,Matt Wolf,Carolyn H Nichols,Maria Mclaughlin,Debbie Kunselman,Geoff Moulton,Jules Mermelstein,Mary Murray,Wade A Kagarise,Craig Stedman,Emil Giordano,4
Marissa Brumbach,1,19,22,24,21,20,1,1,1,0,0,4
Matt Wolf,,0,20,19,18,18,0,1,1,0,0,4
Carolyn H Nichols,,,0,21,22,21,1,1,1,0,0,4
Maria Mclaughlin,,,,0,20,20,0,1,1,0,0,4
Debbie Kunselman,,,,,1,20,1,0,0,0,0,4
Geoff Moulton,,,,,,0,0,0,0,0,0,4
Jules Mermelstein,,,,,,,0,0,0,0,0,4
Mary Murray,,,,,,,,0,1,0,0,4
Wade A Kagarise,,,,,,,,,0,0,0,4
Craig Stedman,,,,,,,,,,0,0,4
Emil Giordano,,,,,,,,,,,0,4
Total,26,20,25,24,23,21,1,1,1,0,0,4
,Judge Of The Municipal Court,,Judge Of The Superior Court,,,,,,,,,5
,Marissa Brumbach,Matt Wolf,Geoff Moulton,Carolyn H Nichols,Maria Mclaughlin,Debbie Kunselman,Craig Stedman,Mary Murray,Emil Giordano,Jules Mermelstein,Wade A Kagarise,5
Marissa Brumbach,0,36,37,36,35,34,2,1,0,1,1,5
Matt Wolf,,0,36,34,36,34,1,2,1,1,1,5
Geoff Moulton,,,0,36,35,35,1,1,0,1,1,5
Carolyn H Nichols,,,,0,34,35,0,0,0,1,0,5
Maria Mclaughlin,,,,,0,34,0,1,1,0,0,5
Debbie Kunselman,,,,,,0,0,1,1,1,0,5
Craig Stedman,,,,,,,0,1,0,0,1,5
Mary Murray,,,,,,,,0,1,0,1,5
Emil Giordano,,,,,,,,,0,0,0,5
Jules Mermelstein,,,,,,,,,,0,0,5
Wade A Kagarise,,,,,,,,,,,0,5
Total,42,38,39,38,38,37,2,2,1,1,1,5
,Judge Of The Superior Court,,,,,,,,,Judge Of The Municipal Court,,6
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Mary Murray,Emil Giordano,Jules Mermelstein,Wade A Kagarise,Craig Stedman,Marissa Brumbach,Matt Wolf,6
