col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Judge Of The Municipal Court,,Judge Of The Superior Court,,,,,,,,,All
,Marissa Brumbach,Matt Wolf,Maria Mclaughlin,Carolyn H Nichols,Debbie Kunselman,Geoff Moulton,Emil Giordano,Mary Murray,Craig Stedman,Wade A Kagarise,Jules Mermelstein,All
Marissa Brumbach,996,"133,553","137,802","134,636","132,235","126,799","8,586","7,802","6,756","5,151","6,929",All
Matt Wolf,,630,"130,390","129,285","127,553","123,992","8,019","7,277","6,891","4,944","6,030",All
Maria Mclaughlin,,,"2,289","135,465","133,585","128,557","4,315","4,669","1,970","1,832","4,993",All
Carolyn H Nichols,,,,"2,593","133,424","128,591","1,631","3,405","1,599",907,"6,118",All
Debbie Kunselman,,,,,411,"128,904","3,755","3,352","2,778",547,"5,983",All
Geoff Moulton,,,,,,348,"3,520",766,"2,589","1,175","2,827",All
Emil Giordano,,,,,,,599,"23,473","23,895","22,792",905,All
Mary Murray,,,,,,,,605,"22,338","22,049",942,All
Craig Stedman,,,,,,,,,420,"21,945",604,All
Wade A Kagarise,,,,,,,,,,112,536,All
Jules Mermelstein,,,,,,,,,,,389,All
Total,"153,343","144,373","151,906","148,220","142,070","135,847","30,115","28,822","27,245","24,577","8,818",All
