col_1,col_2,col_3,col_4,col_5,division
,District Attorney,,City Controller,,All
,Beth Grossman,Lawrence S Krasner,Michael Tomlinson,Rebecca Rhynhart,All
Beth Grossman,159,0,"1,361",415,All
Lawrence S Krasner,,42,58,894,All
Michael Tomlinson,,,20,0,All
Rebecca Rhynhart,,,,29,All
Total,"1,935",994,"1,439","1,338",All
,District Attorney,,City Controller,,1
,Beth Grossman,Lawrence S Krasner,Michael Tomlinson,Rebecca Rhynhart,1
Beth Grossman,14,0,155,54,1
Lawrence S Krasner,,2,4,26,1
Michael Tomlinson,,,0,0,1
Rebecca Rhynhart,,,,3,1
Total,223,32,159,83,1
,District Attorney,,City Controller,,2
,Beth Grossman,Lawrence S Krasner,Michael Tomlinson,Rebecca Rhynhart,2
Beth Grossman,27,0,110,35,2
Lawrence S Krasner,,2,3,26,2
Michael Tomlinson,,,3,0,2
Rebecca Rhynhart,,,,2,2
Total,172,31,116,63,2
,District Attorney,,City Controller,,3
,Beth Grossman,Lawrence S Krasner,Michael Tomlinson,Rebecca Rhynhart,3
Beth Grossman,3,0,36,12,3
Lawrence S Krasner,,1,2,21,3
Michael Tomlinson,,,0,0,3
Rebecca Rhynhart,,,,0,3
Total,51,24,38,33,3
,District Attorney,,City Controller,,4
,Beth Grossman,Lawrence S Krasner,Rebecca Rhynhart,Michael Tomlinson,4
Beth Grossman,11,0,35,87,4
Lawrence S Krasner,,1,91,2,4
Rebecca Rhynhart,,,7,0,4
Michael Tomlinson,,,,3,4
Total,133,94,133,92,4
,District Attorney,,City Controller,,5
,Beth Grossman,Lawrence S Krasner,Michael Tomlinson,Rebecca Rhynhart,5
Beth Grossman,1,0,28,6,5
Lawrence S Krasner,,2,2,21,5
Michael Tomlinson,,,1,0,5
Rebecca Rhynhart,,,,0,5
Total,35,25,31,27,5
,City Controller,,District Attorney,,6
,Rebecca Rhynhart,Michael Tomlinson,Lawrence S Krasner,Beth Grossman,6
Rebecca Rhynhart,1,0,16,3,6
Michael Tomlinson,,0,1,13,6
Lawrence S Krasner,,,1,0,6
Beth Grossman,,,,1,6
Total,20,14,18,17,6
,District Attorney,,City Controller,,7
,Beth Grossman,Lawrence S Krasner,Michael Tomlinson,Rebecca Rhynhart,7
Beth Grossman,17,0,147,38,7
Lawrence S Krasner,,5,9,62,7
Michael Tomlinson,,,1,0,7
Rebecca Rhynhart,,,,4,7
Total,202,76,157,104,7
,District Attorney,,City Controller,,8
,Beth Grossman,Lawrence S Krasner,Michael Tomlinson,Rebecca Rhynhart,8
Beth Grossman,3,0,26,3,8
Lawrence S Krasner,,1,5,20,8
Michael Tomlinson,,,0,0,8
Rebecca Rhynhart,,,,1,8
Total,32,26,31,24,8
,District Attorney,,City Controller,,9
,Beth Grossman,Lawrence S Krasner,Michael Tomlinson,Rebecca Rhynhart,9
Beth Grossman,8,0,76,16,9
Lawrence S Krasner,,0,2,37,9
Michael Tomlinson,,,0,0,9
Rebecca Rhynhart,,,,1,9
Total,100,39,78,54,9
,District Attorney,,City Controller,,10
,Beth Grossman,Lawrence S Krasner,Michael Tomlinson,Rebecca Rhynhart,10
Beth Grossman,12,0,108,24,10
Lawrence S Krasner,,1,1,26,10
Michael Tomlinson,,,1,0,10
Rebecca Rhynhart,,,,0,10
Total,144,28,110,50,10
,City Controller,,District Attorney,,11
,Rebecca Rhynhart,Michael Tomlinson,Lawrence S Krasner,Beth Grossman,11
Rebecca Rhynhart,3,0,61,8,11
Michael Tomlinson,,0,5,46,11
Lawrence S Krasner,,,1,0,11
Beth Grossman,,,,2,11
Total,72,51,67,56,11
,City Controller,,District Attorney,,12
,Rebecca Rhynhart,Michael Tomlinson,Lawrence S Krasner,Beth Grossman,12
Rebecca Rhynhart,0,0,44,5,12
Michael Tomlinson,,0,0,7,12
Lawrence S Krasner,,,1,0,12
Beth Grossman,,,,4,12
Total,49,7,45,16,12
,City Controller,,District Attorney,,13
,Rebecca Rhynhart,Michael Tomlinson,Lawrence S Krasner,Beth Grossman,13
Rebecca Rhynhart,1,0,23,6,13
Michael Tomlinson,,1,1,13,13
Lawrence S Krasner,,,0,0,13
Beth Grossman,,,,3,13
Total,30,15,24,22,13
,City Controller,,District Attorney,,14
,Rebecca Rhynhart,Michael Tomlinson,Beth Grossman,Lawrence S Krasner,14
Rebecca Rhynhart,0,0,11,16,14
Michael Tomlinson,,0,12,0,14
Beth Grossman,,,1,0,14
Lawrence S Krasner,,,,2,14
Total,27,12,24,18,14
,City Controller,,District Attorney,,15
,Rebecca Rhynhart,Michael Tomlinson,Lawrence S Krasner,Beth Grossman,15
Rebecca Rhynhart,1,0,36,3,15
Michael Tomlinson,,2,3,16,15
Lawrence S Krasner,,,0,0,15
Beth Grossman,,,,1,15
Total,40,21,39,20,15
,District Attorney,,City Controller,,16
,Beth Grossman,Lawrence S Krasner,Michael Tomlinson,Rebecca Rhynhart,16
Beth Grossman,2,0,31,6,16
Lawrence S Krasner,,0,4,18,16
Michael Tomlinson,,,1,0,16
Rebecca Rhynhart,,,,1,16
Total,39,22,36,25,16
,City Controller,,District Attorney,,17
,Rebecca Rhynhart,Michael Tomlinson,Lawrence S Krasner,Beth Grossman,17
Rebecca Rhynhart,0,0,66,11,17
Michael Tomlinson,,1,0,40,17
Lawrence S Krasner,,,2,0,17
Beth Grossman,,,,7,17
Total,77,41,68,58,17
,District Attorney,,City Controller,,18
,Lawrence S Krasner,Beth Grossman,Rebecca Rhynhart,Michael Tomlinson,18
Lawrence S Krasner,7,0,55,1,18
Beth Grossman,,1,4,18,18
Rebecca Rhynhart,,,0,0,18
Michael Tomlinson,,,,0,18
Total,63,23,59,19,18
,District Attorney,,City Controller,,19
,Beth Grossman,Lawrence S Krasner,Michael Tomlinson,Rebecca Rhynhart,19
Beth Grossman,3,0,44,16,19
Lawrence S Krasner,,1,1,22,19
Michael Tomlinson,,,1,0,19
Rebecca Rhynhart,,,,0,19
Total,63,24,46,38,19
,District Attorney,,City Controller,,20
,Beth Grossman,Lawrence S Krasner,Rebecca Rhynhart,Michael Tomlinson,20
Beth Grossman,30,0,82,176,20
Lawrence S Krasner,,7,131,3,20
Rebecca Rhynhart,,,1,0,20
Michael Tomlinson,,,,0,20
Total,288,141,214,179,20
,District Attorney,,City Controller,,21
,Beth Grossman,Lawrence S Krasner,Michael Tomlinson,Rebecca Rhynhart,21
Beth Grossman,0,0,27,14,21
Lawrence S Krasner,,2,2,13,21
Michael Tomlinson,,,0,0,21
Rebecca Rhynhart,,,,0,21
Total,41,17,29,27,21
,City Controller,,District Attorney,,22
,Michael Tomlinson,Rebecca Rhynhart,Beth Grossman,Lawrence S Krasner,22
Michael Tomlinson,4,0,38,6,22
Rebecca Rhynhart,,1,6,31,22
Beth Grossman,,,0,0,22
Lawrence S Krasner,,,,1,22
Total,48,38,44,38,22
,District Attorney,,City Controller,,23
,Beth Grossman,Lawrence S Krasner,Michael Tomlinson,Rebecca Rhynhart,23
Beth Grossman,8,0,107,17,23
Lawrence S Krasner,,2,1,32,23
Michael Tomlinson,,,1,0,23
Rebecca Rhynhart,,,,2,23
Total,132,35,109,51,23
